"crime","neighbourhood","incidents","year"
"B&E (Residence)","McNab",6,2015
"B&E Motor Vehicle Firearms","McNab",0,2015
"Commodification of Sexual Activity","McNab",0,2015
"Controlled Drugs","McNab",7,2015
"Crimes Against Property(2150-2166)","McNab",3,2015
"Dangerous Operation","McNab",3,2015
"Deprivation of Freedom","McNab",0,2015
"HWY Traffic Violation","McNab",42,2015
"Impaired Operation","McNab",10,2015
"Mischief","McNab",14,2015
"Municipal ByLaws","McNab",1,2015
"Offensive Weapons","McNab",1,2015
"Other Crminal Code Traffic","McNab",4,2015
"Other Federal Statute Violations","McNab",0,2015
"Other Theft Over","McNab",0,2015
"Other Theft Under","McNab",2,2015
"OtherCriminalCode (A)","McNab",14,2015
"OtherCriminalCode (B)","McNab",0,2015
"Prostitution","McNab",0,2015
"Provincial Statutes","McNab",12,2015
"Sexual Assault","McNab",1,2015
"Shoplift Over","McNab",0,2015
"Shoplift Under","McNab",0,2015
"Special Inq(8510-8640)","McNab",111,2015
"Special Inq(8660-8814)","McNab",95,2015
"Str Racing Offences","McNab",0,2015
"Theft From Auto Over","McNab",0,2015
"Theft From Auto Under","McNab",16,2015
"Theft of Motor Vehicle VA, VT","McNab",6,2015
"Theft of Other Vehicle VM, VO","McNab",0,2015
"Violation Causing Death","McNab",0,2015
"Violence/Threat","McNab",6,2015
"Total","McNab",365,2015
"Arson","Mount Royal",1,2015
"Assault","Mount Royal",14,2015
"Attempt Murder","Mount Royal",0,2015
"B&E (Business)","Mount Royal",1,2015
"B&E (Garage)","Mount Royal",2,2015
"B&E (Other)","Mount Royal",0,2015
"B&E (Residence)","Mount Royal",4,2015
"B&E Motor Vehicle Firearms","Mount Royal",0,2015
"Commodification of Sexual Activity","Mount Royal",0,2015
"Controlled Drugs","Mount Royal",10,2015
"Crimes Against Property(2150-2166)","Mount Royal",9,2015
"Dangerous Operation","Mount Royal",2,2015
"Deprivation of Freedom","Mount Royal",0,2015
"HWY Traffic Violation","Mount Royal",23,2015
"Impaired Operation","Mount Royal",8,2015
"Mischief","Mount Royal",30,2015
"Municipal ByLaws","Mount Royal",1,2015
"Offensive Weapons","Mount Royal",2,2015
"Other Crminal Code Traffic","Mount Royal",1,2015
"Other Federal Statute Violations","Mount Royal",5,2015
"Other Theft Over","Mount Royal",0,2015
"Other Theft Under","Mount Royal",13,2015
"OtherCriminalCode (A)","Mount Royal",49,2015
"OtherCriminalCode (B)","Mount Royal",2,2015
"Prostitution","Mount Royal",0,2015
"Provincial Statutes","Mount Royal",11,2015
"Sexual Assault","Mount Royal",1,2015
"Shoplift Over","Mount Royal",0,2015
"Shoplift Under","Mount Royal",0,2015
"Special Inq(8510-8640)","Mount Royal",106,2015
"Special Inq(8660-8814)","Mount Royal",49,2015
"Str Racing Offences","Mount Royal",0,2015
"Theft From Auto Over","Mount Royal",0,2015
"Theft From Auto Under","Mount Royal",18,2015
"Theft of Motor Vehicle VA, VT","Mount Royal",9,2015
"Theft of Other Vehicle VM, VO","Mount Royal",0,2015
"Violation Causing Death","Mount Royal",0,2015
"Violence/Threat","Mount Royal",1,2015
"Total","Mount Royal",372,2015
"Arson","Normanview",0,2015
"Assault","Normanview",14,2015
"Attempt Murder","Normanview",0,2015
"B&E (Business)","Normanview",0,2015
"B&E (Garage)","Normanview",9,2015
"B&E (Other)","Normanview",0,2015
"B&E (Residence)","Normanview",10,2015
"B&E Motor Vehicle Firearms","Normanview",0,2015
"Commodification of Sexual Activity","Normanview",0,2015
"Controlled Drugs","Normanview",11,2015
"Crimes Against Property(2150-2166)","Normanview",11,2015
"Dangerous Operation","Normanview",6,2015
"Deprivation of Freedom","Normanview",0,2015
"HWY Traffic Violation","Normanview",25,2015
"Impaired Operation","Normanview",3,2015
"Mischief","Normanview",20,2015
"Municipal ByLaws","Normanview",0,2015
"Offensive Weapons","Normanview",2,2015
"Other Crminal Code Traffic","Normanview",2,2015
"Other Federal Statute Violations","Normanview",2,2015
"Other Theft Over","Normanview",1,2015
"Other Theft Under","Normanview",21,2015
"OtherCriminalCode (A)","Normanview",23,2015
"OtherCriminalCode (B)","Normanview",5,2015
"Prostitution","Normanview",0,2015
"Provincial Statutes","Normanview",16,2015
"Sexual Assault","Normanview",0,2015
"Shoplift Over","Normanview",0,2015
"Shoplift Under","Normanview",0,2015
"Special Inq(8510-8640)","Normanview",106,2015
"Special Inq(8660-8814)","Normanview",62,2015
"Str Racing Offences","Normanview",0,2015
"Theft From Auto Over","Normanview",0,2015
"Theft From Auto Under","Normanview",26,2015
"Theft of Motor Vehicle VA, VT","Normanview",19,2015
"Theft of Other Vehicle VM, VO","Normanview",1,2015
"Violation Causing Death","Normanview",0,2015
"Violence/Threat","Normanview",4,2015
"Total","Normanview",399,2015
"Arson","Normanview West",0,2015
"Assault","Normanview West",13,2015
"Attempt Murder","Normanview West",0,2015
"B&E (Business)","Normanview West",0,2015
"B&E (Garage)","Normanview West",8,2015
"B&E (Other)","Normanview West",0,2015
"B&E (Residence)","Normanview West",9,2015
"B&E Motor Vehicle Firearms","Normanview West",0,2015
"Commodification of Sexual Activity","Normanview West",0,2015
"Controlled Drugs","Normanview West",5,2015
"Crimes Against Property(2150-2166)","Normanview West",19,2015
"Dangerous Operation","Normanview West",0,2015
"Deprivation of Freedom","Normanview West",0,2015
"HWY Traffic Violation","Normanview West",52,2015
"Impaired Operation","Normanview West",10,2015
"Mischief","Normanview West",36,2015
"Municipal ByLaws","Normanview West",0,2015
"Offensive Weapons","Normanview West",1,2015
"Other Crminal Code Traffic","Normanview West",7,2015
"Other Federal Statute Violations","Normanview West",0,2015
"Other Theft Over","Normanview West",1,2015
"Other Theft Under","Normanview West",19,2015
"OtherCriminalCode (A)","Normanview West",14,2015
"OtherCriminalCode (B)","Normanview West",1,2015
"Prostitution","Normanview West",0,2015
"Provincial Statutes","Normanview West",16,2015
"Sexual Assault","Normanview West",0,2015
"Shoplift Over","Normanview West",0,2015
"Shoplift Under","Normanview West",14,2015
"Special Inq(8510-8640)","Normanview West",101,2015
"Special Inq(8660-8814)","Normanview West",83,2015
"Str Racing Offences","Normanview West",0,2015
"Theft From Auto Over","Normanview West",0,2015
"Theft From Auto Under","Normanview West",24,2015
"Theft of Motor Vehicle VA, VT","Normanview West",9,2015
"Theft of Other Vehicle VM, VO","Normanview West",0,2015
"Violation Causing Death","Normanview West",0,2015
"Violence/Threat","Normanview West",2,2015
"Total","Normanview West",444,2015
"Arson","North Central",42,2015
"Assault","North Central",470,2015
"Attempt Murder","North Central",3,2015
"B&E (Business)","North Central",11,2015
"B&E (Garage)","North Central",66,2015
"B&E (Other)","North Central",12,2015
"B&E (Residence)","North Central",194,2015
"B&E Motor Vehicle Firearms","North Central",0,2015
"Commodification of Sexual Activity","North Central",2,2015
"Controlled Drugs","North Central",100,2015
"Crimes Against Property(2150-2166)","North Central",123,2015
"Dangerous Operation","North Central",72,2015
"Deprivation of Freedom","North Central",6,2015
"HWY Traffic Violation","North Central",582,2015
"Impaired Operation","North Central",137,2015
"Mischief","North Central",520,2015
"Municipal ByLaws","North Central",19,2015
"Offensive Weapons","North Central",158,2015
"Other Crminal Code Traffic","North Central",69,2015
"Other Federal Statute Violations","North Central",89,2015
"Other Theft Over","North Central",4,2015
"Other Theft Under","North Central",214,2015
"OtherCriminalCode (A)","North Central",721,2015
"OtherCriminalCode (B)","North Central",37,2015
"Prostitution","North Central",34,2015
"Provincial Statutes","North Central",460,2015
"Sexual Assault","North Central",30,2015
"Shoplift Over","North Central",0,2015
"Shoplift Under","North Central",34,2015
"Special Inq(8510-8640)","North Central",2209,2015
"Special Inq(8660-8814)","North Central",1072,2015
"Str Racing Offences","North Central",0,2015
"Theft From Auto Over","North Central",1,2015
"Theft From Auto Under","North Central",180,2015
"Theft of Motor Vehicle VA, VT","North Central",135,2015
"Theft of Other Vehicle VM, VO","North Central",4,2015
"Violation Causing Death","North Central",6,2015
"Violence/Threat","North Central",126,2015
"Total","North Central",7942,2015
"Arson","North East",14,2015
"Assault","North East",77,2015
"Attempt Murder","North East",2,2015
"B&E (Business)","North East",12,2015
"B&E (Garage)","North East",28,2015
"B&E (Other)","North East",10,2015
"B&E (Residence)","North East",21,2015
"B&E Motor Vehicle Firearms","North East",2,2015
"Commodification of Sexual Activity","North East",0,2015
"Controlled Drugs","North East",28,2015
"Crimes Against Property(2150-2166)","North East",53,2015
"Dangerous Operation","North East",15,2015
"Deprivation of Freedom","North East",1,2015
"HWY Traffic Violation","North East",181,2015
"Impaired Operation","North East",36,2015
"Mischief","North East",135,2015
"Municipal ByLaws","North East",9,2015
"Offensive Weapons","North East",30,2015
"Other Crminal Code Traffic","North East",16,2015
"Other Federal Statute Violations","North East",7,2015
"Other Theft Over","North East",1,2015
"Other Theft Under","North East",84,2015
"OtherCriminalCode (A)","North East",155,2015
"OtherCriminalCode (B)","North East",8,2015
"Prostitution","North East",0,2015
"Provincial Statutes","North East",88,2015
"Sexual Assault","North East",11,2015
"Shoplift Over","North East",0,2015
"Shoplift Under","North East",58,2015
"Special Inq(8510-8640)","North East",573,2015
"Special Inq(8660-8814)","North East",261,2015
"Str Racing Offences","North East",0,2015
"Theft From Auto Over","North East",0,2015
"Theft From Auto Under","North East",128,2015
"Theft of Motor Vehicle VA, VT","North East",58,2015
"Theft of Other Vehicle VM, VO","North East",3,2015
"Violation Causing Death","North East",0,2015
"Violence/Threat","North East",28,2015
"Total","North East",2133,2015
"Arson","Prairie View",0,2015
"Assault","Prairie View",14,2015
"Attempt Murder","Prairie View",0,2015
"B&E (Business)","Prairie View",0,2015
"B&E (Garage)","Prairie View",6,2015
"B&E (Other)","Prairie View",5,2015
"B&E (Residence)","Prairie View",29,2015
"B&E Motor Vehicle Firearms","Prairie View",1,2015
"Commodification of Sexual Activity","Prairie View",0,2015
"Controlled Drugs","Prairie View",2,2015
"Crimes Against Property(2150-2166)","Prairie View",21,2015
"Dangerous Operation","Prairie View",4,2015
"Deprivation of Freedom","Prairie View",1,2015
"HWY Traffic Violation","Prairie View",24,2015
"Impaired Operation","Prairie View",7,2015
"Mischief","Prairie View",46,2015
"Municipal ByLaws","Prairie View",3,2015
"Offensive Weapons","Prairie View",2,2015
"Other Crminal Code Traffic","Prairie View",1,2015
"Other Federal Statute Violations","Prairie View",0,2015
"Other Theft Over","Prairie View",1,2015
"Other Theft Under","Prairie View",12,2015
"OtherCriminalCode (A)","Prairie View",16,2015
"OtherCriminalCode (B)","Prairie View",2,2015
"Prostitution","Prairie View",0,2015
"Provincial Statutes","Prairie View",13,2015
"Sexual Assault","Prairie View",1,2015
"Shoplift Over","Prairie View",0,2015
"Shoplift Under","Prairie View",0,2015
"Special Inq(8510-8640)","Prairie View",121,2015
"Special Inq(8660-8814)","Prairie View",52,2015
"Str Racing Offences","Prairie View",0,2015
"Theft From Auto Over","Prairie View",0,2015
"Theft From Auto Under","Prairie View",61,2015
"Theft of Motor Vehicle VA, VT","Prairie View",30,2015
"Theft of Other Vehicle VM, VO","Prairie View",0,2015
"Violation Causing Death","Prairie View",0,2015
"Violence/Threat","Prairie View",5,2015
"Total","Prairie View",480,2015
"Arson","Regent Park",0,2015
"Assault","Regent Park",17,2015
"Attempt Murder","Regent Park",0,2015
"B&E (Business)","Regent Park",0,2015
"B&E (Garage)","Regent Park",8,2015
"B&E (Other)","Regent Park",0,2015
"B&E (Residence)","Regent Park",6,2015
"B&E Motor Vehicle Firearms","Regent Park",0,2015
"Commodification of Sexual Activity","Regent Park",0,2015
"Controlled Drugs","Regent Park",4,2015
"Crimes Against Property(2150-2166)","Regent Park",8,2015
"Dangerous Operation","Regent Park",4,2015
"Deprivation of Freedom","Regent Park",0,2015
"HWY Traffic Violation","Regent Park",29,2015
"Impaired Operation","Regent Park",12,2015
"Mischief","Regent Park",41,2015
"Municipal ByLaws","Regent Park",4,2015
"Offensive Weapons","Regent Park",4,2015
"Other Crminal Code Traffic","Regent Park",6,2015
"Other Federal Statute Violations","Regent Park",0,2015
"Other Theft Over","Regent Park",0,2015
"Other Theft Under","Regent Park",14,2015
"OtherCriminalCode (A)","Regent Park",16,2015
"OtherCriminalCode (B)","Regent Park",1,2015
"Prostitution","Regent Park",0,2015
"Provincial Statutes","Regent Park",16,2015
"Sexual Assault","Regent Park",3,2015
"Shoplift Over","Regent Park",0,2015
"Shoplift Under","Regent Park",0,2015
"Special Inq(8510-8640)","Regent Park",172,2015
"Special Inq(8660-8814)","Regent Park",119,2015
"Str Racing Offences","Regent Park",0,2015
"Theft From Auto Over","Regent Park",0,2015
"Theft From Auto Under","Regent Park",27,2015
"Theft of Motor Vehicle VA, VT","Regent Park",8,2015
"Theft of Other Vehicle VM, VO","Regent Park",0,2015
"Violation Causing Death","Regent Park",0,2015
"Violence/Threat","Regent Park",5,2015
"Total","Regent Park",524,2015
"Arson","Rosemont",1,2015
"Assault","Rosemont",43,2015
"Attempt Murder","Rosemont",0,2015
"B&E (Business)","Rosemont",4,2015
"B&E (Garage)","Rosemont",28,2015
"B&E (Other)","Rosemont",1,2015
"B&E (Residence)","Rosemont",15,2015
"B&E Motor Vehicle Firearms","Rosemont",0,2015
"Commodification of Sexual Activity","Rosemont",0,2015
"Controlled Drugs","Rosemont",18,2015
"Crimes Against Property(2150-2166)","Rosemont",30,2015
"Dangerous Operation","Rosemont",4,2015
"Deprivation of Freedom","Rosemont",0,2015
"HWY Traffic Violation","Rosemont",57,2015
"Impaired Operation","Rosemont",18,2015
"Mischief","Rosemont",74,2015
"Municipal ByLaws","Rosemont",2,2015
"Offensive Weapons","Rosemont",17,2015
"Other Crminal Code Traffic","Rosemont",14,2015
"Other Federal Statute Violations","Rosemont",9,2015
"Other Theft Over","Rosemont",0,2015
"Other Theft Under","Rosemont",34,2015
"OtherCriminalCode (A)","Rosemont",58,2015
"OtherCriminalCode (B)","Rosemont",6,2015
"Prostitution","Rosemont",0,2015
"Provincial Statutes","Rosemont",24,2015
"Sexual Assault","Rosemont",5,2015
"Shoplift Over","Rosemont",0,2015
"Shoplift Under","Rosemont",26,2015
"Special Inq(8510-8640)","Rosemont",325,2015
"Special Inq(8660-8814)","Rosemont",150,2015
"Str Racing Offences","Rosemont",0,2015
"Theft From Auto Over","Rosemont",0,2015
"Theft From Auto Under","Rosemont",47,2015
"Theft of Motor Vehicle VA, VT","Rosemont",23,2015
"Theft of Other Vehicle VM, VO","Rosemont",4,2015
"Violation Causing Death","Rosemont",1,2015
"Violence/Threat","Rosemont",12,2015
"Total","Rosemont",1050,2015
"Arson","Ross Industrial",0,2015
"Assault","Ross Industrial",7,2015
"Attempt Murder","Ross Industrial",0,2015
"B&E (Business)","Ross Industrial",36,2015
"B&E (Garage)","Ross Industrial",0,2015
"B&E (Other)","Ross Industrial",20,2015
"B&E (Residence)","Ross Industrial",1,2015
"B&E Motor Vehicle Firearms","Ross Industrial",0,2015
"Commodification of Sexual Activity","Ross Industrial",0,2015
"Controlled Drugs","Ross Industrial",13,2015
"Crimes Against Property(2150-2166)","Ross Industrial",27,2015
"Dangerous Operation","Ross Industrial",5,2015
"Deprivation of Freedom","Ross Industrial",1,2015
"HWY Traffic Violation","Ross Industrial",122,2015
"Impaired Operation","Ross Industrial",21,2015
"Mischief","Ross Industrial",26,2015
"Municipal ByLaws","Ross Industrial",0,2015
"Offensive Weapons","Ross Industrial",6,2015
"Other Crminal Code Traffic","Ross Industrial",8,2015
"Other Federal Statute Violations","Ross Industrial",1,2015
"Other Theft Over","Ross Industrial",3,2015
"Other Theft Under","Ross Industrial",34,2015
"OtherCriminalCode (A)","Ross Industrial",22,2015
"OtherCriminalCode (B)","Ross Industrial",7,2015
"Prostitution","Ross Industrial",0,2015
"Provincial Statutes","Ross Industrial",7,2015
"Sexual Assault","Ross Industrial",1,2015
"Shoplift Over","Ross Industrial",1,2015
"Shoplift Under","Ross Industrial",9,2015
"Special Inq(8510-8640)","Ross Industrial",54,2015
"Special Inq(8660-8814)","Ross Industrial",285,2015
"Str Racing Offences","Ross Industrial",0,2015
"Theft From Auto Over","Ross Industrial",2,2015
"Theft From Auto Under","Ross Industrial",26,2015
"Theft of Motor Vehicle VA, VT","Ross Industrial",12,2015
"Theft of Other Vehicle VM, VO","Ross Industrial",1,2015
"Violation Causing Death","Ross Industrial",0,2015
"Violence/Threat","Ross Industrial",6,2015
"Total","Ross Industrial",764,2015
"Arson","Rural",0,2015
"Assault","Rural",2,2015
"Attempt Murder","Rural",0,2015
"B&E (Business)","Rural",1,2015
"B&E (Garage)","Rural",1,2015
"B&E (Other)","Rural",0,2015
"B&E (Residence)","Rural",0,2015
"B&E Motor Vehicle Firearms","Rural",0,2015
"Commodification of Sexual Activity","Rural",0,2015
"Controlled Drugs","Rural",0,2015
"Crimes Against Property(2150-2166)","Rural",0,2015
"Dangerous Operation","Rural",1,2015
"Deprivation of Freedom","Rural",0,2015
"HWY Traffic Violation","Rural",8,2015
"Impaired Operation","Rural",4,2015
"Mischief","Rural",1,2015
"Municipal ByLaws","Rural",0,2015
"Offensive Weapons","Rural",0,2015
"Other Crminal Code Traffic","Rural",1,2015
"Other Federal Statute Violations","Rural",2,2015
"Other Theft Over","Rural",0,2015
"Other Theft Under","Rural",2,2015
"OtherCriminalCode (A)","Rural",3,2015
"OtherCriminalCode (B)","Rural",0,2015
"Prostitution","Rural",0,2015
"Provincial Statutes","Rural",2,2015
"Sexual Assault","Rural",0,2015
"Shoplift Over","Rural",0,2015
"Shoplift Under","Rural",0,2015
"Special Inq(8510-8640)","Rural",10,2015
"Special Inq(8660-8814)","Rural",42,2015
"Str Racing Offences","Rural",0,2015
"Theft From Auto Over","Rural",0,2015
"Theft From Auto Under","Rural",1,2015
"Theft of Motor Vehicle VA, VT","Rural",1,2015
"Theft of Other Vehicle VM, VO","Rural",0,2015
"Violation Causing Death","Rural",0,2015
"Violence/Threat","Rural",0,2015
"Total","Rural",82,2015
"Arson","Sherwood Estates",1,2015
"Assault","Sherwood Estates",19,2015
"Attempt Murder","Sherwood Estates",0,2015
"B&E (Business)","Sherwood Estates",0,2015
"B&E (Garage)","Sherwood Estates",6,2015
"B&E (Other)","Sherwood Estates",0,2015
"B&E (Residence)","Sherwood Estates",9,2015
"B&E Motor Vehicle Firearms","Sherwood Estates",0,2015
"Commodification of Sexual Activity","Sherwood Estates",0,2015
"Controlled Drugs","Sherwood Estates",1,2015
"Crimes Against Property(2150-2166)","Sherwood Estates",18,2015
"Dangerous Operation","Sherwood Estates",2,2015
"Deprivation of Freedom","Sherwood Estates",0,2015
"HWY Traffic Violation","Sherwood Estates",32,2015
"Impaired Operation","Sherwood Estates",5,2015
"Mischief","Sherwood Estates",36,2015
"Municipal ByLaws","Sherwood Estates",1,2015
"Offensive Weapons","Sherwood Estates",4,2015
"Other Crminal Code Traffic","Sherwood Estates",6,2015
"Other Federal Statute Violations","Sherwood Estates",2,2015
"Other Theft Over","Sherwood Estates",0,2015
"Other Theft Under","Sherwood Estates",8,2015
"OtherCriminalCode (A)","Sherwood Estates",17,2015
"OtherCriminalCode (B)","Sherwood Estates",1,2015
"Prostitution","Sherwood Estates",0,2015
"Provincial Statutes","Sherwood Estates",8,2015
"Sexual Assault","Sherwood Estates",1,2015
"Shoplift Over","Sherwood Estates",0,2015
"Shoplift Under","Sherwood Estates",0,2015
"Special Inq(8510-8640)","Sherwood Estates",181,2015
"Special Inq(8660-8814)","Sherwood Estates",67,2015
"Str Racing Offences","Sherwood Estates",0,2015
"Theft From Auto Over","Sherwood Estates",0,2015
"Theft From Auto Under","Sherwood Estates",24,2015
"Theft of Motor Vehicle VA, VT","Sherwood Estates",17,2015
"Theft of Other Vehicle VM, VO","Sherwood Estates",0,2015
"Violation Causing Death","Sherwood Estates",0,2015
"Violence/Threat","Sherwood Estates",5,2015
"Total","Sherwood Estates",471,2015
"Arson","Twin Lakes",1,2015
"Assault","Twin Lakes",23,2015
"Attempt Murder","Twin Lakes",0,2015
"B&E (Business)","Twin Lakes",2,2015
"B&E (Garage)","Twin Lakes",3,2015
"B&E (Other)","Twin Lakes",1,2015
"B&E (Residence)","Twin Lakes",16,2015
"B&E Motor Vehicle Firearms","Twin Lakes",0,2015
"Commodification of Sexual Activity","Twin Lakes",0,2015
"Controlled Drugs","Twin Lakes",5,2015
"Crimes Against Property(2150-2166)","Twin Lakes",34,2015
"Dangerous Operation","Twin Lakes",6,2015
"Deprivation of Freedom","Twin Lakes",1,2015
"HWY Traffic Violation","Twin Lakes",51,2015
"Impaired Operation","Twin Lakes",10,2015
"Mischief","Twin Lakes",47,2015
"Municipal ByLaws","Twin Lakes",3,2015
"Offensive Weapons","Twin Lakes",5,2015
"Other Crminal Code Traffic","Twin Lakes",4,2015
"Other Federal Statute Violations","Twin Lakes",0,2015
"Other Theft Over","Twin Lakes",2,2015
"Other Theft Under","Twin Lakes",58,2015
"OtherCriminalCode (A)","Twin Lakes",23,2015
"OtherCriminalCode (B)","Twin Lakes",2,2015
"Prostitution","Twin Lakes",0,2015
"Provincial Statutes","Twin Lakes",26,2015
"Sexual Assault","Twin Lakes",0,2015
"Shoplift Over","Twin Lakes",0,2015
"Shoplift Under","Twin Lakes",9,2015
"Special Inq(8510-8640)","Twin Lakes",170,2015
"Special Inq(8660-8814)","Twin Lakes",102,2015
"Str Racing Offences","Twin Lakes",0,2015
"Theft From Auto Over","Twin Lakes",0,2015
"Theft From Auto Under","Twin Lakes",56,2015
"Theft of Motor Vehicle VA, VT","Twin Lakes",16,2015
"Theft of Other Vehicle VM, VO","Twin Lakes",1,2015
"Violation Causing Death","Twin Lakes",0,2015
"Violence/Threat","Twin Lakes",8,2015
"Total","Twin Lakes",685,2015
"Arson","University Park",2,2015
"Assault","University Park",5,2015
"Attempt Murder","University Park",0,2015
"B&E (Business)","University Park",3,2015
"B&E (Garage)","University Park",1,2015
"B&E (Other)","University Park",5,2015
"B&E (Residence)","University Park",33,2015
"B&E Motor Vehicle Firearms","University Park",1,2015
"Commodification of Sexual Activity","University Park",0,2015
"Controlled Drugs","University Park",3,2015
"Crimes Against Property(2150-2166)","University Park",15,2015
"Dangerous Operation","University Park",4,2015
"Deprivation of Freedom","University Park",0,2015
"HWY Traffic Violation","University Park",17,2015
"Impaired Operation","University Park",6,2015
"Mischief","University Park",27,2015
"Municipal ByLaws","University Park",0,2015
"Offensive Weapons","University Park",3,2015
"Other Crminal Code Traffic","University Park",6,2015
"Other Federal Statute Violations","University Park",2,2015
"Other Theft Over","University Park",3,2015
"Other Theft Under","University Park",31,2015
"OtherCriminalCode (A)","University Park",12,2015
"OtherCriminalCode (B)","University Park",2,2015
"Prostitution","University Park",0,2015
"Provincial Statutes","University Park",11,2015
"Sexual Assault","University Park",2,2015
"Shoplift Over","University Park",0,2015
"Shoplift Under","University Park",0,2015
"Special Inq(8510-8640)","University Park",103,2015
"Special Inq(8660-8814)","University Park",78,2015
"Str Racing Offences","University Park",0,2015
"Theft From Auto Over","University Park",1,2015
"Theft From Auto Under","University Park",68,2015
"Theft of Motor Vehicle VA, VT","University Park",16,2015
"Theft of Other Vehicle VM, VO","University Park",0,2015
"Violation Causing Death","University Park",0,2015
"Violence/Threat","University Park",2,2015
"Total","University Park",462,2015
"Arson","Unverified Address",0,2015
"Assault","Unverified Address",52,2015
"Attempt Murder","Unverified Address",1,2015
"B&E (Business)","Unverified Address",1,2015
"B&E (Garage)","Unverified Address",8,2015
"B&E (Other)","Unverified Address",2,2015
"B&E (Residence)","Unverified Address",5,2015
"B&E Motor Vehicle Firearms","Unverified Address",1,2015
"Commodification of Sexual Activity","Unverified Address",0,2015
"Controlled Drugs","Unverified Address",13,2015
"Crimes Against Property(2150-2166)","Unverified Address",76,2015
"Dangerous Operation","Unverified Address",8,2015
"Deprivation of Freedom","Unverified Address",1,2015
"HWY Traffic Violation","Unverified Address",296,2015
"Impaired Operation","Unverified Address",14,2015
"Mischief","Unverified Address",109,2015
"Municipal ByLaws","Unverified Address",42,2015
"Offensive Weapons","Unverified Address",5,2015
"Other Crminal Code Traffic","Unverified Address",15,2015
"Other Federal Statute Violations","Unverified Address",1,2015
"Other Theft Over","Unverified Address",1,2015
"Other Theft Under","Unverified Address",67,2015
"OtherCriminalCode (A)","Unverified Address",63,2015
"OtherCriminalCode (B)","Unverified Address",15,2015
"Prostitution","Unverified Address",0,2015
"Provincial Statutes","Unverified Address",68,2015
"Sexual Assault","Unverified Address",25,2015
"Shoplift Over","Unverified Address",0,2015
"Shoplift Under","Unverified Address",3,2015
"Special Inq(8510-8640)","Unverified Address",1607,2015
"Special Inq(8660-8814)","Unverified Address",290,2015
"Str Racing Offences","Unverified Address",0,2015
"Theft From Auto Over","Unverified Address",0,2015
"Theft From Auto Under","Unverified Address",122,2015
"Theft of Motor Vehicle VA, VT","Unverified Address",16,2015
"Theft of Other Vehicle VM, VO","Unverified Address",1,2015
"Violation Causing Death","Unverified Address",1,2015
"Violence/Threat","Unverified Address",13,2015
"Total","Unverified Address",2942,2015
"Arson","Uplands",0,2015
"Assault","Uplands",22,2015
"Attempt Murder","Uplands",0,2015
"B&E (Business)","Uplands",0,2015
"B&E (Garage)","Uplands",12,2015
"B&E (Other)","Uplands",0,2015
"B&E (Residence)","Uplands",8,2015
"B&E Motor Vehicle Firearms","Uplands",0,2015
"Commodification of Sexual Activity","Uplands",0,2015
"Controlled Drugs","Uplands",5,2015
"Crimes Against Property(2150-2166)","Uplands",7,2015
"Dangerous Operation","Uplands",1,2015
"Deprivation of Freedom","Uplands",0,2015
"HWY Traffic Violation","Uplands",21,2015
"Impaired Operation","Uplands",7,2015
"Mischief","Uplands",30,2015
"Municipal ByLaws","Uplands",2,2015
"Offensive Weapons","Uplands",4,2015
"Other Crminal Code Traffic","Uplands",4,2015
"Other Federal Statute Violations","Uplands",0,2015
"Other Theft Over","Uplands",0,2015
"Other Theft Under","Uplands",17,2015
"OtherCriminalCode (A)","Uplands",14,2015
"OtherCriminalCode (B)","Uplands",2,2015
"Prostitution","Uplands",0,2015
"Provincial Statutes","Uplands",11,2015
"Sexual Assault","Uplands",1,2015
"Shoplift Over","Uplands",0,2015
"Shoplift Under","Uplands",1,2015
"Special Inq(8510-8640)","Uplands",119,2015
"Special Inq(8660-8814)","Uplands",62,2015
"Str Racing Offences","Uplands",0,2015
"Theft From Auto Over","Uplands",0,2015
"Theft From Auto Under","Uplands",53,2015
"Theft of Motor Vehicle VA, VT","Uplands",15,2015
"Theft of Other Vehicle VM, VO","Uplands",0,2015
"Violation Causing Death","Uplands",0,2015
"Violence/Threat","Uplands",7,2015
"Total","Uplands",425,2015
"Arson","Walsh Acres",2,2015
"Assault","Walsh Acres",27,2015
"Attempt Murder","Walsh Acres",0,2015
"B&E (Business)","Walsh Acres",4,2015
"B&E (Garage)","Walsh Acres",11,2015
"B&E (Other)","Walsh Acres",1,2015
"B&E (Residence)","Walsh Acres",20,2015
"B&E Motor Vehicle Firearms","Walsh Acres",0,2015
"Commodification of Sexual Activity","Walsh Acres",0,2015
"Controlled Drugs","Walsh Acres",9,2015
"Crimes Against Property(2150-2166)","Walsh Acres",40,2015
"Dangerous Operation","Walsh Acres",1,2015
"Deprivation of Freedom","Walsh Acres",0,2015
"HWY Traffic Violation","Walsh Acres",117,2015
"Impaired Operation","Walsh Acres",18,2015
"Mischief","Walsh Acres",85,2015
"Municipal ByLaws","Walsh Acres",5,2015
"Offensive Weapons","Walsh Acres",9,2015
"Other Crminal Code Traffic","Walsh Acres",6,2015
"Other Federal Statute Violations","Walsh Acres",2,2015
"Other Theft Over","Walsh Acres",0,2015
"Other Theft Under","Walsh Acres",31,2015
"OtherCriminalCode (A)","Walsh Acres",36,2015
"OtherCriminalCode (B)","Walsh Acres",6,2015
"Prostitution","Walsh Acres",0,2015
"Provincial Statutes","Walsh Acres",15,2015
