"crime","neighbourhood","incidents","year"
"Sexual Assault","McNab",0,2013
"Shoplift Over","McNab",9,2013
"Shoplift Under","McNab",84,2013
"Special Inq(8510-8640)","McNab",112,2013
"Special Inq(8660-8814)","McNab",0,2013
"Theft From Auto Over","McNab",0,2013
"Theft From Auto Under","McNab",7,2013
"Theft of Motor Vehicle VA, VT","McNab",1,2013
"Theft of Other Vehicle VM, VO","McNab",0,2013
"Violation Causing Death","McNab",1,2013
"Violence/Threat","McNab",94,2013
"Total","McNab",286,2013
"Arson","Mount Royal",4,2013
"Assault","Mount Royal",11,2013
"Attempt Murder","Mount Royal",0,2013
"B&E (Business)","Mount Royal",0,2013
"B&E (Garage)","Mount Royal",4,2013
"B&E (Other)","Mount Royal",1,2013
"B&E (Residence)","Mount Royal",8,2013
"B&E Motor Vehicle Firearms","Mount Royal",0,2013
"Controlled Drugs","Mount Royal",6,2013
"Crimes Against Property(2150-2166)","Mount Royal",6,2013
"Dangerous Operation","Mount Royal",1,2013
"Deprivation of Freedom","Mount Royal",2,2013
"Gaming&Betting","Mount Royal",20,2013
"HWY Traffic Violation","Mount Royal",10,2013
"Impaired Operation","Mount Royal",23,2013
"Mischief","Mount Royal",2,2013
"Municipal ByLaws","Mount Royal",1,2013
"Offensive Weapons","Mount Royal",5,2013
"Other Crminal Code Traffic","Mount Royal",2,2013
"Other Federal Statute Violations","Mount Royal",0,2013
"Other Theft Over","Mount Royal",10,2013
"Other Theft Under","Mount Royal",27,2013
"OtherCriminalCode (A)","Mount Royal",1,2013
"OtherCriminalCode (B)","Mount Royal",1,2013
"Prostitution","Mount Royal",9,2013
"Provincial Statutes","Mount Royal",0,2013
"Sexual Assault","Mount Royal",0,2013
"Shoplift Over","Mount Royal",9,2013
"Shoplift Under","Mount Royal",101,2013
"Special Inq(8510-8640)","Mount Royal",56,2013
"Special Inq(8660-8814)","Mount Royal",0,2013
"Theft From Auto Over","Mount Royal",3,2013
"Theft From Auto Under","Mount Royal",12,2013
"Theft of Motor Vehicle VA, VT","Mount Royal",10,2013
"Theft of Other Vehicle VM, VO","Mount Royal",0,2013
"Violation Causing Death","Mount Royal",1,2013
"Violence/Threat","Mount Royal",72,2013
"Total","Mount Royal",276,2013
"Arson","Normanview",2,2013
"Assault","Normanview",17,2013
"Attempt Murder","Normanview",0,2013
"B&E (Business)","Normanview",0,2013
"B&E (Garage)","Normanview",4,2013
"B&E (Other)","Normanview",1,2013
"B&E (Residence)","Normanview",3,2013
"B&E Motor Vehicle Firearms","Normanview",2,2013
"Controlled Drugs","Normanview",8,2013
"Crimes Against Property(2150-2166)","Normanview",11,2013
"Dangerous Operation","Normanview",0,2013
"Deprivation of Freedom","Normanview",1,2013
"Gaming&Betting","Normanview",32,2013
"HWY Traffic Violation","Normanview",12,2013
"Impaired Operation","Normanview",15,2013
"Mischief","Normanview",2,2013
"Municipal ByLaws","Normanview",2,2013
"Offensive Weapons","Normanview",4,2013
"Other Crminal Code Traffic","Normanview",2,2013
"Other Federal Statute Violations","Normanview",1,2013
"Other Theft Over","Normanview",18,2013
"Other Theft Under","Normanview",24,2013
"OtherCriminalCode (A)","Normanview",2,2013
"OtherCriminalCode (B)","Normanview",0,2013
"Prostitution","Normanview",11,2013
"Provincial Statutes","Normanview",0,2013
"Sexual Assault","Normanview",0,2013
"Shoplift Over","Normanview",10,2013
"Shoplift Under","Normanview",159,2013
"Special Inq(8510-8640)","Normanview",72,2013
"Special Inq(8660-8814)","Normanview",0,2013
"Theft From Auto Over","Normanview",4,2013
"Theft From Auto Under","Normanview",21,2013
"Theft of Motor Vehicle VA, VT","Normanview",11,2013
"Theft of Other Vehicle VM, VO","Normanview",0,2013
"Violation Causing Death","Normanview",0,2013
"Violence/Threat","Normanview",88,2013
"Total","Normanview",371,2013
"Arson","Normanview West",1,2013
"Assault","Normanview West",16,2013
"Attempt Murder","Normanview West",0,2013
"B&E (Business)","Normanview West",1,2013
"B&E (Garage)","Normanview West",7,2013
"B&E (Other)","Normanview West",2,2013
"B&E (Residence)","Normanview West",7,2013
"B&E Motor Vehicle Firearms","Normanview West",0,2013
"Controlled Drugs","Normanview West",18,2013
"Crimes Against Property(2150-2166)","Normanview West",7,2013
"Dangerous Operation","Normanview West",3,2013
"Deprivation of Freedom","Normanview West",7,2013
"Gaming&Betting","Normanview West",67,2013
"HWY Traffic Violation","Normanview West",5,2013
"Impaired Operation","Normanview West",23,2013
"Mischief","Normanview West",1,2013
"Municipal ByLaws","Normanview West",0,2013
"Offensive Weapons","Normanview West",7,2013
"Other Crminal Code Traffic","Normanview West",0,2013
"Other Federal Statute Violations","Normanview West",1,2013
"Other Theft Over","Normanview West",33,2013
"Other Theft Under","Normanview West",6,2013
"OtherCriminalCode (A)","Normanview West",3,2013
"OtherCriminalCode (B)","Normanview West",0,2013
"Prostitution","Normanview West",11,2013
"Provincial Statutes","Normanview West",0,2013
"Sexual Assault","Normanview West",0,2013
"Shoplift Over","Normanview West",16,2013
"Shoplift Under","Normanview West",94,2013
"Special Inq(8510-8640)","Normanview West",106,2013
"Special Inq(8660-8814)","Normanview West",0,2013
"Theft From Auto Over","Normanview West",3,2013
"Theft From Auto Under","Normanview West",23,2013
"Theft of Motor Vehicle VA, VT","Normanview West",5,2013
"Theft of Other Vehicle VM, VO","Normanview West",0,2013
"Violation Causing Death","Normanview West",1,2013
"Violence/Threat","Normanview West",130,2013
"Total","Normanview West",346,2013
"Arson","North Central",68,2013
"Assault","North Central",486,2013
"Attempt Murder","North Central",4,2013
"B&E (Business)","North Central",19,2013
"B&E (Garage)","North Central",66,2013
"B&E (Other)","North Central",23,2013
"B&E (Residence)","North Central",143,2013
"B&E Motor Vehicle Firearms","North Central",5,2013
"Controlled Drugs","North Central",153,2013
"Crimes Against Property(2150-2166)","North Central",120,2013
"Dangerous Operation","North Central",34,2013
"Deprivation of Freedom","North Central",56,2013
"Gaming&Betting","North Central",556,2013
"HWY Traffic Violation","North Central",163,2013
"Impaired Operation","North Central",512,2013
"Mischief","North Central",20,2013
"Municipal ByLaws","North Central",95,2013
"Offensive Weapons","North Central",78,2013
"Other Crminal Code Traffic","North Central",82,2013
"Other Federal Statute Violations","North Central",20,2013
"Other Theft Over","North Central",316,2013
"Other Theft Under","North Central",705,2013
"OtherCriminalCode (A)","North Central",49,2013
"OtherCriminalCode (B)","North Central",128,2013
"Prostitution","North Central",490,2013
"Provincial Statutes","North Central",22,2013
"Sexual Assault","North Central",2,2013
"Shoplift Over","North Central",201,2013
"Shoplift Under","North Central",2141,2013
"Special Inq(8510-8640)","North Central",1194,2013
"Special Inq(8660-8814)","North Central",0,2013
"Theft From Auto Over","North Central",48,2013
"Theft From Auto Under","North Central",227,2013
"Theft of Motor Vehicle VA, VT","North Central",110,2013
"Theft of Other Vehicle VM, VO","North Central",4,2013
"Violation Causing Death","North Central",25,2013
"Violence/Threat","North Central",1907,2013
"Total","North Central",6686,2013
"Arson","North East",8,2013
"Assault","North East",69,2013
"Attempt Murder","North East",0,2013
"B&E (Business)","North East",15,2013
"B&E (Garage)","North East",16,2013
"B&E (Other)","North East",4,2013
"B&E (Residence)","North East",26,2013
"B&E Motor Vehicle Firearms","North East",3,2013
"Controlled Drugs","North East",33,2013
"Crimes Against Property(2150-2166)","North East",73,2013
"Dangerous Operation","North East",5,2013
"Deprivation of Freedom","North East",20,2013
"Gaming&Betting","North East",176,2013
"HWY Traffic Violation","North East",37,2013
"Impaired Operation","North East",125,2013
"Mischief","North East",7,2013
"Municipal ByLaws","North East",12,2013
"Offensive Weapons","North East",14,2013
"Other Crminal Code Traffic","North East",10,2013
"Other Federal Statute Violations","North East",2,2013
"Other Theft Over","North East",84,2013
"Other Theft Under","North East",97,2013
"OtherCriminalCode (A)","North East",14,2013
"OtherCriminalCode (B)","North East",3,2013
"Prostitution","North East",72,2013
"Provincial Statutes","North East",5,2013
"Sexual Assault","North East",8,2013
"Shoplift Over","North East",90,2013
"Shoplift Under","North East",459,2013
"Special Inq(8510-8640)","North East",325,2013
"Special Inq(8660-8814)","North East",0,2013
"Theft From Auto Over","North East",14,2013
"Theft From Auto Under","North East",63,2013
"Theft of Motor Vehicle VA, VT","North East",42,2013
"Theft of Other Vehicle VM, VO","North East",1,2013
"Violation Causing Death","North East",4,2013
"Violence/Threat","North East",420,2013
"Total","North East",1556,2013
"Arson","Prairie View",0,2013
"Assault","Prairie View",6,2013
"Attempt Murder","Prairie View",0,2013
"B&E (Business)","Prairie View",0,2013
"B&E (Garage)","Prairie View",8,2013
"B&E (Other)","Prairie View",8,2013
"B&E (Residence)","Prairie View",37,2013
"B&E Motor Vehicle Firearms","Prairie View",0,2013
"Controlled Drugs","Prairie View",4,2013
"Crimes Against Property(2150-2166)","Prairie View",12,2013
"Dangerous Operation","Prairie View",2,2013
"Deprivation of Freedom","Prairie View",1,2013
"Gaming&Betting","Prairie View",20,2013
"HWY Traffic Violation","Prairie View",8,2013
"Impaired Operation","Prairie View",24,2013
"Mischief","Prairie View",2,2013
"Municipal ByLaws","Prairie View",2,2013
"Offensive Weapons","Prairie View",3,2013
"Other Crminal Code Traffic","Prairie View",1,2013
"Other Federal Statute Violations","Prairie View",0,2013
"Other Theft Over","Prairie View",11,2013
"Other Theft Under","Prairie View",8,2013
"OtherCriminalCode (A)","Prairie View",6,2013
"OtherCriminalCode (B)","Prairie View",3,2013
"Prostitution","Prairie View",11,2013
"Provincial Statutes","Prairie View",0,2013
"Sexual Assault","Prairie View",0,2013
"Shoplift Over","Prairie View",11,2013
"Shoplift Under","Prairie View",116,2013
"Special Inq(8510-8640)","Prairie View",49,2013
"Special Inq(8660-8814)","Prairie View",0,2013
"Theft From Auto Over","Prairie View",8,2013
"Theft From Auto Under","Prairie View",44,2013
"Theft of Motor Vehicle VA, VT","Prairie View",9,2013
"Theft of Other Vehicle VM, VO","Prairie View",1,2013
"Violation Causing Death","Prairie View",0,2013
"Violence/Threat","Prairie View",80,2013
"Total","Prairie View",345,2013
"Arson","Regent Park",0,2013
"Assault","Regent Park",16,2013
"Attempt Murder","Regent Park",0,2013
"B&E (Business)","Regent Park",0,2013
"B&E (Garage)","Regent Park",8,2013
"B&E (Other)","Regent Park",2,2013
"B&E (Residence)","Regent Park",11,2013
"B&E Motor Vehicle Firearms","Regent Park",1,2013
"Controlled Drugs","Regent Park",11,2013
"Crimes Against Property(2150-2166)","Regent Park",6,2013
"Dangerous Operation","Regent Park",7,2013
"Deprivation of Freedom","Regent Park",3,2013
"Gaming&Betting","Regent Park",29,2013
"HWY Traffic Violation","Regent Park",11,2013
"Impaired Operation","Regent Park",35,2013
"Mischief","Regent Park",3,2013
"Municipal ByLaws","Regent Park",10,2013
"Offensive Weapons","Regent Park",5,2013
"Other Crminal Code Traffic","Regent Park",0,2013
"Other Federal Statute Violations","Regent Park",1,2013
"Other Theft Over","Regent Park",10,2013
"Other Theft Under","Regent Park",21,2013
"OtherCriminalCode (A)","Regent Park",3,2013
"OtherCriminalCode (B)","Regent Park",1,2013
"Prostitution","Regent Park",20,2013
"Provincial Statutes","Regent Park",3,2013
"Sexual Assault","Regent Park",0,2013
"Shoplift Over","Regent Park",6,2013
"Shoplift Under","Regent Park",113,2013
"Special Inq(8510-8640)","Regent Park",78,2013
"Special Inq(8660-8814)","Regent Park",0,2013
"Theft From Auto Over","Regent Park",2,2013
"Theft From Auto Under","Regent Park",24,2013
"Theft of Motor Vehicle VA, VT","Regent Park",4,2013
"Theft of Other Vehicle VM, VO","Regent Park",0,2013
"Violation Causing Death","Regent Park",2,2013
"Violence/Threat","Regent Park",97,2013
"Total","Regent Park",357,2013
"Arson","Rosemont",7,2013
"Assault","Rosemont",53,2013
"Attempt Murder","Rosemont",0,2013
"B&E (Business)","Rosemont",3,2013
"B&E (Garage)","Rosemont",19,2013
"B&E (Other)","Rosemont",4,2013
"B&E (Residence)","Rosemont",28,2013
"B&E Motor Vehicle Firearms","Rosemont",5,2013
"Controlled Drugs","Rosemont",25,2013
"Crimes Against Property(2150-2166)","Rosemont",24,2013
"Dangerous Operation","Rosemont",4,2013
"Deprivation of Freedom","Rosemont",5,2013
"Gaming&Betting","Rosemont",59,2013
"HWY Traffic Violation","Rosemont",23,2013
"Impaired Operation","Rosemont",48,2013
"Mischief","Rosemont",3,2013
"Municipal ByLaws","Rosemont",7,2013
"Offensive Weapons","Rosemont",6,2013
"Other Crminal Code Traffic","Rosemont",5,2013
"Other Federal Statute Violations","Rosemont",2,2013
"Other Theft Over","Rosemont",44,2013
"Other Theft Under","Rosemont",55,2013
"OtherCriminalCode (A)","Rosemont",6,2013
"OtherCriminalCode (B)","Rosemont",3,2013
"Prostitution","Rosemont",32,2013
"Provincial Statutes","Rosemont",1,2013
"Sexual Assault","Rosemont",0,2013
"Shoplift Over","Rosemont",39,2013
"Shoplift Under","Rosemont",294,2013
"Special Inq(8510-8640)","Rosemont",173,2013
"Special Inq(8660-8814)","Rosemont",0,2013
"Theft From Auto Over","Rosemont",11,2013
"Theft From Auto Under","Rosemont",54,2013
"Theft of Motor Vehicle VA, VT","Rosemont",16,2013
"Theft of Other Vehicle VM, VO","Rosemont",0,2013
"Violation Causing Death","Rosemont",2,2013
"Violence/Threat","Rosemont",253,2013
"Total","Rosemont",823,2013
"Arson","Ross Industrial",0,2013
"Assault","Ross Industrial",8,2013
"Attempt Murder","Ross Industrial",1,2013
"B&E (Business)","Ross Industrial",29,2013
"B&E (Garage)","Ross Industrial",0,2013
"B&E (Other)","Ross Industrial",21,2013
"B&E (Residence)","Ross Industrial",4,2013
"B&E Motor Vehicle Firearms","Ross Industrial",1,2013
"Controlled Drugs","Ross Industrial",4,2013
"Crimes Against Property(2150-2166)","Ross Industrial",15,2013
"Dangerous Operation","Ross Industrial",4,2013
"Deprivation of Freedom","Ross Industrial",15,2013
"Gaming&Betting","Ross Industrial",114,2013
"HWY Traffic Violation","Ross Industrial",27,2013
"Impaired Operation","Ross Industrial",28,2013
"Mischief","Ross Industrial",0,2013
"Municipal ByLaws","Ross Industrial",2,2013
"Offensive Weapons","Ross Industrial",6,2013
"Other Crminal Code Traffic","Ross Industrial",1,2013
"Other Federal Statute Violations","Ross Industrial",8,2013
"Other Theft Over","Ross Industrial",20,2013
"Other Theft Under","Ross Industrial",8,2013
"OtherCriminalCode (A)","Ross Industrial",1,2013
"OtherCriminalCode (B)","Ross Industrial",0,2013
"Prostitution","Ross Industrial",17,2013
"Provincial Statutes","Ross Industrial",1,2013
"Sexual Assault","Ross Industrial",0,2013
"Shoplift Over","Ross Industrial",11,2013
"Shoplift Under","Ross Industrial",94,2013
"Special Inq(8510-8640)","Ross Industrial",311,2013
"Special Inq(8660-8814)","Ross Industrial",0,2013
"Theft From Auto Over","Ross Industrial",3,2013
"Theft From Auto Under","Ross Industrial",30,2013
"Theft of Motor Vehicle VA, VT","Ross Industrial",20,2013
"Theft of Other Vehicle VM, VO","Ross Industrial",4,2013
"Violation Causing Death","Ross Industrial",0,2013
"Violence/Threat","Ross Industrial",196,2013
"Total","Ross Industrial",614,2013
"Arson","Rural",0,2013
"Assault","Rural",0,2013
"Attempt Murder","Rural",0,2013
"B&E (Business)","Rural",0,2013
"B&E (Garage)","Rural",0,2013
"B&E (Other)","Rural",0,2013
"B&E (Residence)","Rural",0,2013
"B&E Motor Vehicle Firearms","Rural",0,2013
"Controlled Drugs","Rural",0,2013
"Crimes Against Property(2150-2166)","Rural",2,2013
"Dangerous Operation","Rural",2,2013
"Deprivation of Freedom","Rural",0,2013
"Gaming&Betting","Rural",12,2013
"HWY Traffic Violation","Rural",3,2013
"Impaired Operation","Rural",3,2013
"Mischief","Rural",0,2013
"Municipal ByLaws","Rural",0,2013
"Offensive Weapons","Rural",1,2013
"Other Crminal Code Traffic","Rural",0,2013
"Other Federal Statute Violations","Rural",0,2013
"Other Theft Over","Rural",0,2013
"Other Theft Under","Rural",3,2013
"OtherCriminalCode (A)","Rural",0,2013
"OtherCriminalCode (B)","Rural",0,2013
"Prostitution","Rural",3,2013
"Provincial Statutes","Rural",0,2013
"Sexual Assault","Rural",0,2013
"Shoplift Over","Rural",3,2013
"Shoplift Under","Rural",11,2013
"Special Inq(8510-8640)","Rural",37,2013
"Special Inq(8660-8814)","Rural",0,2013
"Theft From Auto Over","Rural",2,2013
"Theft From Auto Under","Rural",1,2013
"Theft of Motor Vehicle VA, VT","Rural",0,2013
"Theft of Other Vehicle VM, VO","Rural",0,2013
"Violation Causing Death","Rural",0,2013
"Violence/Threat","Rural",28,2013
"Total","Rural",55,2013
"Arson","Sherwood Estates",3,2013
"Assault","Sherwood Estates",13,2013
"Attempt Murder","Sherwood Estates",0,2013
"B&E (Business)","Sherwood Estates",0,2013
"B&E (Garage)","Sherwood Estates",4,2013
"B&E (Other)","Sherwood Estates",0,2013
"B&E (Residence)","Sherwood Estates",13,2013
"B&E Motor Vehicle Firearms","Sherwood Estates",1,2013
"Controlled Drugs","Sherwood Estates",4,2013
"Crimes Against Property(2150-2166)","Sherwood Estates",11,2013
"Dangerous Operation","Sherwood Estates",1,2013
"Deprivation of Freedom","Sherwood Estates",6,2013
"Gaming&Betting","Sherwood Estates",29,2013
"HWY Traffic Violation","Sherwood Estates",10,2013
"Impaired Operation","Sherwood Estates",23,2013
"Mischief","Sherwood Estates",4,2013
"Municipal ByLaws","Sherwood Estates",0,2013
"Offensive Weapons","Sherwood Estates",1,2013
"Other Crminal Code Traffic","Sherwood Estates",4,2013
"Other Federal Statute Violations","Sherwood Estates",2,2013
"Other Theft Over","Sherwood Estates",10,2013
"Other Theft Under","Sherwood Estates",13,2013
"OtherCriminalCode (A)","Sherwood Estates",0,2013
"OtherCriminalCode (B)","Sherwood Estates",0,2013
"Prostitution","Sherwood Estates",13,2013
"Provincial Statutes","Sherwood Estates",1,2013
"Sexual Assault","Sherwood Estates",0,2013
"Shoplift Over","Sherwood Estates",5,2013
"Shoplift Under","Sherwood Estates",138,2013
"Special Inq(8510-8640)","Sherwood Estates",81,2013
"Special Inq(8660-8814)","Sherwood Estates",0,2013
"Theft From Auto Over","Sherwood Estates",3,2013
"Theft From Auto Under","Sherwood Estates",29,2013
"Theft of Motor Vehicle VA, VT","Sherwood Estates",8,2013
"Theft of Other Vehicle VM, VO","Sherwood Estates",0,2013
"Violation Causing Death","Sherwood Estates",3,2013
"Violence/Threat","Sherwood Estates",119,2013
"Total","Sherwood Estates",332,2013
"Arson","Twin Lakes",4,2013
"Assault","Twin Lakes",9,2013
"Attempt Murder","Twin Lakes",0,2013
"B&E (Business)","Twin Lakes",1,2013
"B&E (Garage)","Twin Lakes",2,2013
"B&E (Other)","Twin Lakes",4,2013
"B&E (Residence)","Twin Lakes",24,2013
"B&E Motor Vehicle Firearms","Twin Lakes",0,2013
"Controlled Drugs","Twin Lakes",8,2013
"Crimes Against Property(2150-2166)","Twin Lakes",19,2013
"Dangerous Operation","Twin Lakes",3,2013
"Deprivation of Freedom","Twin Lakes",4,2013
"Gaming&Betting","Twin Lakes",60,2013
"HWY Traffic Violation","Twin Lakes",20,2013
"Impaired Operation","Twin Lakes",45,2013
"Mischief","Twin Lakes",3,2013
"Municipal ByLaws","Twin Lakes",0,2013
"Offensive Weapons","Twin Lakes",7,2013
"Other Crminal Code Traffic","Twin Lakes",4,2013
"Other Federal Statute Violations","Twin Lakes",4,2013
"Other Theft Over","Twin Lakes",38,2013
"Other Theft Under","Twin Lakes",13,2013
"OtherCriminalCode (A)","Twin Lakes",2,2013
"OtherCriminalCode (B)","Twin Lakes",1,2013
"Prostitution","Twin Lakes",21,2013
"Provincial Statutes","Twin Lakes",0,2013
"Sexual Assault","Twin Lakes",1,2013
"Shoplift Over","Twin Lakes",18,2013
"Shoplift Under","Twin Lakes",141,2013
"Special Inq(8510-8640)","Twin Lakes",103,2013
"Special Inq(8660-8814)","Twin Lakes",0,2013
"Theft From Auto Over","Twin Lakes",3,2013
"Theft From Auto Under","Twin Lakes",36,2013
"Theft of Motor Vehicle VA, VT","Twin Lakes",7,2013
"Theft of Other Vehicle VM, VO","Twin Lakes",0,2013
"Violation Causing Death","Twin Lakes",2,2013
"Violence/Threat","Twin Lakes",121,2013
"Total","Twin Lakes",498,2013
"Arson","University Park",6,2013
"Assault","University Park",6,2013
"Attempt Murder","University Park",0,2013
"B&E (Business)","University Park",0,2013
"B&E (Garage)","University Park",0,2013
"B&E (Other)","University Park",2,2013
"B&E (Residence)","University Park",18,2013
"B&E Motor Vehicle Firearms","University Park",0,2013
"Controlled Drugs","University Park",6,2013
"Crimes Against Property(2150-2166)","University Park",21,2013
"Dangerous Operation","University Park",1,2013
"Deprivation of Freedom","University Park",2,2013
"Gaming&Betting","University Park",41,2013
"HWY Traffic Violation","University Park",8,2013
"Impaired Operation","University Park",18,2013
"Mischief","University Park",0,2013
"Municipal ByLaws","University Park",1,2013
"Offensive Weapons","University Park",3,2013
"Other Crminal Code Traffic","University Park",1,2013
"Other Federal Statute Violations","University Park",2,2013
"Other Theft Over","University Park",17,2013
"Other Theft Under","University Park",8,2013
"OtherCriminalCode (A)","University Park",1,2013
"OtherCriminalCode (B)","University Park",0,2013
"Prostitution","University Park",9,2013
"Provincial Statutes","University Park",4,2013
"Sexual Assault","University Park",0,2013
"Shoplift Over","University Park",3,2013
"Shoplift Under","University Park",88,2013
"Special Inq(8510-8640)","University Park",122,2013
"Special Inq(8660-8814)","University Park",0,2013
"Theft From Auto Over","University Park",11,2013
"Theft From Auto Under","University Park",71,2013
"Theft of Motor Vehicle VA, VT","University Park",21,2013
"Theft of Other Vehicle VM, VO","University Park",1,2013
"Violation Causing Death","University Park",1,2013
"Violence/Threat","University Park",107,2013
"Total","University Park",386,2013
"Arson","Unverified Address",7,2013
"Assault","Unverified Address",58,2013
"Attempt Murder","Unverified Address",0,2013
"B&E (Business)","Unverified Address",0,2013
"B&E (Garage)","Unverified Address",5,2013
"B&E (Other)","Unverified Address",2,2013
"B&E (Residence)","Unverified Address",8,2013
"B&E Motor Vehicle Firearms","Unverified Address",3,2013
"Controlled Drugs","Unverified Address",14,2013
"Crimes Against Property(2150-2166)","Unverified Address",52,2013
"Dangerous Operation","Unverified Address",10,2013
"Deprivation of Freedom","Unverified Address",56,2013
"Gaming&Betting","Unverified Address",514,2013
"HWY Traffic Violation","Unverified Address",42,2013
"Impaired Operation","Unverified Address",101,2013
"Mischief","Unverified Address",114,2013
"Municipal ByLaws","Unverified Address",4,2013
"Offensive Weapons","Unverified Address",21,2013
"Other Crminal Code Traffic","Unverified Address",4,2013
"Other Federal Statute Violations","Unverified Address",8,2013
"Other Theft Over","Unverified Address",88,2013
"Other Theft Under","Unverified Address",32,2013
"OtherCriminalCode (A)","Unverified Address",3,2013
"OtherCriminalCode (B)","Unverified Address",4,2013
"Prostitution","Unverified Address",67,2013
"Provincial Statutes","Unverified Address",20,2013
"Sexual Assault","Unverified Address",0,2013
"Shoplift Over","Unverified Address",116,2013
"Shoplift Under","Unverified Address",1670,2013
"Special Inq(8510-8640)","Unverified Address",424,2013
"Special Inq(8660-8814)","Unverified Address",0,2013
"Theft From Auto Over","Unverified Address",22,2013
"Theft From Auto Under","Unverified Address",93,2013
"Theft of Motor Vehicle VA, VT","Unverified Address",25,2013
"Theft of Other Vehicle VM, VO","Unverified Address",0,2013
"Violation Causing Death","Unverified Address",1,2013
"Violence/Threat","Unverified Address",817,2013
"Total","Unverified Address",2799,2013
"Arson","Uplands",0,2013
"Assault","Uplands",19,2013
"Attempt Murder","Uplands",0,2013
"B&E (Business)","Uplands",1,2013
"B&E (Garage)","Uplands",5,2013
"B&E (Other)","Uplands",1,2013
"B&E (Residence)","Uplands",12,2013
"B&E Motor Vehicle Firearms","Uplands",1,2013
"Controlled Drugs","Uplands",5,2013
"Crimes Against Property(2150-2166)","Uplands",9,2013
"Dangerous Operation","Uplands",2,2013
"Deprivation of Freedom","Uplands",1,2013
"Gaming&Betting","Uplands",23,2013
"HWY Traffic Violation","Uplands",9,2013
"Impaired Operation","Uplands",21,2013
"Mischief","Uplands",1,2013
"Municipal ByLaws","Uplands",4,2013
"Offensive Weapons","Uplands",3,2013
"Other Crminal Code Traffic","Uplands",2,2013
"Other Federal Statute Violations","Uplands",2,2013
"Other Theft Over","Uplands",10,2013
"Other Theft Under","Uplands",16,2013
"OtherCriminalCode (A)","Uplands",1,2013
"OtherCriminalCode (B)","Uplands",0,2013
"Prostitution","Uplands",8,2013
"Provincial Statutes","Uplands",4,2013
"Sexual Assault","Uplands",0,2013
"Shoplift Over","Uplands",9,2013
"Shoplift Under","Uplands",141,2013
"Special Inq(8510-8640)","Uplands",62,2013
"Special Inq(8660-8814)","Uplands",0,2013
"Theft From Auto Over","Uplands",2,2013
"Theft From Auto Under","Uplands",19,2013
"Theft of Motor Vehicle VA, VT","Uplands",9,2013
"Theft of Other Vehicle VM, VO","Uplands",5,2013
"Violation Causing Death","Uplands",0,2013
"Violence/Threat","Uplands",98,2013
"Total","Uplands",325,2013
"Arson","Walsh Acres",1,2013
"Assault","Walsh Acres",18,2013
"Attempt Murder","Walsh Acres",0,2013
"B&E (Business)","Walsh Acres",0,2013
"B&E (Garage)","Walsh Acres",10,2013
"B&E (Other)","Walsh Acres",2,2013
"B&E (Residence)","Walsh Acres",19,2013
"B&E Motor Vehicle Firearms","Walsh Acres",5,2013
"Controlled Drugs","Walsh Acres",28,2013
"Crimes Against Property(2150-2166)","Walsh Acres",29,2013
"Dangerous Operation","Walsh Acres",1,2013
"Deprivation of Freedom","Walsh Acres",6,2013
"Gaming&Betting","Walsh Acres",102,2013
"HWY Traffic Violation","Walsh Acres",14,2013
"Impaired Operation","Walsh Acres",65,2013
"Mischief","Walsh Acres",2,2013
"Municipal ByLaws","Walsh Acres",3,2013
"Offensive Weapons","Walsh Acres",8,2013
"Other Crminal Code Traffic","Walsh Acres",7,2013
"Other Federal Statute Violations","Walsh Acres",4,2013
"Other Theft Over","Walsh Acres",47,2013
"Other Theft Under","Walsh Acres",33,2013
"OtherCriminalCode (A)","Walsh Acres",3,2013
"OtherCriminalCode (B)","Walsh Acres",1,2013
"Prostitution","Walsh Acres",24,2013
"Provincial Statutes","Walsh Acres",0,2013
"Sexual Assault","Walsh Acres",8,2013
"Shoplift Over","Walsh Acres",90,2013
"Shoplift Under","Walsh Acres",221,2013
"Special Inq(8510-8640)","Walsh Acres",207,2013
"Special Inq(8660-8814)","Walsh Acres",0,2013
"Theft From Auto Over","Walsh Acres",13,2013
"Theft From Auto Under","Walsh Acres",76,2013
"Theft of Motor Vehicle VA, VT","Walsh Acres",32,2013
"Theft of Other Vehicle VM, VO","Walsh Acres",1,2013
"Violation Causing Death","Walsh Acres",2,2013
"Violence/Threat","Walsh Acres",247,2013
"Total","Walsh Acres",857,2013
"Arson","Warehouse District",6,2013
"Assault","Warehouse District",37,2013
"Attempt Murder","Warehouse District",0,2013
"B&E (Business)","Warehouse District",15,2013
"B&E (Garage)","Warehouse District",0,2013
"B&E (Other)","Warehouse District",7,2013
"B&E (Residence)","Warehouse District",0,2013
"B&E Motor Vehicle Firearms","Warehouse District",1,2013
"Controlled Drugs","Warehouse District",29,2013
"Crimes Against Property(2150-2166)","Warehouse District",35,2013
"Dangerous Operation","Warehouse District",4,2013
"Deprivation of Freedom","Warehouse District",18,2013
"Gaming&Betting","Warehouse District",144,2013
"HWY Traffic Violation","Warehouse District",54,2013
"Impaired Operation","Warehouse District",45,2013
"Mischief","Warehouse District",3,2013
"Municipal ByLaws","Warehouse District",5,2013
"Offensive Weapons","Warehouse District",12,2013
"Other Crminal Code Traffic","Warehouse District",3,2013
"Other Federal Statute Violations","Warehouse District",2,2013
"Other Theft Over","Warehouse District",51,2013
"Other Theft Under","Warehouse District",45,2013
