"crime","neighbourhood","incidents","year"
"Offensive Weapons","Argyle Park",3,2013
"Other Crminal Code Traffic","Argyle Park",3,2013
"Other Federal Statute Violations","Argyle Park",3,2013
"Other Theft Over","Argyle Park",26,2013
"Other Theft Under","Argyle Park",36,2013
"OtherCriminalCode (A)","Argyle Park",2,2013
"OtherCriminalCode (B)","Argyle Park",1,2013
"Prostitution","Argyle Park",15,2013
"Provincial Statutes","Argyle Park",0,2013
"Sexual Assault","Argyle Park",4,2013
"Shoplift Over","Argyle Park",54,2013
"Shoplift Under","Argyle Park",176,2013
"Special Inq(8510-8640)","Argyle Park",112,2013
"Special Inq(8660-8814)","Argyle Park",0,2013
"Theft From Auto Over","Argyle Park",3,2013
"Theft From Auto Under","Argyle Park",23,2013
"Theft of Motor Vehicle VA, VT","Argyle Park",8,2013
"Theft of Other Vehicle VM, VO","Argyle Park",0,2013
"Violation Causing Death","Argyle Park",2,2013
"Violence/Threat","Argyle Park",158,2013
"Total","Argyle Park",557,2013
"Arson","Boothill",1,2013
"Assault","Boothill",13,2013
"Attempt Murder","Boothill",0,2013
"B&E (Business)","Boothill",0,2013
"B&E (Garage)","Boothill",16,2013
"B&E (Other)","Boothill",0,2013
"B&E (Residence)","Boothill",5,2013
"B&E Motor Vehicle Firearms","Boothill",1,2013
"Controlled Drugs","Boothill",5,2013
"Crimes Against Property(2150-2166)","Boothill",3,2013
"Dangerous Operation","Boothill",2,2013
"Deprivation of Freedom","Boothill",3,2013
"Gaming&Betting","Boothill",8,2013
"HWY Traffic Violation","Boothill",8,2013
"Impaired Operation","Boothill",16,2013
"Mischief","Boothill",1,2013
"Municipal ByLaws","Boothill",1,2013
"Offensive Weapons","Boothill",3,2013
"Other Crminal Code Traffic","Boothill",0,2013
"Other Federal Statute Violations","Boothill",0,2013
"Other Theft Over","Boothill",7,2013
"Other Theft Under","Boothill",14,2013
"OtherCriminalCode (A)","Boothill",1,2013
"OtherCriminalCode (B)","Boothill",0,2013
"Prostitution","Boothill",6,2013
"Provincial Statutes","Boothill",3,2013
"Sexual Assault","Boothill",0,2013
"Shoplift Over","Boothill",3,2013
"Shoplift Under","Boothill",52,2013
"Special Inq(8510-8640)","Boothill",55,2013
"Special Inq(8660-8814)","Boothill",0,2013
"Theft From Auto Over","Boothill",8,2013
"Theft From Auto Under","Boothill",21,2013
"Theft of Motor Vehicle VA, VT","Boothill",3,2013
"Theft of Other Vehicle VM, VO","Boothill",0,2013
"Violation Causing Death","Boothill",0,2013
"Violence/Threat","Boothill",66,2013
"Total","Boothill",201,2013
"Arson","Cathedral",7,2013
"Assault","Cathedral",51,2013
"Attempt Murder","Cathedral",1,2013
"B&E (Business)","Cathedral",8,2013
"B&E (Garage)","Cathedral",30,2013
"B&E (Other)","Cathedral",0,2013
"B&E (Residence)","Cathedral",26,2013
"B&E Motor Vehicle Firearms","Cathedral",5,2013
"Controlled Drugs","Cathedral",55,2013
"Crimes Against Property(2150-2166)","Cathedral",34,2013
"Dangerous Operation","Cathedral",7,2013
"Deprivation of Freedom","Cathedral",13,2013
"Gaming&Betting","Cathedral",162,2013
"HWY Traffic Violation","Cathedral",41,2013
"Impaired Operation","Cathedral",103,2013
"Mischief","Cathedral",7,2013
"Municipal ByLaws","Cathedral",12,2013
"Offensive Weapons","Cathedral",28,2013
"Other Crminal Code Traffic","Cathedral",9,2013
"Other Federal Statute Violations","Cathedral",6,2013
"Other Theft Over","Cathedral",86,2013
"Other Theft Under","Cathedral",84,2013
"OtherCriminalCode (A)","Cathedral",14,2013
"OtherCriminalCode (B)","Cathedral",14,2013
"Prostitution","Cathedral",97,2013
"Provincial Statutes","Cathedral",6,2013
"Sexual Assault","Cathedral",0,2013
"Shoplift Over","Cathedral",63,2013
"Shoplift Under","Cathedral",385,2013
"Special Inq(8510-8640)","Cathedral",439,2013
"Special Inq(8660-8814)","Cathedral",0,2013
"Theft From Auto Over","Cathedral",12,2013
"Theft From Auto Under","Cathedral",82,2013
"Theft of Motor Vehicle VA, VT","Cathedral",26,2013
"Theft of Other Vehicle VM, VO","Cathedral",0,2013
"Violation Causing Death","Cathedral",2,2013
"Violence/Threat","Cathedral",423,2013
"Total","Cathedral",1526,2013
"Arson","Centre Square",1,2013
"Assault","Centre Square",34,2013
"Attempt Murder","Centre Square",0,2013
"B&E (Business)","Centre Square",4,2013
"B&E (Garage)","Centre Square",3,2013
"B&E (Other)","Centre Square",4,2013
"B&E (Residence)","Centre Square",9,2013
"B&E Motor Vehicle Firearms","Centre Square",0,2013
"Controlled Drugs","Centre Square",10,2013
"Crimes Against Property(2150-2166)","Centre Square",13,2013
"Dangerous Operation","Centre Square",0,2013
"Deprivation of Freedom","Centre Square",10,2013
"Gaming&Betting","Centre Square",95,2013
"HWY Traffic Violation","Centre Square",13,2013
"Impaired Operation","Centre Square",49,2013
"Mischief","Centre Square",4,2013
"Municipal ByLaws","Centre Square",4,2013
"Offensive Weapons","Centre Square",10,2013
"Other Crminal Code Traffic","Centre Square",6,2013
"Other Federal Statute Violations","Centre Square",4,2013
"Other Theft Over","Centre Square",43,2013
"Other Theft Under","Centre Square",60,2013
"OtherCriminalCode (A)","Centre Square",5,2013
"OtherCriminalCode (B)","Centre Square",12,2013
"Prostitution","Centre Square",90,2013
"Provincial Statutes","Centre Square",1,2013
"Sexual Assault","Centre Square",1,2013
"Shoplift Over","Centre Square",38,2013
"Shoplift Under","Centre Square",181,2013
"Special Inq(8510-8640)","Centre Square",178,2013
"Special Inq(8660-8814)","Centre Square",0,2013
"Theft From Auto Over","Centre Square",8,2013
"Theft From Auto Under","Centre Square",23,2013
"Theft of Motor Vehicle VA, VT","Centre Square",8,2013
"Theft of Other Vehicle VM, VO","Centre Square",0,2013
"Violation Causing Death","Centre Square",2,2013
"Violence/Threat","Centre Square",205,2013
"Total","Centre Square",738,2013
"Arson","Core Group",16,2013
"Assault","Core Group",155,2013
"Attempt Murder","Core Group",2,2013
"B&E (Business)","Core Group",5,2013
"B&E (Garage)","Core Group",12,2013
"B&E (Other)","Core Group",7,2013
"B&E (Residence)","Core Group",36,2013
"B&E Motor Vehicle Firearms","Core Group",8,2013
"Controlled Drugs","Core Group",66,2013
"Crimes Against Property(2150-2166)","Core Group",75,2013
"Dangerous Operation","Core Group",6,2013
"Deprivation of Freedom","Core Group",25,2013
"Gaming&Betting","Core Group",215,2013
"HWY Traffic Violation","Core Group",67,2013
"Impaired Operation","Core Group",169,2013
"Mischief","Core Group",8,2013
"Municipal ByLaws","Core Group",13,2013
"Offensive Weapons","Core Group",61,2013
"Other Crminal Code Traffic","Core Group",284,2013
"Other Federal Statute Violations","Core Group",8,2013
"Other Theft Over","Core Group",155,2013
"Other Theft Under","Core Group",615,2013
"OtherCriminalCode (A)","Core Group",19,2013
"OtherCriminalCode (B)","Core Group",65,2013
"Prostitution","Core Group",689,2013
"Provincial Statutes","Core Group",13,2013
"Sexual Assault","Core Group",1,2013
"Shoplift Over","Core Group",118,2013
"Shoplift Under","Core Group",1301,2013
"Special Inq(8510-8640)","Core Group",530,2013
"Special Inq(8660-8814)","Core Group",0,2013
"Theft From Auto Over","Core Group",28,2013
"Theft From Auto Under","Core Group",68,2013
"Theft of Motor Vehicle VA, VT","Core Group",44,2013
"Theft of Other Vehicle VM, VO","Core Group",0,2013
"Violation Causing Death","Core Group",7,2013
"Violence/Threat","Core Group",1131,2013
"Total","Core Group",3824,2013
"Arson","Coronation Park",10,2013
"Assault","Coronation Park",72,2013
"Attempt Murder","Coronation Park",1,2013
"B&E (Business)","Coronation Park",6,2013
"B&E (Garage)","Coronation Park",16,2013
"B&E (Other)","Coronation Park",1,2013
"B&E (Residence)","Coronation Park",21,2013
"B&E Motor Vehicle Firearms","Coronation Park",1,2013
"Controlled Drugs","Coronation Park",22,2013
"Crimes Against Property(2150-2166)","Coronation Park",24,2013
"Dangerous Operation","Coronation Park",8,2013
"Deprivation of Freedom","Coronation Park",13,2013
"Gaming&Betting","Coronation Park",170,2013
"HWY Traffic Violation","Coronation Park",50,2013
"Impaired Operation","Coronation Park",81,2013
"Mischief","Coronation Park",5,2013
"Municipal ByLaws","Coronation Park",10,2013
"Offensive Weapons","Coronation Park",23,2013
"Other Crminal Code Traffic","Coronation Park",11,2013
"Other Federal Statute Violations","Coronation Park",5,2013
"Other Theft Over","Coronation Park",68,2013
"Other Theft Under","Coronation Park",92,2013
"OtherCriminalCode (A)","Coronation Park",3,2013
"OtherCriminalCode (B)","Coronation Park",16,2013
"Prostitution","Coronation Park",68,2013
"Provincial Statutes","Coronation Park",10,2013
"Sexual Assault","Coronation Park",1,2013
"Shoplift Over","Coronation Park",89,2013
"Shoplift Under","Coronation Park",432,2013
"Special Inq(8510-8640)","Coronation Park",415,2013
"Special Inq(8660-8814)","Coronation Park",0,2013
"Theft From Auto Over","Coronation Park",15,2013
"Theft From Auto Under","Coronation Park",64,2013
"Theft of Motor Vehicle VA, VT","Coronation Park",26,2013
"Theft of Other Vehicle VM, VO","Coronation Park",0,2013
"Violation Causing Death","Coronation Park",4,2013
"Violence/Threat","Coronation Park",429,2013
"Total","Coronation Park",1460,2013
"Arson","Dewdney East",17,2013
"Assault","Dewdney East",85,2013
"Attempt Murder","Dewdney East",1,2013
"B&E (Business)","Dewdney East",8,2013
"B&E (Garage)","Dewdney East",13,2013
"B&E (Other)","Dewdney East",3,2013
"B&E (Residence)","Dewdney East",28,2013
"B&E Motor Vehicle Firearms","Dewdney East",4,2013
"Controlled Drugs","Dewdney East",39,2013
"Crimes Against Property(2150-2166)","Dewdney East",48,2013
"Dangerous Operation","Dewdney East",8,2013
"Deprivation of Freedom","Dewdney East",23,2013
"Gaming&Betting","Dewdney East",197,2013
"HWY Traffic Violation","Dewdney East",55,2013
"Impaired Operation","Dewdney East",184,2013
"Mischief","Dewdney East",8,2013
"Municipal ByLaws","Dewdney East",9,2013
"Offensive Weapons","Dewdney East",27,2013
"Other Crminal Code Traffic","Dewdney East",10,2013
"Other Federal Statute Violations","Dewdney East",12,2013
"Other Theft Over","Dewdney East",148,2013
"Other Theft Under","Dewdney East",90,2013
"OtherCriminalCode (A)","Dewdney East",12,2013
"OtherCriminalCode (B)","Dewdney East",8,2013
"Prostitution","Dewdney East",90,2013
"Provincial Statutes","Dewdney East",11,2013
"Sexual Assault","Dewdney East",3,2013
"Shoplift Over","Dewdney East",77,2013
"Shoplift Under","Dewdney East",633,2013
"Special Inq(8510-8640)","Dewdney East",501,2013
"Special Inq(8660-8814)","Dewdney East",0,2013
"Theft From Auto Over","Dewdney East",17,2013
"Theft From Auto Under","Dewdney East",88,2013
"Theft of Motor Vehicle VA, VT","Dewdney East",26,2013
"Theft of Other Vehicle VM, VO","Dewdney East",1,2013
"Violation Causing Death","Dewdney East",6,2013
"Violence/Threat","Dewdney East",604,2013
"Total","Dewdney East",1960,2013
"Arson","Dieppe",0,2013
"Assault","Dieppe",7,2013
"Attempt Murder","Dieppe",0,2013
"B&E (Business)","Dieppe",0,2013
"B&E (Garage)","Dieppe",12,2013
"B&E (Other)","Dieppe",0,2013
"B&E (Residence)","Dieppe",6,2013
"B&E Motor Vehicle Firearms","Dieppe",0,2013
"Controlled Drugs","Dieppe",6,2013
"Crimes Against Property(2150-2166)","Dieppe",5,2013
"Dangerous Operation","Dieppe",0,2013
"Deprivation of Freedom","Dieppe",2,2013
"Gaming&Betting","Dieppe",19,2013
"HWY Traffic Violation","Dieppe",4,2013
"Impaired Operation","Dieppe",10,2013
"Mischief","Dieppe",2,2013
"Municipal ByLaws","Dieppe",2,2013
"Offensive Weapons","Dieppe",2,2013
"Other Crminal Code Traffic","Dieppe",0,2013
"Other Federal Statute Violations","Dieppe",3,2013
"Other Theft Over","Dieppe",11,2013
"Other Theft Under","Dieppe",6,2013
"OtherCriminalCode (A)","Dieppe",1,2013
"OtherCriminalCode (B)","Dieppe",1,2013
"Prostitution","Dieppe",7,2013
"Provincial Statutes","Dieppe",0,2013
"Sexual Assault","Dieppe",0,2013
"Shoplift Over","Dieppe",4,2013
"Shoplift Under","Dieppe",68,2013
"Special Inq(8510-8640)","Dieppe",59,2013
"Special Inq(8660-8814)","Dieppe",0,2013
"Theft From Auto Over","Dieppe",1,2013
"Theft From Auto Under","Dieppe",7,2013
"Theft of Motor Vehicle VA, VT","Dieppe",3,2013
"Theft of Other Vehicle VM, VO","Dieppe",0,2013
"Violation Causing Death","Dieppe",0,2013
"Violence/Threat","Dieppe",45,2013
"Total","Dieppe",209,2013
"Arson","Eastview",5,2013
"Assault","Eastview",34,2013
"Attempt Murder","Eastview",0,2013
"B&E (Business)","Eastview",31,2013
"B&E (Garage)","Eastview",24,2013
"B&E (Other)","Eastview",22,2013
"B&E (Residence)","Eastview",22,2013
"B&E Motor Vehicle Firearms","Eastview",0,2013
"Controlled Drugs","Eastview",14,2013
"Crimes Against Property(2150-2166)","Eastview",16,2013
"Dangerous Operation","Eastview",9,2013
"Deprivation of Freedom","Eastview",8,2013
"Gaming&Betting","Eastview",84,2013
"HWY Traffic Violation","Eastview",24,2013
"Impaired Operation","Eastview",64,2013
"Mischief","Eastview",1,2013
"Municipal ByLaws","Eastview",8,2013
"Offensive Weapons","Eastview",11,2013
"Other Crminal Code Traffic","Eastview",7,2013
"Other Federal Statute Violations","Eastview",8,2013
"Other Theft Over","Eastview",35,2013
"Other Theft Under","Eastview",44,2013
"OtherCriminalCode (A)","Eastview",3,2013
"OtherCriminalCode (B)","Eastview",3,2013
"Prostitution","Eastview",28,2013
"Provincial Statutes","Eastview",3,2013
"Sexual Assault","Eastview",0,2013
"Shoplift Over","Eastview",15,2013
"Shoplift Under","Eastview",189,2013
"Special Inq(8510-8640)","Eastview",257,2013
"Special Inq(8660-8814)","Eastview",0,2013
"Theft From Auto Over","Eastview",3,2013
"Theft From Auto Under","Eastview",38,2013
"Theft of Motor Vehicle VA, VT","Eastview",34,2013
"Theft of Other Vehicle VM, VO","Eastview",2,2013
"Violation Causing Death","Eastview",2,2013
"Violence/Threat","Eastview",241,2013
"Total","Eastview",831,2013
"Arson","Gardiner Park",5,2013
"Assault","Gardiner Park",15,2013
"Attempt Murder","Gardiner Park",1,2013
"B&E (Business)","Gardiner Park",11,2013
"B&E (Garage)","Gardiner Park",4,2013
"B&E (Other)","Gardiner Park",3,2013
"B&E (Residence)","Gardiner Park",32,2013
"B&E Motor Vehicle Firearms","Gardiner Park",0,2013
"Controlled Drugs","Gardiner Park",19,2013
"Crimes Against Property(2150-2166)","Gardiner Park",36,2013
"Dangerous Operation","Gardiner Park",3,2013
"Deprivation of Freedom","Gardiner Park",19,2013
"Gaming&Betting","Gardiner Park",301,2013
"HWY Traffic Violation","Gardiner Park",26,2013
"Impaired Operation","Gardiner Park",65,2013
"Mischief","Gardiner Park",4,2013
"Municipal ByLaws","Gardiner Park",7,2013
"Offensive Weapons","Gardiner Park",5,2013
"Other Crminal Code Traffic","Gardiner Park",6,2013
"Other Federal Statute Violations","Gardiner Park",9,2013
"Other Theft Over","Gardiner Park",88,2013
"Other Theft Under","Gardiner Park",36,2013
"OtherCriminalCode (A)","Gardiner Park",5,2013
"OtherCriminalCode (B)","Gardiner Park",2,2013
"Prostitution","Gardiner Park",59,2013
"Provincial Statutes","Gardiner Park",3,2013
"Sexual Assault","Gardiner Park",22,2013
"Shoplift Over","Gardiner Park",230,2013
"Shoplift Under","Gardiner Park",222,2013
"Special Inq(8510-8640)","Gardiner Park",262,2013
"Special Inq(8660-8814)","Gardiner Park",1,2013
"Theft From Auto Over","Gardiner Park",14,2013
"Theft From Auto Under","Gardiner Park",74,2013
"Theft of Motor Vehicle VA, VT","Gardiner Park",33,2013
"Theft of Other Vehicle VM, VO","Gardiner Park",1,2013
"Violation Causing Death","Gardiner Park",3,2013
"Violence/Threat","Gardiner Park",342,2013
"Total","Gardiner Park",1294,2013
"Arson","Gladmer Park",1,2013
"Assault","Gladmer Park",15,2013
"Attempt Murder","Gladmer Park",0,2013
"B&E (Business)","Gladmer Park",0,2013
"B&E (Garage)","Gladmer Park",2,2013
"B&E (Other)","Gladmer Park",3,2013
"B&E (Residence)","Gladmer Park",4,2013
"B&E Motor Vehicle Firearms","Gladmer Park",1,2013
"Controlled Drugs","Gladmer Park",5,2013
"Crimes Against Property(2150-2166)","Gladmer Park",3,2013
"Dangerous Operation","Gladmer Park",1,2013
"Deprivation of Freedom","Gladmer Park",5,2013
"Gaming&Betting","Gladmer Park",38,2013
"HWY Traffic Violation","Gladmer Park",4,2013
"Impaired Operation","Gladmer Park",19,2013
"Mischief","Gladmer Park",2,2013
"Municipal ByLaws","Gladmer Park",1,2013
"Offensive Weapons","Gladmer Park",2,2013
"Other Crminal Code Traffic","Gladmer Park",7,2013
"Other Federal Statute Violations","Gladmer Park",4,2013
"Other Theft Over","Gladmer Park",22,2013
"Other Theft Under","Gladmer Park",17,2013
"OtherCriminalCode (A)","Gladmer Park",3,2013
"OtherCriminalCode (B)","Gladmer Park",7,2013
"Prostitution","Gladmer Park",44,2013
"Provincial Statutes","Gladmer Park",1,2013
"Sexual Assault","Gladmer Park",0,2013
"Shoplift Over","Gladmer Park",34,2013
"Shoplift Under","Gladmer Park",102,2013
"Special Inq(8510-8640)","Gladmer Park",54,2013
"Special Inq(8660-8814)","Gladmer Park",0,2013
"Theft From Auto Over","Gladmer Park",3,2013
"Theft From Auto Under","Gladmer Park",7,2013
"Theft of Motor Vehicle VA, VT","Gladmer Park",4,2013
"Theft of Other Vehicle VM, VO","Gladmer Park",0,2013
"Violation Causing Death","Gladmer Park",0,2013
"Violence/Threat","Gladmer Park",90,2013
"Total","Gladmer Park",329,2013
"Arson","Hillsdale",4,2013
"Assault","Hillsdale",31,2013
"Attempt Murder","Hillsdale",0,2013
"B&E (Business)","Hillsdale",1,2013
"B&E (Garage)","Hillsdale",8,2013
"B&E (Other)","Hillsdale",2,2013
"B&E (Residence)","Hillsdale",11,2013
"B&E Motor Vehicle Firearms","Hillsdale",1,2013
"Controlled Drugs","Hillsdale",19,2013
"Crimes Against Property(2150-2166)","Hillsdale",24,2013
"Dangerous Operation","Hillsdale",2,2013
"Deprivation of Freedom","Hillsdale",15,2013
"Gaming&Betting","Hillsdale",111,2013
"HWY Traffic Violation","Hillsdale",8,2013
"Impaired Operation","Hillsdale",72,2013
"Mischief","Hillsdale",3,2013
"Municipal ByLaws","Hillsdale",6,2013
"Offensive Weapons","Hillsdale",4,2013
"Other Crminal Code Traffic","Hillsdale",12,2013
"Other Federal Statute Violations","Hillsdale",3,2013
"Other Theft Over","Hillsdale",60,2013
"Other Theft Under","Hillsdale",34,2013
"OtherCriminalCode (A)","Hillsdale",7,2013
"OtherCriminalCode (B)","Hillsdale",5,2013
"Prostitution","Hillsdale",43,2013
"Provincial Statutes","Hillsdale",0,2013
"Sexual Assault","Hillsdale",2,2013
"Shoplift Over","Hillsdale",30,2013
"Shoplift Under","Hillsdale",259,2013
"Special Inq(8510-8640)","Hillsdale",157,2013
"Special Inq(8660-8814)","Hillsdale",0,2013
"Theft From Auto Over","Hillsdale",15,2013
"Theft From Auto Under","Hillsdale",35,2013
"Theft of Motor Vehicle VA, VT","Hillsdale",10,2013
"Theft of Other Vehicle VM, VO","Hillsdale",0,2013
"Violation Causing Death","Hillsdale",3,2013
"Violence/Threat","Hillsdale",244,2013
"Total","Hillsdale",769,2013
"Arson","Lakeview",4,2013
"Assault","Lakeview",20,2013
"Attempt Murder","Lakeview",0,2013
"B&E (Business)","Lakeview",2,2013
"B&E (Garage)","Lakeview",51,2013
"B&E (Other)","Lakeview",2,2013
"B&E (Residence)","Lakeview",42,2013
"B&E Motor Vehicle Firearms","Lakeview",1,2013
"Controlled Drugs","Lakeview",15,2013
"Crimes Against Property(2150-2166)","Lakeview",31,2013
"Dangerous Operation","Lakeview",9,2013
"Deprivation of Freedom","Lakeview",7,2013
"Gaming&Betting","Lakeview",105,2013
"HWY Traffic Violation","Lakeview",19,2013
"Impaired Operation","Lakeview",67,2013
"Mischief","Lakeview",5,2013
"Municipal ByLaws","Lakeview",2,2013
"Offensive Weapons","Lakeview",5,2013
"Other Crminal Code Traffic","Lakeview",6,2013
"Other Federal Statute Violations","Lakeview",7,2013
"Other Theft Over","Lakeview",43,2013
"Other Theft Under","Lakeview",28,2013
"OtherCriminalCode (A)","Lakeview",5,2013
"OtherCriminalCode (B)","Lakeview",2,2013
"Prostitution","Lakeview",55,2013
"Provincial Statutes","Lakeview",0,2013
"Sexual Assault","Lakeview",0,2013
"Shoplift Over","Lakeview",8,2013
"Shoplift Under","Lakeview",208,2013
"Special Inq(8510-8640)","Lakeview",245,2013
"Special Inq(8660-8814)","Lakeview",0,2013
"Theft From Auto Over","Lakeview",6,2013
"Theft From Auto Under","Lakeview",86,2013
"Theft of Motor Vehicle VA, VT","Lakeview",15,2013
"Theft of Other Vehicle VM, VO","Lakeview",1,2013
"Violation Causing Death","Lakeview",0,2013
"Violence/Threat","Lakeview",231,2013
"Total","Lakeview",891,2013
"Arson","Market Square",6,2013
"Assault","Market Square",41,2013
"Attempt Murder","Market Square",0,2013
"B&E (Business)","Market Square",4,2013
"B&E (Garage)","Market Square",0,2013
"B&E (Other)","Market Square",7,2013
"B&E (Residence)","Market Square",0,2013
"B&E Motor Vehicle Firearms","Market Square",3,2013
"Controlled Drugs","Market Square",40,2013
"Crimes Against Property(2150-2166)","Market Square",37,2013
"Dangerous Operation","Market Square",3,2013
"Deprivation of Freedom","Market Square",14,2013
"Gaming&Betting","Market Square",181,2013
"HWY Traffic Violation","Market Square",41,2013
"Impaired Operation","Market Square",101,2013
"Mischief","Market Square",5,2013
"Municipal ByLaws","Market Square",9,2013
"Offensive Weapons","Market Square",8,2013
"Other Crminal Code Traffic","Market Square",21,2013
"Other Federal Statute Violations","Market Square",10,2013
"Other Theft Over","Market Square",292,2013
"Other Theft Under","Market Square",2976,2013
"OtherCriminalCode (A)","Market Square",39,2013
"OtherCriminalCode (B)","Market Square",152,2013
"Prostitution","Market Square",1629,2013
"Provincial Statutes","Market Square",0,2013
"Sexual Assault","Market Square",10,2013
"Shoplift Over","Market Square",137,2013
"Shoplift Under","Market Square",379,2013
"Special Inq(8510-8640)","Market Square",367,2013
"Special Inq(8660-8814)","Market Square",0,2013
"Theft From Auto Over","Market Square",10,2013
"Theft From Auto Under","Market Square",79,2013
"Theft of Motor Vehicle VA, VT","Market Square",6,2013
"Theft of Other Vehicle VM, VO","Market Square",0,2013
"Violation Causing Death","Market Square",7,2013
"Violence/Threat","Market Square",1419,2013
"Total","Market Square",5245,2013
"Arson","McNab",0,2013
"Assault","McNab",14,2013
"Attempt Murder","McNab",0,2013
"B&E (Business)","McNab",1,2013
"B&E (Garage)","McNab",2,2013
"B&E (Other)","McNab",1,2013
"B&E (Residence)","McNab",3,2013
"B&E Motor Vehicle Firearms","McNab",0,2013
"Controlled Drugs","McNab",13,2013
"Crimes Against Property(2150-2166)","McNab",7,2013
"Dangerous Operation","McNab",2,2013
"Deprivation of Freedom","McNab",3,2013
"Gaming&Betting","McNab",28,2013
"HWY Traffic Violation","McNab",11,2013
"Impaired Operation","McNab",21,2013
"Mischief","McNab",3,2013
"Municipal ByLaws","McNab",6,2013
"Offensive Weapons","McNab",4,2013
"Other Crminal Code Traffic","McNab",3,2013
"Other Federal Statute Violations","McNab",1,2013
"Other Theft Over","McNab",6,2013
"Other Theft Under","McNab",19,2013
"OtherCriminalCode (A)","McNab",4,2013
"OtherCriminalCode (B)","McNab",1,2013
"Prostitution","McNab",6,2013
"Provincial Statutes","McNab",1,2013
