"crime","neighbourhood","incidents","year"
"Total","Hillsdale",758,2009
"Arson","Lakeview",3,2009
"Assault","Lakeview",25,2009
"Attempted Murder","Lakeview",0,2009
"B&E (Business)","Lakeview",6,2009
"B&E (Garage)","Lakeview",33,2009
"B&E (Other)","Lakeview",13,2009
"B&E (Residence)","Lakeview",27,2009
"Counterfeit","Lakeview",0,2009
"Criminal Negligence Causing Death","Lakeview",0,2009
"Dangerous Operation of a Motor Vehicle","Lakeview",4,2009
"Deprivation of Freedom","Lakeview",0,2009
"Driving Suspensions","Lakeview",32,2009
"Drugs&Controlled Substances","Lakeview",13,2009
"Drugs/Substances","Lakeview",6,2009
"Escape Lawful Custody","Lakeview",0,2009
"Federal Statutes","Lakeview",6,2009
"Firearms offense","Lakeview",0,2009
"Fraud","Lakeview",10,2009
"Impaired Driving","Lakeview",19,2009
"Indecent Acts","Lakeview",1,2009
"Manslaughter","Lakeview",0,2009
"Mischief","Lakeview",89,2009
"Motor Vehicle Accidents","Lakeview",58,2009
"Municipal Bylaws","Lakeview",9,2009
"Murder 1st Degree","Lakeview",0,2009
"Murder 2nd Degree","Lakeview",0,2009
"Offensive Weapons","Lakeview",6,2009
"Other Criminal Acts","Lakeview",5,2009
"Other Criminal Code Driving Violations","Lakeview",0,2009
"Other Sexual Crime","Lakeview",0,2009
"Property Damage","Lakeview",0,2009
"Prostitution","Lakeview",0,2009
"Provincial Statute Driving Violations","Lakeview",86,2009
"Provincial Statutes","Lakeview",49,2009
"Robbery","Lakeview",3,2009
"Robbery-Commercial","Lakeview",2,2009
"Robbery-Person","Lakeview",3,2009
"Robbery-Taxi","Lakeview",0,2009
"Seized Vehicles","Lakeview",111,2009
"Sexual Assault","Lakeview",2,2009
"Theft From Auto Over $5K","Lakeview",0,2009
"Theft From Auto Under $5K","Lakeview",115,2009
"Theft of Auto","Lakeview",54,2009
"Theft Over $5K","Lakeview",1,2009
"Theft Under $5K","Lakeview",50,2009
"Threatening","Lakeview",4,2009
"Traffic Tickets","Lakeview",2,2009
"Trafficking and possession stolen goods","Lakeview",8,2009
"Violence/Threats","Lakeview",14,2009
"Total","Lakeview",869,2009
"Arson","Market Square",2,2009
"Assault","Market Square",64,2009
"Attempted Murder","Market Square",0,2009
"B&E (Business)","Market Square",9,2009
"B&E (Garage)","Market Square",0,2009
"B&E (Other)","Market Square",7,2009
"B&E (Residence)","Market Square",1,2009
"Counterfeit","Market Square",17,2009
"Criminal Negligence Causing Death","Market Square",0,2009
"Dangerous Operation of a Motor Vehicle","Market Square",4,2009
"Deprivation of Freedom","Market Square",2,2009
"Driving Suspensions","Market Square",64,2009
"Drugs&Controlled Substances","Market Square",30,2009
"Drugs/Substances","Market Square",0,2009
"Escape Lawful Custody","Market Square",1,2009
"Federal Statutes","Market Square",30,2009
"Firearms offense","Market Square",0,2009
"Fraud","Market Square",43,2009
"Impaired Driving","Market Square",34,2009
"Indecent Acts","Market Square",2,2009
"Manslaughter","Market Square",0,2009
"Mischief","Market Square",103,2009
"Motor Vehicle Accidents","Market Square",96,2009
"Municipal Bylaws","Market Square",20,2009
"Murder 1st Degree","Market Square",0,2009
"Murder 2nd Degree","Market Square",0,2009
"Offensive Weapons","Market Square",7,2009
"Other Criminal Acts","Market Square",101,2009
"Other Criminal Code Driving Violations","Market Square",3,2009
"Other Sexual Crime","Market Square",0,2009
"Property Damage","Market Square",1,2009
"Prostitution","Market Square",0,2009
"Provincial Statute Driving Violations","Market Square",158,2009
"Provincial Statutes","Market Square",387,2009
"Robbery","Market Square",5,2009
"Robbery-Commercial","Market Square",1,2009
"Robbery-Person","Market Square",32,2009
"Robbery-Taxi","Market Square",0,2009
"Seized Vehicles","Market Square",193,2009
"Sexual Assault","Market Square",4,2009
"Theft From Auto Over $5K","Market Square",0,2009
"Theft From Auto Under $5K","Market Square",55,2009
"Theft of Auto","Market Square",14,2009
"Theft Over $5K","Market Square",3,2009
"Theft Under $5K","Market Square",272,2009
"Threatening","Market Square",3,2009
"Traffic Tickets","Market Square",8,2009
"Trafficking and possession stolen goods","Market Square",28,2009
"Violence/Threats","Market Square",18,2009
"Total","Market Square",1822,2009
"Arson","McNab",0,2009
"Assault","McNab",7,2009
"Attempted Murder","McNab",0,2009
"B&E (Business)","McNab",1,2009
"B&E (Garage)","McNab",3,2009
"B&E (Other)","McNab",0,2009
"B&E (Residence)","McNab",9,2009
"Counterfeit","McNab",0,2009
"Criminal Negligence Causing Death","McNab",0,2009
"Dangerous Operation of a Motor Vehicle","McNab",2,2009
"Deprivation of Freedom","McNab",0,2009
"Driving Suspensions","McNab",18,2009
"Drugs&Controlled Substances","McNab",0,2009
"Drugs/Substances","McNab",3,2009
"Escape Lawful Custody","McNab",0,2009
"Federal Statutes","McNab",5,2009
"Firearms offense","McNab",0,2009
"Fraud","McNab",2,2009
"Impaired Driving","McNab",6,2009
"Indecent Acts","McNab",0,2009
"Manslaughter","McNab",0,2009
"Mischief","McNab",18,2009
"Motor Vehicle Accidents","McNab",19,2009
"Municipal Bylaws","McNab",2,2009
"Murder 1st Degree","McNab",0,2009
"Murder 2nd Degree","McNab",0,2009
"Offensive Weapons","McNab",1,2009
"Other Criminal Acts","McNab",2,2009
"Other Criminal Code Driving Violations","McNab",0,2009
"Other Sexual Crime","McNab",0,2009
"Property Damage","McNab",1,2009
"Prostitution","McNab",0,2009
"Provincial Statute Driving Violations","McNab",13,2009
"Provincial Statutes","McNab",11,2009
"Robbery","McNab",0,2009
"Robbery-Commercial","McNab",0,2009
"Robbery-Person","McNab",0,2009
"Robbery-Taxi","McNab",0,2009
"Seized Vehicles","McNab",34,2009
"Sexual Assault","McNab",0,2009
"Theft From Auto Over $5K","McNab",0,2009
"Theft From Auto Under $5K","McNab",10,2009
"Theft of Auto","McNab",9,2009
"Theft Over $5K","McNab",0,2009
"Theft Under $5K","McNab",12,2009
"Threatening","McNab",1,2009
"Traffic Tickets","McNab",1,2009
"Trafficking and possession stolen goods","McNab",4,2009
"Violence/Threats","McNab",4,2009
"Total","McNab",198,2009
"Arson","Mount Royal",2,2009
"Assault","Mount Royal",29,2009
"Attempted Murder","Mount Royal",0,2009
"B&E (Business)","Mount Royal",0,2009
"B&E (Garage)","Mount Royal",7,2009
"B&E (Other)","Mount Royal",1,2009
"B&E (Residence)","Mount Royal",8,2009
"Counterfeit","Mount Royal",0,2009
"Criminal Negligence Causing Death","Mount Royal",0,2009
"Dangerous Operation of a Motor Vehicle","Mount Royal",3,2009
"Deprivation of Freedom","Mount Royal",0,2009
"Driving Suspensions","Mount Royal",4,2009
"Drugs&Controlled Substances","Mount Royal",10,2009
"Drugs/Substances","Mount Royal",0,2009
"Escape Lawful Custody","Mount Royal",3,2009
"Federal Statutes","Mount Royal",5,2009
"Firearms offense","Mount Royal",0,2009
"Fraud","Mount Royal",0,2009
"Impaired Driving","Mount Royal",0,2009
"Indecent Acts","Mount Royal",0,2009
"Manslaughter","Mount Royal",0,2009
"Mischief","Mount Royal",40,2009
"Motor Vehicle Accidents","Mount Royal",8,2009
"Municipal Bylaws","Mount Royal",4,2009
"Murder 1st Degree","Mount Royal",0,2009
"Murder 2nd Degree","Mount Royal",0,2009
"Offensive Weapons","Mount Royal",0,2009
"Other Criminal Acts","Mount Royal",3,2009
"Other Criminal Code Driving Violations","Mount Royal",0,2009
"Other Sexual Crime","Mount Royal",0,2009
"Property Damage","Mount Royal",0,2009
"Prostitution","Mount Royal",0,2009
"Provincial Statute Driving Violations","Mount Royal",8,2009
"Provincial Statutes","Mount Royal",13,2009
"Robbery","Mount Royal",1,2009
"Robbery-Commercial","Mount Royal",0,2009
"Robbery-Person","Mount Royal",2,2009
"Robbery-Taxi","Mount Royal",0,2009
"Seized Vehicles","Mount Royal",30,2009
"Sexual Assault","Mount Royal",0,2009
"Theft From Auto Over $5K","Mount Royal",0,2009
"Theft From Auto Under $5K","Mount Royal",25,2009
"Theft of Auto","Mount Royal",14,2009
"Theft Over $5K","Mount Royal",1,2009
"Theft Under $5K","Mount Royal",11,2009
"Threatening","Mount Royal",0,2009
"Traffic Tickets","Mount Royal",1,2009
"Trafficking and possession stolen goods","Mount Royal",6,2009
"Violence/Threats","Mount Royal",8,2009
"Total","Mount Royal",247,2009
"Arson","North East",6,2009
"Assault","North East",107,2009
"Attempted Murder","North East",1,2009
"B&E (Business)","North East",29,2009
"B&E (Garage)","North East",42,2009
"B&E (Other)","North East",12,2009
"B&E (Residence)","North East",37,2009
"Counterfeit","North East",9,2009
"Criminal Negligence Causing Death","North East",0,2009
"Dangerous Operation of a Motor Vehicle","North East",4,2009
"Deprivation of Freedom","North East",3,2009
"Driving Suspensions","North East",57,2009
"Drugs&Controlled Substances","North East",19,2009
"Drugs/Substances","North East",1,2009
"Escape Lawful Custody","North East",1,2009
"Federal Statutes","North East",18,2009
"Firearms offense","North East",3,2009
"Fraud","North East",53,2009
"Impaired Driving","North East",25,2009
"Indecent Acts","North East",2,2009
"Manslaughter","North East",0,2009
"Mischief","North East",142,2009
"Motor Vehicle Accidents","North East",107,2009
"Municipal Bylaws","North East",18,2009
"Murder 1st Degree","North East",0,2009
"Murder 2nd Degree","North East",0,2009
"Offensive Weapons","North East",12,2009
"Other Criminal Acts","North East",16,2009
"Other Criminal Code Driving Violations","North East",5,2009
"Other Sexual Crime","North East",0,2009
"Property Damage","North East",0,2009
"Prostitution","North East",0,2009
"Provincial Statute Driving Violations","North East",166,2009
"Provincial Statutes","North East",101,2009
"Robbery","North East",6,2009
"Robbery-Commercial","North East",4,2009
"Robbery-Person","North East",6,2009
"Robbery-Taxi","North East",0,2009
"Seized Vehicles","North East",161,2009
"Sexual Assault","North East",2,2009
"Theft From Auto Over $5K","North East",2,2009
"Theft From Auto Under $5K","North East",147,2009
"Theft of Auto","North East",79,2009
"Theft Over $5K","North East",2,2009
"Theft Under $5K","North East",293,2009
"Threatening","North East",4,2009
"Traffic Tickets","North East",7,2009
"Trafficking and possession stolen goods","North East",15,2009
"Violence/Threats","North East",30,2009
"Total","North East",1754,2009
"Arson","Prairie View",5,2009
"Assault","Prairie View",21,2009
"Attempted Murder","Prairie View",0,2009
"B&E (Business)","Prairie View",1,2009
"B&E (Garage)","Prairie View",8,2009
"B&E (Other)","Prairie View",1,2009
"B&E (Residence)","Prairie View",18,2009
"Counterfeit","Prairie View",0,2009
"Criminal Negligence Causing Death","Prairie View",0,2009
"Dangerous Operation of a Motor Vehicle","Prairie View",7,2009
"Deprivation of Freedom","Prairie View",2,2009
"Driving Suspensions","Prairie View",10,2009
"Drugs&Controlled Substances","Prairie View",5,2009
"Drugs/Substances","Prairie View",1,2009
"Escape Lawful Custody","Prairie View",0,2009
"Federal Statutes","Prairie View",3,2009
"Firearms offense","Prairie View",0,2009
"Fraud","Prairie View",6,2009
"Impaired Driving","Prairie View",9,2009
"Indecent Acts","Prairie View",0,2009
"Manslaughter","Prairie View",0,2009
"Mischief","Prairie View",64,2009
"Motor Vehicle Accidents","Prairie View",11,2009
"Municipal Bylaws","Prairie View",2,2009
"Murder 1st Degree","Prairie View",0,2009
"Murder 2nd Degree","Prairie View",0,2009
"Offensive Weapons","Prairie View",1,2009
"Other Criminal Acts","Prairie View",3,2009
"Other Criminal Code Driving Violations","Prairie View",0,2009
"Other Sexual Crime","Prairie View",0,2009
"Property Damage","Prairie View",0,2009
"Prostitution","Prairie View",0,2009
"Provincial Statute Driving Violations","Prairie View",20,2009
"Provincial Statutes","Prairie View",9,2009
"Robbery","Prairie View",0,2009
"Robbery-Commercial","Prairie View",0,2009
"Robbery-Person","Prairie View",0,2009
"Robbery-Taxi","Prairie View",0,2009
"Seized Vehicles","Prairie View",25,2009
"Sexual Assault","Prairie View",1,2009
"Theft From Auto Over $5K","Prairie View",1,2009
"Theft From Auto Under $5K","Prairie View",53,2009
"Theft of Auto","Prairie View",47,2009
"Theft Over $5K","Prairie View",1,2009
"Theft Under $5K","Prairie View",24,2009
"Threatening","Prairie View",0,2009
"Traffic Tickets","Prairie View",0,2009
"Trafficking and possession stolen goods","Prairie View",9,2009
"Violence/Threats","Prairie View",5,2009
"Total","Prairie View",373,2009
"Arson","Regent Park",0,2009
"Assault","Regent Park",27,2009
"Attempted Murder","Regent Park",0,2009
"B&E (Business)","Regent Park",1,2009
"B&E (Garage)","Regent Park",8,2009
"B&E (Other)","Regent Park",1,2009
"B&E (Residence)","Regent Park",13,2009
"Counterfeit","Regent Park",0,2009
"Criminal Negligence Causing Death","Regent Park",0,2009
"Dangerous Operation of a Motor Vehicle","Regent Park",3,2009
"Deprivation of Freedom","Regent Park",1,2009
"Driving Suspensions","Regent Park",20,2009
"Drugs&Controlled Substances","Regent Park",3,2009
"Drugs/Substances","Regent Park",1,2009
"Escape Lawful Custody","Regent Park",0,2009
"Federal Statutes","Regent Park",3,2009
"Firearms offense","Regent Park",3,2009
"Fraud","Regent Park",4,2009
"Impaired Driving","Regent Park",15,2009
"Indecent Acts","Regent Park",0,2009
"Manslaughter","Regent Park",0,2009
"Mischief","Regent Park",67,2009
"Motor Vehicle Accidents","Regent Park",27,2009
"Municipal Bylaws","Regent Park",8,2009
"Murder 1st Degree","Regent Park",0,2009
"Murder 2nd Degree","Regent Park",0,2009
"Offensive Weapons","Regent Park",9,2009
"Other Criminal Acts","Regent Park",6,2009
"Other Criminal Code Driving Violations","Regent Park",0,2009
"Other Sexual Crime","Regent Park",0,2009
"Property Damage","Regent Park",0,2009
"Prostitution","Regent Park",0,2009
"Provincial Statute Driving Violations","Regent Park",35,2009
"Provincial Statutes","Regent Park",14,2009
"Robbery","Regent Park",1,2009
"Robbery-Commercial","Regent Park",0,2009
"Robbery-Person","Regent Park",1,2009
"Robbery-Taxi","Regent Park",0,2009
"Seized Vehicles","Regent Park",56,2009
"Sexual Assault","Regent Park",2,2009
"Theft From Auto Over $5K","Regent Park",0,2009
"Theft From Auto Under $5K","Regent Park",24,2009
"Theft of Auto","Regent Park",10,2009
"Theft Over $5K","Regent Park",1,2009
"Theft Under $5K","Regent Park",17,2009
"Threatening","Regent Park",1,2009
"Traffic Tickets","Regent Park",2,2009
"Trafficking and possession stolen goods","Regent Park",7,2009
"Violence/Threats","Regent Park",7,2009
"Total","Regent Park",398,2009
"Arson","Rosemont",4,2009
"Assault","Rosemont",51,2009
"Attempted Murder","Rosemont",0,2009
"B&E (Business)","Rosemont",4,2009
"B&E (Garage)","Rosemont",21,2009
"B&E (Other)","Rosemont",4,2009
"B&E (Residence)","Rosemont",25,2009
"Counterfeit","Rosemont",1,2009
"Criminal Negligence Causing Death","Rosemont",0,2009
"Dangerous Operation of a Motor Vehicle","Rosemont",4,2009
"Deprivation of Freedom","Rosemont",2,2009
"Driving Suspensions","Rosemont",22,2009
"Drugs&Controlled Substances","Rosemont",6,2009
"Drugs/Substances","Rosemont",4,2009
"Escape Lawful Custody","Rosemont",0,2009
"Federal Statutes","Rosemont",4,2009
"Firearms offense","Rosemont",1,2009
"Fraud","Rosemont",3,2009
"Impaired Driving","Rosemont",12,2009
"Indecent Acts","Rosemont",5,2009
"Manslaughter","Rosemont",0,2009
"Mischief","Rosemont",83,2009
"Motor Vehicle Accidents","Rosemont",34,2009
"Municipal Bylaws","Rosemont",12,2009
"Murder 1st Degree","Rosemont",0,2009
"Murder 2nd Degree","Rosemont",0,2009
"Offensive Weapons","Rosemont",4,2009
"Other Criminal Acts","Rosemont",6,2009
"Other Criminal Code Driving Violations","Rosemont",0,2009
"Other Sexual Crime","Rosemont",2,2009
"Property Damage","Rosemont",0,2009
"Prostitution","Rosemont",0,2009
"Provincial Statute Driving Violations","Rosemont",46,2009
"Provincial Statutes","Rosemont",30,2009
"Robbery","Rosemont",2,2009
"Robbery-Commercial","Rosemont",1,2009
"Robbery-Person","Rosemont",7,2009
"Robbery-Taxi","Rosemont",0,2009
"Seized Vehicles","Rosemont",76,2009
"Sexual Assault","Rosemont",3,2009
"Theft From Auto Over $5K","Rosemont",0,2009
"Theft From Auto Under $5K","Rosemont",91,2009
"Theft of Auto","Rosemont",54,2009
"Theft Over $5K","Rosemont",1,2009
"Theft Under $5K","Rosemont",67,2009
"Threatening","Rosemont",1,2009
"Traffic Tickets","Rosemont",2,2009
"Trafficking and possession stolen goods","Rosemont",6,2009
"Violence/Threats","Rosemont",16,2009
"Total","Rosemont",717,2009
"Arson","Ross Industrial",0,2009
"Assault","Ross Industrial",12,2009
"Attempted Murder","Ross Industrial",0,2009
"B&E (Business)","Ross Industrial",41,2009
"B&E (Garage)","Ross Industrial",2,2009
"B&E (Other)","Ross Industrial",24,2009
"B&E (Residence)","Ross Industrial",2,2009
"Counterfeit","Ross Industrial",0,2009
"Criminal Negligence Causing Death","Ross Industrial",0,2009
"Dangerous Operation of a Motor Vehicle","Ross Industrial",9,2009
"Deprivation of Freedom","Ross Industrial",0,2009
"Driving Suspensions","Ross Industrial",59,2009
"Drugs&Controlled Substances","Ross Industrial",7,2009
"Drugs/Substances","Ross Industrial",0,2009
"Escape Lawful Custody","Ross Industrial",0,2009
"Federal Statutes","Ross Industrial",1,2009
"Firearms offense","Ross Industrial",0,2009
"Fraud","Ross Industrial",10,2009
"Impaired Driving","Ross Industrial",21,2009
"Indecent Acts","Ross Industrial",0,2009
"Manslaughter","Ross Industrial",0,2009
"Mischief","Ross Industrial",58,2009
"Motor Vehicle Accidents","Ross Industrial",64,2009
"Municipal Bylaws","Ross Industrial",2,2009
"Murder 1st Degree","Ross Industrial",0,2009
"Murder 2nd Degree","Ross Industrial",0,2009
"Offensive Weapons","Ross Industrial",1,2009
"Other Criminal Acts","Ross Industrial",4,2009
"Other Criminal Code Driving Violations","Ross Industrial",3,2009
"Other Sexual Crime","Ross Industrial",0,2009
"Property Damage","Ross Industrial",0,2009
"Prostitution","Ross Industrial",0,2009
"Provincial Statute Driving Violations","Ross Industrial",129,2009
"Provincial Statutes","Ross Industrial",19,2009
"Robbery","Ross Industrial",1,2009
"Robbery-Commercial","Ross Industrial",0,2009
"Robbery-Person","Ross Industrial",1,2009
"Robbery-Taxi","Ross Industrial",0,2009
"Seized Vehicles","Ross Industrial",142,2009
"Sexual Assault","Ross Industrial",1,2009
"Theft From Auto Over $5K","Ross Industrial",1,2009
"Theft From Auto Under $5K","Ross Industrial",66,2009
"Theft of Auto","Ross Industrial",39,2009
"Theft Over $5K","Ross Industrial",4,2009
"Theft Under $5K","Ross Industrial",27,2009
"Threatening","Ross Industrial",0,2009
"Traffic Tickets","Ross Industrial",4,2009
"Trafficking and possession stolen goods","Ross Industrial",9,2009
"Violence/Threats","Ross Industrial",5,2009
"Total","Ross Industrial",768,2009
"Arson","Rural",0,2009
"Assault","Rural",2,2009
"Attempted Murder","Rural",0,2009
"B&E (Business)","Rural",0,2009
"B&E (Garage)","Rural",0,2009
"B&E (Other)","Rural",2,2009
"B&E (Residence)","Rural",0,2009
"Counterfeit","Rural",0,2009
"Criminal Negligence Causing Death","Rural",0,2009
"Dangerous Operation of a Motor Vehicle","Rural",0,2009
"Deprivation of Freedom","Rural",0,2009
"Driving Suspensions","Rural",1,2009
"Drugs&Controlled Substances","Rural",0,2009
"Drugs/Substances","Rural",0,2009
"Escape Lawful Custody","Rural",0,2009
"Federal Statutes","Rural",0,2009
"Firearms offense","Rural",0,2009
"Fraud","Rural",1,2009
"Impaired Driving","Rural",0,2009
"Indecent Acts","Rural",0,2009
"Manslaughter","Rural",0,2009
"Mischief","Rural",0,2009
"Motor Vehicle Accidents","Rural",1,2009
"Municipal Bylaws","Rural",0,2009
"Murder 1st Degree","Rural",0,2009
"Murder 2nd Degree","Rural",0,2009
"Offensive Weapons","Rural",0,2009
"Other Criminal Acts","Rural",0,2009
"Other Criminal Code Driving Violations","Rural",1,2009
"Other Sexual Crime","Rural",0,2009
"Property Damage","Rural",0,2009
"Prostitution","Rural",0,2009
"Provincial Statute Driving Violations","Rural",4,2009
"Provincial Statutes","Rural",4,2009
"Robbery","Rural",0,2009
"Robbery-Commercial","Rural",0,2009
"Robbery-Person","Rural",1,2009
"Robbery-Taxi","Rural",0,2009
"Seized Vehicles","Rural",11,2009
"Sexual Assault","Rural",0,2009
"Theft From Auto Over $5K","Rural",0,2009
"Theft From Auto Under $5K","Rural",0,2009
"Theft of Auto","Rural",1,2009
"Theft Over $5K","Rural",0,2009
"Theft Under $5K","Rural",1,2009
"Threatening","Rural",0,2009
"Traffic Tickets","Rural",0,2009
"Trafficking and possession stolen goods","Rural",0,2009
"Violence/Threats","Rural",0,2009
"Total","Rural",30,2009
"Arson","Sherwood Estates",0,2009
"Assault","Sherwood Estates",26,2009
"Attempted Murder","Sherwood Estates",0,2009
"B&E (Business)","Sherwood Estates",0,2009
"B&E (Garage)","Sherwood Estates",14,2009
"B&E (Other)","Sherwood Estates",4,2009
"B&E (Residence)","Sherwood Estates",13,2009
"Counterfeit","Sherwood Estates",0,2009
"Criminal Negligence Causing Death","Sherwood Estates",0,2009
"Dangerous Operation of a Motor Vehicle","Sherwood Estates",0,2009
"Deprivation of Freedom","Sherwood Estates",1,2009
"Driving Suspensions","Sherwood Estates",20,2009
"Drugs&Controlled Substances","Sherwood Estates",4,2009
"Drugs/Substances","Sherwood Estates",0,2009
"Escape Lawful Custody","Sherwood Estates",0,2009
"Federal Statutes","Sherwood Estates",0,2009
"Firearms offense","Sherwood Estates",0,2009
"Fraud","Sherwood Estates",2,2009
"Impaired Driving","Sherwood Estates",12,2009
"Indecent Acts","Sherwood Estates",0,2009
"Manslaughter","Sherwood Estates",0,2009
"Mischief","Sherwood Estates",41,2009
"Motor Vehicle Accidents","Sherwood Estates",27,2009
"Municipal Bylaws","Sherwood Estates",7,2009
"Murder 1st Degree","Sherwood Estates",0,2009
"Murder 2nd Degree","Sherwood Estates",0,2009
"Offensive Weapons","Sherwood Estates",2,2009
"Other Criminal Acts","Sherwood Estates",2,2009
"Other Criminal Code Driving Violations","Sherwood Estates",1,2009
"Other Sexual Crime","Sherwood Estates",3,2009
"Property Damage","Sherwood Estates",0,2009
"Prostitution","Sherwood Estates",0,2009
"Provincial Statute Driving Violations","Sherwood Estates",36,2009
"Provincial Statutes","Sherwood Estates",14,2009
"Robbery","Sherwood Estates",1,2009
"Robbery-Commercial","Sherwood Estates",0,2009
"Robbery-Person","Sherwood Estates",3,2009
"Robbery-Taxi","Sherwood Estates",0,2009
"Seized Vehicles","Sherwood Estates",34,2009
"Sexual Assault","Sherwood Estates",4,2009
"Theft From Auto Over $5K","Sherwood Estates",0,2009
"Theft From Auto Under $5K","Sherwood Estates",39,2009
"Theft of Auto","Sherwood Estates",17,2009
"Theft Over $5K","Sherwood Estates",0,2009
"Theft Under $5K","Sherwood Estates",13,2009
"Threatening","Sherwood Estates",1,2009
"Traffic Tickets","Sherwood Estates",0,2009
"Trafficking and possession stolen goods","Sherwood Estates",8,2009
"Violence/Threats","Sherwood Estates",9,2009
"Total","Sherwood Estates",358,2009
"Arson","Twin Lakes",0,2009
"Assault","Twin Lakes",23,2009
"Attempted Murder","Twin Lakes",0,2009
"B&E (Business)","Twin Lakes",3,2009
"B&E (Garage)","Twin Lakes",0,2009
"B&E (Other)","Twin Lakes",11,2009
"B&E (Residence)","Twin Lakes",15,2009
"Counterfeit","Twin Lakes",0,2009
"Criminal Negligence Causing Death","Twin Lakes",0,2009
"Dangerous Operation of a Motor Vehicle","Twin Lakes",3,2009
"Deprivation of Freedom","Twin Lakes",1,2009
"Driving Suspensions","Twin Lakes",18,2009
"Drugs&Controlled Substances","Twin Lakes",12,2009
"Drugs/Substances","Twin Lakes",1,2009
"Escape Lawful Custody","Twin Lakes",0,2009
"Federal Statutes","Twin Lakes",4,2009
"Firearms offense","Twin Lakes",0,2009
"Fraud","Twin Lakes",15,2009
"Impaired Driving","Twin Lakes",3,2009
"Indecent Acts","Twin Lakes",0,2009
"Manslaughter","Twin Lakes",0,2009
"Mischief","Twin Lakes",61,2009
"Motor Vehicle Accidents","Twin Lakes",28,2009
"Municipal Bylaws","Twin Lakes",6,2009
"Murder 1st Degree","Twin Lakes",0,2009
"Murder 2nd Degree","Twin Lakes",0,2009
"Offensive Weapons","Twin Lakes",2,2009
"Other Criminal Acts","Twin Lakes",3,2009
"Other Criminal Code Driving Violations","Twin Lakes",0,2009
"Other Sexual Crime","Twin Lakes",0,2009
"Property Damage","Twin Lakes",0,2009
"Prostitution","Twin Lakes",0,2009
"Provincial Statute Driving Violations","Twin Lakes",38,2009
"Provincial Statutes","Twin Lakes",22,2009
"Robbery","Twin Lakes",2,2009
"Robbery-Commercial","Twin Lakes",0,2009
"Robbery-Person","Twin Lakes",5,2009
"Robbery-Taxi","Twin Lakes",0,2009
"Seized Vehicles","Twin Lakes",35,2009
"Sexual Assault","Twin Lakes",1,2009
"Theft From Auto Over $5K","Twin Lakes",0,2009
"Theft From Auto Under $5K","Twin Lakes",33,2009
"Theft of Auto","Twin Lakes",20,2009
"Theft Over $5K","Twin Lakes",0,2009
"Theft Under $5K","Twin Lakes",35,2009
"Threatening","Twin Lakes",0,2009
"Traffic Tickets","Twin Lakes",1,2009
"Trafficking and possession stolen goods","Twin Lakes",6,2009
"Violence/Threats","Twin Lakes",8,2009
"Total","Twin Lakes",415,2009
"Arson","University Park",2,2009
"Assault","University Park",9,2009
"Attempted Murder","University Park",0,2009
"B&E (Business)","University Park",2,2009
"B&E (Garage)","University Park",2,2009
"B&E (Other)","University Park",3,2009
"B&E (Residence)","University Park",18,2009
"Counterfeit","University Park",0,2009
"Criminal Negligence Causing Death","University Park",0,2009
"Dangerous Operation of a Motor Vehicle","University Park",1,2009
"Deprivation of Freedom","University Park",0,2009
"Driving Suspensions","University Park",15,2009
"Drugs&Controlled Substances","University Park",4,2009
"Drugs/Substances","University Park",2,2009
"Escape Lawful Custody","University Park",0,2009
"Federal Statutes","University Park",0,2009
"Firearms offense","University Park",0,2009
"Fraud","University Park",4,2009
"Impaired Driving","University Park",9,2009
"Indecent Acts","University Park",0,2009
"Manslaughter","University Park",0,2009
"Mischief","University Park",72,2009
"Motor Vehicle Accidents","University Park",16,2009
"Municipal Bylaws","University Park",6,2009
"Murder 1st Degree","University Park",0,2009
"Murder 2nd Degree","University Park",0,2009
"Offensive Weapons","University Park",0,2009
"Other Criminal Acts","University Park",1,2009
"Other Criminal Code Driving Violations","University Park",0,2009
"Other Sexual Crime","University Park",0,2009
"Property Damage","University Park",0,2009
"Prostitution","University Park",0,2009
"Provincial Statute Driving Violations","University Park",23,2009
"Provincial Statutes","University Park",7,2009
"Robbery","University Park",0,2009
"Robbery-Commercial","University Park",0,2009
"Robbery-Person","University Park",2,2009
"Robbery-Taxi","University Park",0,2009
"Seized Vehicles","University Park",23,2009
"Sexual Assault","University Park",2,2009
"Theft From Auto Over $5K","University Park",0,2009
"Theft From Auto Under $5K","University Park",89,2009
"Theft of Auto","University Park",31,2009
"Theft Over $5K","University Park",1,2009
"Theft Under $5K","University Park",17,2009
"Threatening","University Park",1,2009
"Traffic Tickets","University Park",0,2009
"Trafficking and possession stolen goods","University Park",3,2009
"Violence/Threats","University Park",5,2009
"Total","University Park",370,2009
"Arson","Unverified Address",0,2009
"Assault","Unverified Address",74,2009
"Attempted Murder","Unverified Address",0,2009
"B&E (Business)","Unverified Address",0,2009
"B&E (Garage)","Unverified Address",5,2009
"B&E (Other)","Unverified Address",3,2009
"B&E (Residence)","Unverified Address",8,2009
"Counterfeit","Unverified Address",10,2009
"Criminal Negligence Causing Death","Unverified Address",0,2009
"Dangerous Operation of a Motor Vehicle","Unverified Address",6,2009
"Deprivation of Freedom","Unverified Address",3,2009
"Driving Suspensions","Unverified Address",24,2009
"Drugs&Controlled Substances","Unverified Address",3,2009
"Drugs/Substances","Unverified Address",4,2009
"Escape Lawful Custody","Unverified Address",0,2009
