"crime","neighbourhood","incidents","year"
"Federal Statutes","Argyle Park",4,2011
"Firearms offense","Argyle Park",0,2011
"Fraud","Argyle Park",18,2011
"Impaired Driving","Argyle Park",13,2011
"Indecent Acts","Argyle Park",1,2011
"Manslaughter","Argyle Park",0,2011
"Mischief","Argyle Park",48,2011
"Motor Vehicle Accidents","Argyle Park",76,2011
"Municipal Bylaws","Argyle Park",1,2011
"Murder 1st Degree","Argyle Park",0,2011
"Murder 2nd Degree","Argyle Park",0,2011
"Offensive Weapons","Argyle Park",1,2011
"Other Criminal Acts","Argyle Park",3,2011
"Other Criminal Code Driving Violations","Argyle Park",1,2011
"Other Sexual Crime","Argyle Park",0,2011
"Property Damage","Argyle Park",0,2011
"Prostitution","Argyle Park",0,2011
"Provincial Statute Driving Violations","Argyle Park",96,2011
"Provincial Statutes","Argyle Park",14,2011
"Robbery","Argyle Park",1,2011
"Robbery-Commercial","Argyle Park",0,2011
"Robbery-Person","Argyle Park",1,2011
"Robbery-Taxi","Argyle Park",0,2011
"Seized Vehicles","Argyle Park",40,2011
"Sexual Assault","Argyle Park",0,2011
"Theft From Auto Over $5K","Argyle Park",1,2011
"Theft From Auto Under $5K","Argyle Park",37,2011
"Theft of Auto","Argyle Park",20,2011
"Theft Over $5K","Argyle Park",1,2011
"Theft Under $5K","Argyle Park",65,2011
"Threatening","Argyle Park",2,2011
"Traffic Tickets","Argyle Park",6,2011
"Trafficking and possession stolen goods","Argyle Park",4,2011
"Violence/Threats","Argyle Park",12,2011
"Total","Argyle Park",545,2011
"Arson","Boothill",2,2011
"Assault","Boothill",9,2011
"Attempted Murder","Boothill",0,2011
"B&E (Business)","Boothill",2,2011
"B&E (Garage)","Boothill",4,2011
"B&E (Other)","Boothill",1,2011
"B&E (Residence)","Boothill",0,2011
"Counterfeit","Boothill",0,2011
"Criminal Negligence Causing Death","Boothill",0,2011
"Dangerous Operation of a Motor Vehicle","Boothill",3,2011
"Deprivation of Freedom","Boothill",0,2011
"Driving Suspensions","Boothill",10,2011
"Drugs&Controlled Substances","Boothill",4,2011
"Drugs/Substances","Boothill",0,2011
"Escape Lawful Custody","Boothill",0,2011
"Federal Statutes","Boothill",0,2011
"Firearms offense","Boothill",0,2011
"Fraud","Boothill",0,2011
"Impaired Driving","Boothill",2,2011
"Indecent Acts","Boothill",0,2011
"Manslaughter","Boothill",0,2011
"Mischief","Boothill",21,2011
"Motor Vehicle Accidents","Boothill",30,2011
"Municipal Bylaws","Boothill",0,2011
"Murder 1st Degree","Boothill",0,2011
"Murder 2nd Degree","Boothill",0,2011
"Offensive Weapons","Boothill",0,2011
"Other Criminal Acts","Boothill",3,2011
"Other Criminal Code Driving Violations","Boothill",1,2011
"Other Sexual Crime","Boothill",0,2011
"Property Damage","Boothill",0,2011
"Prostitution","Boothill",0,2011
"Provincial Statute Driving Violations","Boothill",11,2011
"Provincial Statutes","Boothill",4,2011
"Robbery","Boothill",0,2011
"Robbery-Commercial","Boothill",1,2011
"Robbery-Person","Boothill",0,2011
"Robbery-Taxi","Boothill",0,2011
"Seized Vehicles","Boothill",28,2011
"Sexual Assault","Boothill",1,2011
"Theft From Auto Over $5K","Boothill",1,2011
"Theft From Auto Under $5K","Boothill",31,2011
"Theft of Auto","Boothill",15,2011
"Theft Over $5K","Boothill",0,2011
"Theft Under $5K","Boothill",12,2011
"Threatening","Boothill",0,2011
"Traffic Tickets","Boothill",5,2011
"Trafficking and possession stolen goods","Boothill",0,2011
"Violence/Threats","Boothill",3,2011
"Total","Boothill",204,2011
"Arson","Cathedral",3,2011
"Assault","Cathedral",59,2011
"Attempted Murder","Cathedral",0,2011
"B&E (Business)","Cathedral",4,2011
"B&E (Garage)","Cathedral",45,2011
"B&E (Other)","Cathedral",3,2011
"B&E (Residence)","Cathedral",53,2011
"Counterfeit","Cathedral",3,2011
"Criminal Negligence Causing Death","Cathedral",0,2011
"Dangerous Operation of a Motor Vehicle","Cathedral",8,2011
"Deprivation of Freedom","Cathedral",1,2011
"Driving Suspensions","Cathedral",67,2011
"Drugs&Controlled Substances","Cathedral",19,2011
"Drugs/Substances","Cathedral",7,2011
"Escape Lawful Custody","Cathedral",0,2011
"Federal Statutes","Cathedral",18,2011
"Firearms offense","Cathedral",0,2011
"Fraud","Cathedral",31,2011
"Impaired Driving","Cathedral",49,2011
"Indecent Acts","Cathedral",2,2011
"Manslaughter","Cathedral",0,2011
"Mischief","Cathedral",102,2011
"Motor Vehicle Accidents","Cathedral",209,2011
"Municipal Bylaws","Cathedral",5,2011
"Murder 1st Degree","Cathedral",0,2011
"Murder 2nd Degree","Cathedral",0,2011
"Offensive Weapons","Cathedral",5,2011
"Other Criminal Acts","Cathedral",14,2011
"Other Criminal Code Driving Violations","Cathedral",24,2011
"Other Sexual Crime","Cathedral",0,2011
"Property Damage","Cathedral",0,2011
"Prostitution","Cathedral",0,2011
"Provincial Statute Driving Violations","Cathedral",164,2011
"Provincial Statutes","Cathedral",101,2011
"Robbery","Cathedral",1,2011
"Robbery-Commercial","Cathedral",3,2011
"Robbery-Person","Cathedral",7,2011
"Robbery-Taxi","Cathedral",1,2011
"Seized Vehicles","Cathedral",183,2011
"Sexual Assault","Cathedral",5,2011
"Theft From Auto Over $5K","Cathedral",1,2011
"Theft From Auto Under $5K","Cathedral",143,2011
"Theft of Auto","Cathedral",44,2011
"Theft Over $5K","Cathedral",0,2011
"Theft Under $5K","Cathedral",96,2011
"Threatening","Cathedral",2,2011
"Traffic Tickets","Cathedral",23,2011
"Trafficking and possession stolen goods","Cathedral",13,2011
"Violence/Threats","Cathedral",17,2011
"Total","Cathedral",1535,2011
"Arson","Centre Square",2,2011
"Assault","Centre Square",27,2011
"Attempted Murder","Centre Square",0,2011
"B&E (Business)","Centre Square",7,2011
"B&E (Garage)","Centre Square",2,2011
"B&E (Other)","Centre Square",9,2011
"B&E (Residence)","Centre Square",20,2011
"Counterfeit","Centre Square",1,2011
"Criminal Negligence Causing Death","Centre Square",0,2011
"Dangerous Operation of a Motor Vehicle","Centre Square",4,2011
"Deprivation of Freedom","Centre Square",0,2011
"Driving Suspensions","Centre Square",23,2011
"Drugs&Controlled Substances","Centre Square",6,2011
"Drugs/Substances","Centre Square",0,2011
"Escape Lawful Custody","Centre Square",2,2011
"Federal Statutes","Centre Square",1,2011
"Firearms offense","Centre Square",0,2011
"Fraud","Centre Square",21,2011
"Impaired Driving","Centre Square",7,2011
"Indecent Acts","Centre Square",3,2011
"Manslaughter","Centre Square",0,2011
"Mischief","Centre Square",78,2011
"Motor Vehicle Accidents","Centre Square",76,2011
"Municipal Bylaws","Centre Square",1,2011
"Murder 1st Degree","Centre Square",0,2011
"Murder 2nd Degree","Centre Square",0,2011
"Offensive Weapons","Centre Square",3,2011
"Other Criminal Acts","Centre Square",7,2011
"Other Criminal Code Driving Violations","Centre Square",6,2011
"Other Sexual Crime","Centre Square",0,2011
"Property Damage","Centre Square",0,2011
"Prostitution","Centre Square",0,2011
"Provincial Statute Driving Violations","Centre Square",98,2011
"Provincial Statutes","Centre Square",61,2011
"Robbery","Centre Square",1,2011
"Robbery-Commercial","Centre Square",0,2011
"Robbery-Person","Centre Square",3,2011
"Robbery-Taxi","Centre Square",0,2011
"Seized Vehicles","Centre Square",54,2011
"Sexual Assault","Centre Square",1,2011
"Theft From Auto Over $5K","Centre Square",1,2011
"Theft From Auto Under $5K","Centre Square",62,2011
"Theft of Auto","Centre Square",21,2011
"Theft Over $5K","Centre Square",1,2011
"Theft Under $5K","Centre Square",40,2011
"Threatening","Centre Square",0,2011
"Traffic Tickets","Centre Square",6,2011
"Trafficking and possession stolen goods","Centre Square",6,2011
"Violence/Threats","Centre Square",12,2011
"Total","Centre Square",673,2011
"Arson","Core Group",4,2011
"Assault","Core Group",199,2011
"Attempted Murder","Core Group",0,2011
"B&E (Business)","Core Group",9,2011
"B&E (Garage)","Core Group",14,2011
"B&E (Other)","Core Group",9,2011
"B&E (Residence)","Core Group",48,2011
"Counterfeit","Core Group",1,2011
"Criminal Negligence Causing Death","Core Group",0,2011
"Dangerous Operation of a Motor Vehicle","Core Group",6,2011
"Deprivation of Freedom","Core Group",2,2011
"Driving Suspensions","Core Group",100,2011
"Drugs&Controlled Substances","Core Group",56,2011
"Drugs/Substances","Core Group",4,2011
"Escape Lawful Custody","Core Group",1,2011
"Federal Statutes","Core Group",197,2011
"Firearms offense","Core Group",1,2011
"Fraud","Core Group",35,2011
"Impaired Driving","Core Group",64,2011
"Indecent Acts","Core Group",3,2011
"Manslaughter","Core Group",0,2011
"Mischief","Core Group",192,2011
"Motor Vehicle Accidents","Core Group",251,2011
"Municipal Bylaws","Core Group",13,2011
"Murder 1st Degree","Core Group",0,2011
"Murder 2nd Degree","Core Group",1,2011
"Offensive Weapons","Core Group",21,2011
"Other Criminal Acts","Core Group",35,2011
"Other Criminal Code Driving Violations","Core Group",32,2011
"Other Sexual Crime","Core Group",2,2011
"Property Damage","Core Group",1,2011
"Prostitution","Core Group",5,2011
"Provincial Statute Driving Violations","Core Group",228,2011
"Provincial Statutes","Core Group",792,2011
"Robbery","Core Group",7,2011
"Robbery-Commercial","Core Group",2,2011
"Robbery-Person","Core Group",24,2011
"Robbery-Taxi","Core Group",0,2011
"Seized Vehicles","Core Group",248,2011
"Sexual Assault","Core Group",9,2011
"Theft From Auto Over $5K","Core Group",2,2011
"Theft From Auto Under $5K","Core Group",107,2011
"Theft of Auto","Core Group",63,2011
"Theft Over $5K","Core Group",2,2011
"Theft Under $5K","Core Group",129,2011
"Threatening","Core Group",4,2011
"Traffic Tickets","Core Group",29,2011
"Trafficking and possession stolen goods","Core Group",36,2011
"Violence/Threats","Core Group",27,2011
"Total","Core Group",3015,2011
"Arson","Coronation Park",2,2011
"Assault","Coronation Park",78,2011
"Attempted Murder","Coronation Park",0,2011
"B&E (Business)","Coronation Park",6,2011
"B&E (Garage)","Coronation Park",36,2011
"B&E (Other)","Coronation Park",5,2011
"B&E (Residence)","Coronation Park",24,2011
"Counterfeit","Coronation Park",0,2011
"Criminal Negligence Causing Death","Coronation Park",0,2011
"Dangerous Operation of a Motor Vehicle","Coronation Park",2,2011
"Deprivation of Freedom","Coronation Park",0,2011
"Driving Suspensions","Coronation Park",69,2011
"Drugs&Controlled Substances","Coronation Park",29,2011
"Drugs/Substances","Coronation Park",5,2011
"Escape Lawful Custody","Coronation Park",0,2011
"Federal Statutes","Coronation Park",6,2011
"Firearms offense","Coronation Park",2,2011
"Fraud","Coronation Park",17,2011
"Impaired Driving","Coronation Park",40,2011
"Indecent Acts","Coronation Park",1,2011
"Manslaughter","Coronation Park",0,2011
"Mischief","Coronation Park",126,2011
"Motor Vehicle Accidents","Coronation Park",143,2011
"Municipal Bylaws","Coronation Park",6,2011
"Murder 1st Degree","Coronation Park",0,2011
"Murder 2nd Degree","Coronation Park",0,2011
"Offensive Weapons","Coronation Park",14,2011
"Other Criminal Acts","Coronation Park",10,2011
"Other Criminal Code Driving Violations","Coronation Park",12,2011
"Other Sexual Crime","Coronation Park",2,2011
"Property Damage","Coronation Park",0,2011
"Prostitution","Coronation Park",6,2011
"Provincial Statute Driving Violations","Coronation Park",141,2011
"Provincial Statutes","Coronation Park",94,2011
"Robbery","Coronation Park",1,2011
"Robbery-Commercial","Coronation Park",6,2011
"Robbery-Person","Coronation Park",5,2011
"Robbery-Taxi","Coronation Park",2,2011
"Seized Vehicles","Coronation Park",161,2011
"Sexual Assault","Coronation Park",3,2011
"Theft From Auto Over $5K","Coronation Park",1,2011
"Theft From Auto Under $5K","Coronation Park",95,2011
"Theft of Auto","Coronation Park",56,2011
"Theft Over $5K","Coronation Park",2,2011
"Theft Under $5K","Coronation Park",126,2011
"Threatening","Coronation Park",2,2011
"Traffic Tickets","Coronation Park",30,2011
"Trafficking and possession stolen goods","Coronation Park",16,2011
"Violence/Threats","Coronation Park",32,2011
"Total","Coronation Park",1414,2011
"Arson","Dewdney East",1,2011
"Assault","Dewdney East",103,2011
"Attempted Murder","Dewdney East",1,2011
"B&E (Business)","Dewdney East",9,2011
"B&E (Garage)","Dewdney East",30,2011
"B&E (Other)","Dewdney East",8,2011
"B&E (Residence)","Dewdney East",35,2011
"Counterfeit","Dewdney East",5,2011
"Criminal Negligence Causing Death","Dewdney East",0,2011
"Dangerous Operation of a Motor Vehicle","Dewdney East",8,2011
"Deprivation of Freedom","Dewdney East",1,2011
"Driving Suspensions","Dewdney East",84,2011
"Drugs&Controlled Substances","Dewdney East",27,2011
"Drugs/Substances","Dewdney East",6,2011
"Escape Lawful Custody","Dewdney East",1,2011
"Federal Statutes","Dewdney East",7,2011
"Firearms offense","Dewdney East",1,2011
"Fraud","Dewdney East",34,2011
"Impaired Driving","Dewdney East",39,2011
"Indecent Acts","Dewdney East",2,2011
"Manslaughter","Dewdney East",0,2011
"Mischief","Dewdney East",169,2011
"Motor Vehicle Accidents","Dewdney East",279,2011
"Municipal Bylaws","Dewdney East",13,2011
"Murder 1st Degree","Dewdney East",0,2011
"Murder 2nd Degree","Dewdney East",0,2011
"Offensive Weapons","Dewdney East",8,2011
"Other Criminal Acts","Dewdney East",11,2011
"Other Criminal Code Driving Violations","Dewdney East",29,2011
"Other Sexual Crime","Dewdney East",2,2011
"Property Damage","Dewdney East",0,2011
"Prostitution","Dewdney East",3,2011
"Provincial Statute Driving Violations","Dewdney East",198,2011
"Provincial Statutes","Dewdney East",108,2011
"Robbery","Dewdney East",0,2011
"Robbery-Commercial","Dewdney East",7,2011
"Robbery-Person","Dewdney East",2,2011
"Robbery-Taxi","Dewdney East",0,2011
"Seized Vehicles","Dewdney East",165,2011
"Sexual Assault","Dewdney East",3,2011
"Theft From Auto Over $5K","Dewdney East",2,2011
"Theft From Auto Under $5K","Dewdney East",163,2011
"Theft of Auto","Dewdney East",53,2011
"Theft Over $5K","Dewdney East",2,2011
"Theft Under $5K","Dewdney East",166,2011
"Threatening","Dewdney East",6,2011
"Traffic Tickets","Dewdney East",13,2011
"Trafficking and possession stolen goods","Dewdney East",16,2011
"Violence/Threats","Dewdney East",23,2011
"Total","Dewdney East",1843,2011
"Arson","Dieppe",0,2011
"Assault","Dieppe",18,2011
"Attempted Murder","Dieppe",0,2011
"B&E (Business)","Dieppe",0,2011
"B&E (Garage)","Dieppe",4,2011
"B&E (Other)","Dieppe",0,2011
"B&E (Residence)","Dieppe",5,2011
"Counterfeit","Dieppe",0,2011
"Criminal Negligence Causing Death","Dieppe",0,2011
"Dangerous Operation of a Motor Vehicle","Dieppe",1,2011
"Deprivation of Freedom","Dieppe",0,2011
"Driving Suspensions","Dieppe",13,2011
"Drugs&Controlled Substances","Dieppe",0,2011
"Drugs/Substances","Dieppe",1,2011
"Escape Lawful Custody","Dieppe",0,2011
"Federal Statutes","Dieppe",4,2011
"Firearms offense","Dieppe",0,2011
"Fraud","Dieppe",3,2011
"Impaired Driving","Dieppe",5,2011
"Indecent Acts","Dieppe",0,2011
"Manslaughter","Dieppe",0,2011
"Mischief","Dieppe",49,2011
"Motor Vehicle Accidents","Dieppe",11,2011
"Municipal Bylaws","Dieppe",5,2011
"Murder 1st Degree","Dieppe",0,2011
"Murder 2nd Degree","Dieppe",0,2011
"Offensive Weapons","Dieppe",1,2011
"Other Criminal Acts","Dieppe",1,2011
"Other Criminal Code Driving Violations","Dieppe",2,2011
"Other Sexual Crime","Dieppe",0,2011
"Property Damage","Dieppe",0,2011
"Prostitution","Dieppe",0,2011
"Provincial Statute Driving Violations","Dieppe",20,2011
"Provincial Statutes","Dieppe",10,2011
"Robbery","Dieppe",2,2011
"Robbery-Commercial","Dieppe",0,2011
"Robbery-Person","Dieppe",0,2011
"Robbery-Taxi","Dieppe",1,2011
"Seized Vehicles","Dieppe",33,2011
"Sexual Assault","Dieppe",1,2011
"Theft From Auto Over $5K","Dieppe",0,2011
"Theft From Auto Under $5K","Dieppe",11,2011
"Theft of Auto","Dieppe",9,2011
"Theft Over $5K","Dieppe",1,2011
"Theft Under $5K","Dieppe",14,2011
"Threatening","Dieppe",0,2011
"Traffic Tickets","Dieppe",5,2011
"Trafficking and possession stolen goods","Dieppe",2,2011
"Violence/Threats","Dieppe",4,2011
"Total","Dieppe",236,2011
"Arson","Eastview",2,2011
"Assault","Eastview",48,2011
"Attempted Murder","Eastview",1,2011
"B&E (Business)","Eastview",49,2011
"B&E (Garage)","Eastview",6,2011
"B&E (Other)","Eastview",16,2011
"B&E (Residence)","Eastview",21,2011
"Counterfeit","Eastview",0,2011
"Criminal Negligence Causing Death","Eastview",0,2011
"Dangerous Operation of a Motor Vehicle","Eastview",3,2011
"Deprivation of Freedom","Eastview",0,2011
"Driving Suspensions","Eastview",50,2011
"Drugs&Controlled Substances","Eastview",12,2011
"Drugs/Substances","Eastview",0,2011
"Escape Lawful Custody","Eastview",0,2011
"Federal Statutes","Eastview",7,2011
"Firearms offense","Eastview",1,2011
"Fraud","Eastview",7,2011
"Impaired Driving","Eastview",26,2011
"Indecent Acts","Eastview",0,2011
"Manslaughter","Eastview",0,2011
"Mischief","Eastview",68,2011
"Motor Vehicle Accidents","Eastview",126,2011
"Municipal Bylaws","Eastview",3,2011
"Murder 1st Degree","Eastview",0,2011
"Murder 2nd Degree","Eastview",0,2011
"Offensive Weapons","Eastview",2,2011
"Other Criminal Acts","Eastview",4,2011
"Other Criminal Code Driving Violations","Eastview",11,2011
"Other Sexual Crime","Eastview",0,2011
"Property Damage","Eastview",0,2011
"Prostitution","Eastview",2,2011
"Provincial Statute Driving Violations","Eastview",108,2011
"Provincial Statutes","Eastview",54,2011
"Robbery","Eastview",1,2011
"Robbery-Commercial","Eastview",2,2011
"Robbery-Person","Eastview",2,2011
"Robbery-Taxi","Eastview",0,2011
"Seized Vehicles","Eastview",118,2011
"Sexual Assault","Eastview",1,2011
"Theft From Auto Over $5K","Eastview",1,2011
"Theft From Auto Under $5K","Eastview",52,2011
"Theft of Auto","Eastview",45,2011
"Theft Over $5K","Eastview",3,2011
"Theft Under $5K","Eastview",46,2011
"Threatening","Eastview",2,2011
"Traffic Tickets","Eastview",21,2011
"Trafficking and possession stolen goods","Eastview",13,2011
"Violence/Threats","Eastview",7,2011
"Total","Eastview",941,2011
"Arson","Gardiner Park",1,2011
"Assault","Gardiner Park",29,2011
"Attempted Murder","Gardiner Park",0,2011
"B&E (Business)","Gardiner Park",10,2011
"B&E (Garage)","Gardiner Park",8,2011
"B&E (Other)","Gardiner Park",10,2011
"B&E (Residence)","Gardiner Park",44,2011
"Counterfeit","Gardiner Park",1,2011
"Criminal Negligence Causing Death","Gardiner Park",0,2011
"Dangerous Operation of a Motor Vehicle","Gardiner Park",2,2011
"Deprivation of Freedom","Gardiner Park",0,2011
"Driving Suspensions","Gardiner Park",29,2011
"Drugs&Controlled Substances","Gardiner Park",9,2011
"Drugs/Substances","Gardiner Park",0,2011
"Escape Lawful Custody","Gardiner Park",1,2011
"Federal Statutes","Gardiner Park",5,2011
"Firearms offense","Gardiner Park",0,2011
"Fraud","Gardiner Park",38,2011
"Impaired Driving","Gardiner Park",16,2011
"Indecent Acts","Gardiner Park",0,2011
"Manslaughter","Gardiner Park",0,2011
"Mischief","Gardiner Park",73,2011
"Motor Vehicle Accidents","Gardiner Park",172,2011
"Municipal Bylaws","Gardiner Park",2,2011
"Murder 1st Degree","Gardiner Park",0,2011
"Murder 2nd Degree","Gardiner Park",0,2011
"Offensive Weapons","Gardiner Park",2,2011
"Other Criminal Acts","Gardiner Park",3,2011
"Other Criminal Code Driving Violations","Gardiner Park",13,2011
"Other Sexual Crime","Gardiner Park",0,2011
"Property Damage","Gardiner Park",0,2011
"Prostitution","Gardiner Park",0,2011
"Provincial Statute Driving Violations","Gardiner Park",283,2011
"Provincial Statutes","Gardiner Park",45,2011
"Robbery","Gardiner Park",2,2011
"Robbery-Commercial","Gardiner Park",1,2011
"Robbery-Person","Gardiner Park",1,2011
"Robbery-Taxi","Gardiner Park",0,2011
"Seized Vehicles","Gardiner Park",55,2011
"Sexual Assault","Gardiner Park",1,2011
"Theft From Auto Over $5K","Gardiner Park",0,2011
"Theft From Auto Under $5K","Gardiner Park",111,2011
"Theft of Auto","Gardiner Park",27,2011
"Theft Over $5K","Gardiner Park",7,2011
"Theft Under $5K","Gardiner Park",345,2011
"Threatening","Gardiner Park",3,2011
"Traffic Tickets","Gardiner Park",2,2011
"Trafficking and possession stolen goods","Gardiner Park",12,2011
"Violence/Threats","Gardiner Park",14,2011
"Total","Gardiner Park",1377,2011
"Arson","Gladmer Park",0,2011
"Assault","Gladmer Park",17,2011
"Attempted Murder","Gladmer Park",0,2011
"B&E (Business)","Gladmer Park",1,2011
"B&E (Garage)","Gladmer Park",4,2011
"B&E (Other)","Gladmer Park",3,2011
"B&E (Residence)","Gladmer Park",4,2011
"Counterfeit","Gladmer Park",0,2011
"Criminal Negligence Causing Death","Gladmer Park",0,2011
"Dangerous Operation of a Motor Vehicle","Gladmer Park",0,2011
"Deprivation of Freedom","Gladmer Park",0,2011
"Driving Suspensions","Gladmer Park",4,2011
"Drugs&Controlled Substances","Gladmer Park",17,2011
"Drugs/Substances","Gladmer Park",0,2011
"Escape Lawful Custody","Gladmer Park",0,2011
"Federal Statutes","Gladmer Park",3,2011
"Firearms offense","Gladmer Park",0,2011
"Fraud","Gladmer Park",6,2011
"Impaired Driving","Gladmer Park",2,2011
"Indecent Acts","Gladmer Park",1,2011
"Manslaughter","Gladmer Park",0,2011
"Mischief","Gladmer Park",25,2011
"Motor Vehicle Accidents","Gladmer Park",21,2011
"Municipal Bylaws","Gladmer Park",3,2011
"Murder 1st Degree","Gladmer Park",0,2011
"Murder 2nd Degree","Gladmer Park",0,2011
"Offensive Weapons","Gladmer Park",1,2011
"Other Criminal Acts","Gladmer Park",5,2011
"Other Criminal Code Driving Violations","Gladmer Park",5,2011
"Other Sexual Crime","Gladmer Park",1,2011
"Property Damage","Gladmer Park",0,2011
"Prostitution","Gladmer Park",1,2011
"Provincial Statute Driving Violations","Gladmer Park",35,2011
"Provincial Statutes","Gladmer Park",55,2011
"Robbery","Gladmer Park",0,2011
"Robbery-Commercial","Gladmer Park",0,2011
"Robbery-Person","Gladmer Park",3,2011
"Robbery-Taxi","Gladmer Park",0,2011
"Seized Vehicles","Gladmer Park",28,2011
"Sexual Assault","Gladmer Park",0,2011
"Theft From Auto Over $5K","Gladmer Park",0,2011
"Theft From Auto Under $5K","Gladmer Park",18,2011
"Theft of Auto","Gladmer Park",7,2011
"Theft Over $5K","Gladmer Park",2,2011
"Theft Under $5K","Gladmer Park",74,2011
"Threatening","Gladmer Park",0,2011
"Traffic Tickets","Gladmer Park",0,2011
