"crime","neighbourhood","incidents","year"
"Trafficking and possession stolen goods","Gladmer Park",4,2011
"Violence/Threats","Gladmer Park",3,2011
"Total","Gladmer Park",353,2011
"Arson","Hillsdale",0,2011
"Assault","Hillsdale",45,2011
"Attempted Murder","Hillsdale",0,2011
"B&E (Business)","Hillsdale",7,2011
"B&E (Garage)","Hillsdale",15,2011
"B&E (Other)","Hillsdale",1,2011
"B&E (Residence)","Hillsdale",23,2011
"Counterfeit","Hillsdale",0,2011
"Criminal Negligence Causing Death","Hillsdale",0,2011
"Dangerous Operation of a Motor Vehicle","Hillsdale",0,2011
"Deprivation of Freedom","Hillsdale",0,2011
"Driving Suspensions","Hillsdale",27,2011
"Drugs&Controlled Substances","Hillsdale",28,2011
"Drugs/Substances","Hillsdale",5,2011
"Escape Lawful Custody","Hillsdale",0,2011
"Federal Statutes","Hillsdale",2,2011
"Firearms offense","Hillsdale",1,2011
"Fraud","Hillsdale",19,2011
"Impaired Driving","Hillsdale",13,2011
"Indecent Acts","Hillsdale",0,2011
"Manslaughter","Hillsdale",0,2011
"Mischief","Hillsdale",95,2011
"Motor Vehicle Accidents","Hillsdale",118,2011
"Municipal Bylaws","Hillsdale",1,2011
"Murder 1st Degree","Hillsdale",0,2011
"Murder 2nd Degree","Hillsdale",0,2011
"Offensive Weapons","Hillsdale",4,2011
"Other Criminal Acts","Hillsdale",7,2011
"Other Criminal Code Driving Violations","Hillsdale",11,2011
"Other Sexual Crime","Hillsdale",0,2011
"Property Damage","Hillsdale",0,2011
"Prostitution","Hillsdale",0,2011
"Provincial Statute Driving Violations","Hillsdale",117,2011
"Provincial Statutes","Hillsdale",57,2011
"Robbery","Hillsdale",2,2011
"Robbery-Commercial","Hillsdale",7,2011
"Robbery-Person","Hillsdale",3,2011
"Robbery-Taxi","Hillsdale",0,2011
"Seized Vehicles","Hillsdale",62,2011
"Sexual Assault","Hillsdale",4,2011
"Theft From Auto Over $5K","Hillsdale",0,2011
"Theft From Auto Under $5K","Hillsdale",102,2011
"Theft of Auto","Hillsdale",20,2011
"Theft Over $5K","Hillsdale",1,2011
"Theft Under $5K","Hillsdale",59,2011
"Threatening","Hillsdale",1,2011
"Traffic Tickets","Hillsdale",10,2011
"Trafficking and possession stolen goods","Hillsdale",3,2011
"Violence/Threats","Hillsdale",16,2011
"Total","Hillsdale",886,2011
"Arson","Lakeview",2,2011
"Assault","Lakeview",33,2011
"Attempted Murder","Lakeview",0,2011
"B&E (Business)","Lakeview",7,2011
"B&E (Garage)","Lakeview",45,2011
"B&E (Other)","Lakeview",4,2011
"B&E (Residence)","Lakeview",35,2011
"Counterfeit","Lakeview",0,2011
"Criminal Negligence Causing Death","Lakeview",0,2011
"Dangerous Operation of a Motor Vehicle","Lakeview",7,2011
"Deprivation of Freedom","Lakeview",0,2011
"Driving Suspensions","Lakeview",49,2011
"Drugs&Controlled Substances","Lakeview",12,2011
"Drugs/Substances","Lakeview",3,2011
"Escape Lawful Custody","Lakeview",0,2011
"Federal Statutes","Lakeview",4,2011
"Firearms offense","Lakeview",1,2011
"Fraud","Lakeview",17,2011
"Impaired Driving","Lakeview",22,2011
"Indecent Acts","Lakeview",1,2011
"Manslaughter","Lakeview",0,2011
"Mischief","Lakeview",65,2011
"Motor Vehicle Accidents","Lakeview",124,2011
"Municipal Bylaws","Lakeview",6,2011
"Murder 1st Degree","Lakeview",0,2011
"Murder 2nd Degree","Lakeview",0,2011
"Offensive Weapons","Lakeview",3,2011
"Other Criminal Acts","Lakeview",4,2011
"Other Criminal Code Driving Violations","Lakeview",12,2011
"Other Sexual Crime","Lakeview",0,2011
"Property Damage","Lakeview",0,2011
"Prostitution","Lakeview",0,2011
"Provincial Statute Driving Violations","Lakeview",99,2011
"Provincial Statutes","Lakeview",65,2011
"Robbery","Lakeview",1,2011
"Robbery-Commercial","Lakeview",4,2011
"Robbery-Person","Lakeview",2,2011
"Robbery-Taxi","Lakeview",0,2011
"Seized Vehicles","Lakeview",121,2011
"Sexual Assault","Lakeview",0,2011
"Theft From Auto Over $5K","Lakeview",4,2011
"Theft From Auto Under $5K","Lakeview",102,2011
"Theft of Auto","Lakeview",34,2011
"Theft Over $5K","Lakeview",2,2011
"Theft Under $5K","Lakeview",43,2011
"Threatening","Lakeview",0,2011
"Traffic Tickets","Lakeview",15,2011
"Trafficking and possession stolen goods","Lakeview",7,2011
"Violence/Threats","Lakeview",11,2011
"Total","Lakeview",966,2011
"Arson","Market Square",0,2011
"Assault","Market Square",43,2011
"Attempted Murder","Market Square",0,2011
"B&E (Business)","Market Square",9,2011
"B&E (Garage)","Market Square",0,2011
"B&E (Other)","Market Square",7,2011
"B&E (Residence)","Market Square",0,2011
"Counterfeit","Market Square",20,2011
"Criminal Negligence Causing Death","Market Square",0,2011
"Dangerous Operation of a Motor Vehicle","Market Square",5,2011
"Deprivation of Freedom","Market Square",0,2011
"Driving Suspensions","Market Square",58,2011
"Drugs&Controlled Substances","Market Square",34,2011
"Drugs/Substances","Market Square",1,2011
"Escape Lawful Custody","Market Square",2,2011
"Federal Statutes","Market Square",18,2011
"Firearms offense","Market Square",0,2011
"Fraud","Market Square",40,2011
"Impaired Driving","Market Square",32,2011
"Indecent Acts","Market Square",2,2011
"Manslaughter","Market Square",0,2011
"Mischief","Market Square",84,2011
"Motor Vehicle Accidents","Market Square",159,2011
"Municipal Bylaws","Market Square",6,2011
"Murder 1st Degree","Market Square",0,2011
"Murder 2nd Degree","Market Square",0,2011
"Offensive Weapons","Market Square",10,2011
"Other Criminal Acts","Market Square",98,2011
"Other Criminal Code Driving Violations","Market Square",9,2011
"Other Sexual Crime","Market Square",0,2011
"Property Damage","Market Square",0,2011
"Prostitution","Market Square",1,2011
"Provincial Statute Driving Violations","Market Square",185,2011
"Provincial Statutes","Market Square",348,2011
"Robbery","Market Square",0,2011
"Robbery-Commercial","Market Square",0,2011
"Robbery-Person","Market Square",19,2011
"Robbery-Taxi","Market Square",0,2011
"Seized Vehicles","Market Square",142,2011
"Sexual Assault","Market Square",0,2011
"Theft From Auto Over $5K","Market Square",0,2011
"Theft From Auto Under $5K","Market Square",56,2011
"Theft of Auto","Market Square",18,2011
"Theft Over $5K","Market Square",0,2011
"Theft Under $5K","Market Square",493,2011
"Threatening","Market Square",1,2011
"Traffic Tickets","Market Square",32,2011
"Trafficking and possession stolen goods","Market Square",19,2011
"Violence/Threats","Market Square",17,2011
"Total","Market Square",1968,2011
"Arson","McNab",0,2011
"Assault","McNab",13,2011
"Attempted Murder","McNab",0,2011
"B&E (Business)","McNab",1,2011
"B&E (Garage)","McNab",2,2011
"B&E (Other)","McNab",0,2011
"B&E (Residence)","McNab",10,2011
"Counterfeit","McNab",1,2011
"Criminal Negligence Causing Death","McNab",0,2011
"Dangerous Operation of a Motor Vehicle","McNab",1,2011
"Deprivation of Freedom","McNab",0,2011
"Driving Suspensions","McNab",16,2011
"Drugs&Controlled Substances","McNab",3,2011
"Drugs/Substances","McNab",1,2011
"Escape Lawful Custody","McNab",0,2011
"Federal Statutes","McNab",1,2011
"Firearms offense","McNab",0,2011
"Fraud","McNab",1,2011
"Impaired Driving","McNab",6,2011
"Indecent Acts","McNab",0,2011
"Manslaughter","McNab",0,2011
"Mischief","McNab",15,2011
"Motor Vehicle Accidents","McNab",45,2011
"Municipal Bylaws","McNab",0,2011
"Murder 1st Degree","McNab",0,2011
"Murder 2nd Degree","McNab",0,2011
"Offensive Weapons","McNab",1,2011
"Other Criminal Acts","McNab",4,2011
"Other Criminal Code Driving Violations","McNab",3,2011
"Other Sexual Crime","McNab",0,2011
"Property Damage","McNab",0,2011
"Prostitution","McNab",0,2011
"Provincial Statute Driving Violations","McNab",28,2011
"Provincial Statutes","McNab",16,2011
"Robbery","McNab",0,2011
"Robbery-Commercial","McNab",0,2011
"Robbery-Person","McNab",0,2011
"Robbery-Taxi","McNab",0,2011
"Seized Vehicles","McNab",28,2011
"Sexual Assault","McNab",2,2011
"Theft From Auto Over $5K","McNab",0,2011
"Theft From Auto Under $5K","McNab",35,2011
"Theft of Auto","McNab",9,2011
"Theft Over $5K","McNab",0,2011
"Theft Under $5K","McNab",9,2011
"Threatening","McNab",0,2011
"Traffic Tickets","McNab",2,2011
"Trafficking and possession stolen goods","McNab",2,2011
"Violence/Threats","McNab",5,2011
"Total","McNab",260,2011
"Arson","Mount Royal",1,2011
"Assault","Mount Royal",24,2011
"Attempted Murder","Mount Royal",0,2011
"B&E (Business)","Mount Royal",1,2011
"B&E (Garage)","Mount Royal",14,2011
"B&E (Other)","Mount Royal",4,2011
"B&E (Residence)","Mount Royal",17,2011
"Counterfeit","Mount Royal",0,2011
"Criminal Negligence Causing Death","Mount Royal",0,2011
"Dangerous Operation of a Motor Vehicle","Mount Royal",1,2011
"Deprivation of Freedom","Mount Royal",0,2011
"Driving Suspensions","Mount Royal",10,2011
"Drugs&Controlled Substances","Mount Royal",6,2011
"Drugs/Substances","Mount Royal",1,2011
"Escape Lawful Custody","Mount Royal",1,2011
"Federal Statutes","Mount Royal",8,2011
"Firearms offense","Mount Royal",1,2011
"Fraud","Mount Royal",4,2011
"Impaired Driving","Mount Royal",5,2011
"Indecent Acts","Mount Royal",0,2011
"Manslaughter","Mount Royal",0,2011
"Mischief","Mount Royal",55,2011
"Motor Vehicle Accidents","Mount Royal",27,2011
"Municipal Bylaws","Mount Royal",2,2011
"Murder 1st Degree","Mount Royal",0,2011
"Murder 2nd Degree","Mount Royal",0,2011
"Offensive Weapons","Mount Royal",3,2011
"Other Criminal Acts","Mount Royal",2,2011
"Other Criminal Code Driving Violations","Mount Royal",2,2011
"Other Sexual Crime","Mount Royal",1,2011
"Property Damage","Mount Royal",0,2011
"Prostitution","Mount Royal",0,2011
"Provincial Statute Driving Violations","Mount Royal",35,2011
"Provincial Statutes","Mount Royal",9,2011
"Robbery","Mount Royal",1,2011
"Robbery-Commercial","Mount Royal",1,2011
"Robbery-Person","Mount Royal",1,2011
"Robbery-Taxi","Mount Royal",0,2011
"Seized Vehicles","Mount Royal",45,2011
"Sexual Assault","Mount Royal",1,2011
"Theft From Auto Over $5K","Mount Royal",0,2011
"Theft From Auto Under $5K","Mount Royal",26,2011
"Theft of Auto","Mount Royal",15,2011
"Theft Over $5K","Mount Royal",1,2011
"Theft Under $5K","Mount Royal",14,2011
"Threatening","Mount Royal",1,2011
"Traffic Tickets","Mount Royal",1,2011
"Trafficking and possession stolen goods","Mount Royal",4,2011
"Violence/Threats","Mount Royal",7,2011
"Total","Mount Royal",352,2011
"Arson","Normanview",0,2011
"Assault","Normanview",19,2011
"Attempted Murder","Normanview",0,2011
"B&E (Business)","Normanview",0,2011
"B&E (Garage)","Normanview",11,2011
"B&E (Other)","Normanview",0,2011
"B&E (Residence)","Normanview",7,2011
"Counterfeit","Normanview",0,2011
"Criminal Negligence Causing Death","Normanview",0,2011
"Dangerous Operation of a Motor Vehicle","Normanview",2,2011
"Deprivation of Freedom","Normanview",1,2011
"Driving Suspensions","Normanview",11,2011
"Drugs&Controlled Substances","Normanview",0,2011
"Drugs/Substances","Normanview",0,2011
"Escape Lawful Custody","Normanview",0,2011
"Federal Statutes","Normanview",6,2011
"Firearms offense","Normanview",0,2011
"Fraud","Normanview",10,2011
"Impaired Driving","Normanview",7,2011
"Indecent Acts","Normanview",1,2011
"Manslaughter","Normanview",0,2011
"Mischief","Normanview",45,2011
"Motor Vehicle Accidents","Normanview",40,2011
"Municipal Bylaws","Normanview",1,2011
"Murder 1st Degree","Normanview",0,2011
"Murder 2nd Degree","Normanview",0,2011
"Offensive Weapons","Normanview",1,2011
"Other Criminal Acts","Normanview",3,2011
"Other Criminal Code Driving Violations","Normanview",6,2011
"Other Sexual Crime","Normanview",1,2011
"Property Damage","Normanview",0,2011
"Prostitution","Normanview",0,2011
"Provincial Statute Driving Violations","Normanview",26,2011
"Provincial Statutes","Normanview",13,2011
"Robbery","Normanview",0,2011
"Robbery-Commercial","Normanview",0,2011
"Robbery-Person","Normanview",1,2011
"Robbery-Taxi","Normanview",0,2011
"Seized Vehicles","Normanview",35,2011
"Sexual Assault","Normanview",0,2011
"Theft From Auto Over $5K","Normanview",0,2011
"Theft From Auto Under $5K","Normanview",35,2011
"Theft of Auto","Normanview",19,2011
"Theft Over $5K","Normanview",0,2011
"Theft Under $5K","Normanview",14,2011
"Threatening","Normanview",1,2011
"Traffic Tickets","Normanview",8,2011
"Trafficking and possession stolen goods","Normanview",1,2011
"Violence/Threats","Normanview",11,2011
"Total","Normanview",336,2011
"Arson","Normanview West",1,2011
"Assault","Normanview West",14,2011
"Attempted Murder","Normanview West",0,2011
"B&E (Business)","Normanview West",1,2011
"B&E (Garage)","Normanview West",9,2011
"B&E (Other)","Normanview West",2,2011
"B&E (Residence)","Normanview West",8,2011
"Counterfeit","Normanview West",1,2011
"Criminal Negligence Causing Death","Normanview West",0,2011
"Dangerous Operation of a Motor Vehicle","Normanview West",3,2011
"Deprivation of Freedom","Normanview West",0,2011
"Driving Suspensions","Normanview West",32,2011
"Drugs&Controlled Substances","Normanview West",9,2011
"Drugs/Substances","Normanview West",1,2011
"Escape Lawful Custody","Normanview West",0,2011
"Federal Statutes","Normanview West",1,2011
"Firearms offense","Normanview West",0,2011
"Fraud","Normanview West",8,2011
"Impaired Driving","Normanview West",10,2011
"Indecent Acts","Normanview West",2,2011
"Manslaughter","Normanview West",0,2011
"Mischief","Normanview West",39,2011
"Motor Vehicle Accidents","Normanview West",90,2011
"Municipal Bylaws","Normanview West",1,2011
"Murder 1st Degree","Normanview West",0,2011
"Murder 2nd Degree","Normanview West",0,2011
"Offensive Weapons","Normanview West",1,2011
"Other Criminal Acts","Normanview West",3,2011
"Other Criminal Code Driving Violations","Normanview West",6,2011
"Other Sexual Crime","Normanview West",0,2011
"Property Damage","Normanview West",0,2011
"Prostitution","Normanview West",0,2011
"Provincial Statute Driving Violations","Normanview West",66,2011
"Provincial Statutes","Normanview West",17,2011
"Robbery","Normanview West",0,2011
"Robbery-Commercial","Normanview West",1,2011
"Robbery-Person","Normanview West",3,2011
"Robbery-Taxi","Normanview West",0,2011
"Seized Vehicles","Normanview West",35,2011
"Sexual Assault","Normanview West",1,2011
"Theft From Auto Over $5K","Normanview West",0,2011
"Theft From Auto Under $5K","Normanview West",64,2011
"Theft of Auto","Normanview West",9,2011
"Theft Over $5K","Normanview West",2,2011
"Theft Under $5K","Normanview West",27,2011
"Threatening","Normanview West",1,2011
"Traffic Tickets","Normanview West",11,2011
"Trafficking and possession stolen goods","Normanview West",2,2011
"Violence/Threats","Normanview West",3,2011
"Total","Normanview West",484,2011
"Arson","North Central",21,2011
"Assault","North Central",554,2011
"Attempted Murder","North Central",3,2011
"B&E (Business)","North Central",13,2011
"B&E (Garage)","North Central",40,2011
"B&E (Other)","North Central",17,2011
"B&E (Residence)","North Central",185,2011
"Counterfeit","North Central",2,2011
"Criminal Negligence Causing Death","North Central",0,2011
"Dangerous Operation of a Motor Vehicle","North Central",31,2011
"Deprivation of Freedom","North Central",5,2011
"Driving Suspensions","North Central",255,2011
"Drugs&Controlled Substances","North Central",99,2011
"Drugs/Substances","North Central",10,2011
"Escape Lawful Custody","North Central",3,2011
"Federal Statutes","North Central",98,2011
"Firearms offense","North Central",4,2011
"Fraud","North Central",54,2011
"Impaired Driving","North Central",133,2011
"Indecent Acts","North Central",2,2011
"Manslaughter","North Central",0,2011
"Mischief","North Central",486,2011
"Motor Vehicle Accidents","North Central",378,2011
"Municipal Bylaws","North Central",25,2011
"Murder 1st Degree","North Central",2,2011
"Murder 2nd Degree","North Central",2,2011
"Offensive Weapons","North Central",77,2011
"Other Criminal Acts","North Central",80,2011
"Other Criminal Code Driving Violations","North Central",57,2011
"Other Sexual Crime","North Central",13,2011
"Property Damage","North Central",1,2011
"Prostitution","North Central",89,2011
"Provincial Statute Driving Violations","North Central",494,2011
"Provincial Statutes","North Central",620,2011
"Robbery","North Central",19,2011
"Robbery-Commercial","North Central",7,2011
"Robbery-Person","North Central",66,2011
"Robbery-Taxi","North Central",5,2011
"Seized Vehicles","North Central",680,2011
"Sexual Assault","North Central",28,2011
"Theft From Auto Over $5K","North Central",1,2011
"Theft From Auto Under $5K","North Central",221,2011
"Theft of Auto","North Central",164,2011
"Theft Over $5K","North Central",2,2011
"Theft Under $5K","North Central",328,2011
"Threatening","North Central",8,2011
"Traffic Tickets","North Central",55,2011
"Trafficking and possession stolen goods","North Central",109,2011
"Violence/Threats","North Central",74,2011
"Total","North Central",5620,2011
"Arson","North East",1,2011
"Assault","North East",78,2011
"Attempted Murder","North East",0,2011
"B&E (Business)","North East",14,2011
"B&E (Garage)","North East",23,2011
"B&E (Other)","North East",3,2011
"B&E (Residence)","North East",33,2011
"Counterfeit","North East",2,2011
"Criminal Negligence Causing Death","North East",1,2011
"Dangerous Operation of a Motor Vehicle","North East",14,2011
"Deprivation of Freedom","North East",1,2011
"Driving Suspensions","North East",42,2011
"Drugs&Controlled Substances","North East",21,2011
"Drugs/Substances","North East",12,2011
"Escape Lawful Custody","North East",0,2011
"Federal Statutes","North East",16,2011
"Firearms offense","North East",2,2011
"Fraud","North East",45,2011
"Impaired Driving","North East",34,2011
"Indecent Acts","North East",1,2011
"Manslaughter","North East",1,2011
"Mischief","North East",124,2011
"Motor Vehicle Accidents","North East",157,2011
"Municipal Bylaws","North East",14,2011
"Murder 1st Degree","North East",0,2011
"Murder 2nd Degree","North East",1,2011
"Offensive Weapons","North East",9,2011
"Other Criminal Acts","North East",16,2011
"Other Criminal Code Driving Violations","North East",19,2011
"Other Sexual Crime","North East",4,2011
"Property Damage","North East",0,2011
"Prostitution","North East",0,2011
"Provincial Statute Driving Violations","North East",196,2011
"Provincial Statutes","North East",121,2011
"Robbery","North East",3,2011
"Robbery-Commercial","North East",14,2011
"Robbery-Person","North East",8,2011
"Robbery-Taxi","North East",0,2011
"Seized Vehicles","North East",180,2011
"Sexual Assault","North East",8,2011
"Theft From Auto Over $5K","North East",2,2011
"Theft From Auto Under $5K","North East",130,2011
"Theft of Auto","North East",81,2011
"Theft Over $5K","North East",0,2011
"Theft Under $5K","North East",261,2011
"Threatening","North East",4,2011
"Traffic Tickets","North East",17,2011
"Trafficking and possession stolen goods","North East",31,2011
"Violence/Threats","North East",20,2011
"Total","North East",1764,2011
"Arson","Prairie View",0,2011
"Assault","Prairie View",11,2011
"Attempted Murder","Prairie View",0,2011
"B&E (Business)","Prairie View",0,2011
"B&E (Garage)","Prairie View",8,2011
"B&E (Other)","Prairie View",0,2011
"B&E (Residence)","Prairie View",13,2011
"Counterfeit","Prairie View",0,2011
"Criminal Negligence Causing Death","Prairie View",0,2011
"Dangerous Operation of a Motor Vehicle","Prairie View",1,2011
"Deprivation of Freedom","Prairie View",0,2011
"Driving Suspensions","Prairie View",13,2011
"Drugs&Controlled Substances","Prairie View",5,2011
"Drugs/Substances","Prairie View",0,2011
"Escape Lawful Custody","Prairie View",0,2011
"Federal Statutes","Prairie View",1,2011
"Firearms offense","Prairie View",0,2011
"Fraud","Prairie View",9,2011
"Impaired Driving","Prairie View",4,2011
"Indecent Acts","Prairie View",0,2011
"Manslaughter","Prairie View",0,2011
"Mischief","Prairie View",44,2011
"Motor Vehicle Accidents","Prairie View",23,2011
"Municipal Bylaws","Prairie View",2,2011
"Murder 1st Degree","Prairie View",0,2011
"Murder 2nd Degree","Prairie View",0,2011
"Offensive Weapons","Prairie View",1,2011
"Other Criminal Acts","Prairie View",3,2011
"Other Criminal Code Driving Violations","Prairie View",2,2011
"Other Sexual Crime","Prairie View",0,2011
"Property Damage","Prairie View",0,2011
"Prostitution","Prairie View",0,2011
"Provincial Statute Driving Violations","Prairie View",34,2011
"Provincial Statutes","Prairie View",13,2011
"Robbery","Prairie View",0,2011
"Robbery-Commercial","Prairie View",0,2011
"Robbery-Person","Prairie View",0,2011
"Robbery-Taxi","Prairie View",0,2011
"Seized Vehicles","Prairie View",20,2011
"Sexual Assault","Prairie View",1,2011
"Theft From Auto Over $5K","Prairie View",0,2011
"Theft From Auto Under $5K","Prairie View",38,2011
"Theft of Auto","Prairie View",14,2011
"Theft Over $5K","Prairie View",1,2011
"Theft Under $5K","Prairie View",14,2011
"Threatening","Prairie View",0,2011
"Traffic Tickets","Prairie View",1,2011
"Trafficking and possession stolen goods","Prairie View",1,2011
"Violence/Threats","Prairie View",2,2011
"Total","Prairie View",279,2011
"Arson","Regent Park",0,2011
"Assault","Regent Park",33,2011
"Attempted Murder","Regent Park",0,2011
"B&E (Business)","Regent Park",0,2011
"B&E (Garage)","Regent Park",5,2011
"B&E (Other)","Regent Park",1,2011
"B&E (Residence)","Regent Park",9,2011
"Counterfeit","Regent Park",0,2011
"Criminal Negligence Causing Death","Regent Park",0,2011
"Dangerous Operation of a Motor Vehicle","Regent Park",4,2011
"Deprivation of Freedom","Regent Park",0,2011
"Driving Suspensions","Regent Park",22,2011
"Drugs&Controlled Substances","Regent Park",4,2011
"Drugs/Substances","Regent Park",1,2011
"Escape Lawful Custody","Regent Park",0,2011
"Federal Statutes","Regent Park",1,2011
"Firearms offense","Regent Park",1,2011
"Fraud","Regent Park",2,2011
"Impaired Driving","Regent Park",11,2011
"Indecent Acts","Regent Park",0,2011
"Manslaughter","Regent Park",0,2011
"Mischief","Regent Park",33,2011
"Motor Vehicle Accidents","Regent Park",59,2011
"Municipal Bylaws","Regent Park",2,2011
"Murder 1st Degree","Regent Park",0,2011
"Murder 2nd Degree","Regent Park",0,2011
"Offensive Weapons","Regent Park",3,2011
"Other Criminal Acts","Regent Park",3,2011
"Other Criminal Code Driving Violations","Regent Park",6,2011
"Other Sexual Crime","Regent Park",0,2011
"Property Damage","Regent Park",0,2011
"Prostitution","Regent Park",0,2011
"Provincial Statute Driving Violations","Regent Park",25,2011
"Provincial Statutes","Regent Park",8,2011
"Robbery","Regent Park",0,2011
"Robbery-Commercial","Regent Park",0,2011
"Robbery-Person","Regent Park",1,2011
"Robbery-Taxi","Regent Park",0,2011
"Seized Vehicles","Regent Park",55,2011
"Sexual Assault","Regent Park",3,2011
"Theft From Auto Over $5K","Regent Park",0,2011
"Theft From Auto Under $5K","Regent Park",13,2011
"Theft of Auto","Regent Park",15,2011
"Theft Over $5K","Regent Park",1,2011
"Theft Under $5K","Regent Park",20,2011
"Threatening","Regent Park",1,2011
"Traffic Tickets","Regent Park",3,2011
"Trafficking and possession stolen goods","Regent Park",4,2011
"Violence/Threats","Regent Park",11,2011
"Total","Regent Park",360,2011
"Arson","Rosemont",1,2011
"Assault","Rosemont",65,2011
"Attempted Murder","Rosemont",0,2011
"B&E (Business)","Rosemont",4,2011
"B&E (Garage)","Rosemont",20,2011
"B&E (Other)","Rosemont",4,2011
"B&E (Residence)","Rosemont",32,2011
"Counterfeit","Rosemont",0,2011
"Criminal Negligence Causing Death","Rosemont",0,2011
"Dangerous Operation of a Motor Vehicle","Rosemont",5,2011
"Deprivation of Freedom","Rosemont",1,2011
"Driving Suspensions","Rosemont",25,2011
"Drugs&Controlled Substances","Rosemont",20,2011
"Drugs/Substances","Rosemont",3,2011
"Escape Lawful Custody","Rosemont",0,2011
"Federal Statutes","Rosemont",2,2011
"Firearms offense","Rosemont",2,2011
"Fraud","Rosemont",9,2011
"Impaired Driving","Rosemont",17,2011
"Indecent Acts","Rosemont",0,2011
"Manslaughter","Rosemont",0,2011
"Mischief","Rosemont",88,2011
"Motor Vehicle Accidents","Rosemont",91,2011
"Municipal Bylaws","Rosemont",4,2011
"Murder 1st Degree","Rosemont",0,2011
"Murder 2nd Degree","Rosemont",0,2011
"Offensive Weapons","Rosemont",9,2011
"Other Criminal Acts","Rosemont",5,2011
"Other Criminal Code Driving Violations","Rosemont",8,2011
"Other Sexual Crime","Rosemont",1,2011
"Property Damage","Rosemont",0,2011
"Prostitution","Rosemont",0,2011
"Provincial Statute Driving Violations","Rosemont",74,2011
"Provincial Statutes","Rosemont",41,2011
"Robbery","Rosemont",1,2011
"Robbery-Commercial","Rosemont",1,2011
"Robbery-Person","Rosemont",2,2011
"Robbery-Taxi","Rosemont",0,2011
"Seized Vehicles","Rosemont",76,2011
"Sexual Assault","Rosemont",2,2011
"Theft From Auto Over $5K","Rosemont",3,2011
"Theft From Auto Under $5K","Rosemont",74,2011
"Theft of Auto","Rosemont",37,2011
"Theft Over $5K","Rosemont",0,2011
"Theft Under $5K","Rosemont",45,2011
"Threatening","Rosemont",3,2011
"Traffic Tickets","Rosemont",6,2011
"Trafficking and possession stolen goods","Rosemont",12,2011
"Violence/Threats","Rosemont",16,2011
"Total","Rosemont",809,2011
"Arson","Ross Industrial",2,2011
"Assault","Ross Industrial",10,2011
"Attempted Murder","Ross Industrial",0,2011
"B&E (Business)","Ross Industrial",29,2011
"B&E (Garage)","Ross Industrial",1,2011
"B&E (Other)","Ross Industrial",18,2011
"B&E (Residence)","Ross Industrial",0,2011
"Counterfeit","Ross Industrial",5,2011
"Criminal Negligence Causing Death","Ross Industrial",0,2011
"Dangerous Operation of a Motor Vehicle","Ross Industrial",6,2011
"Deprivation of Freedom","Ross Industrial",0,2011
"Driving Suspensions","Ross Industrial",33,2011
"Drugs&Controlled Substances","Ross Industrial",3,2011
"Drugs/Substances","Ross Industrial",0,2011
"Escape Lawful Custody","Ross Industrial",0,2011
"Federal Statutes","Ross Industrial",2,2011
"Firearms offense","Ross Industrial",0,2011
"Fraud","Ross Industrial",9,2011
"Impaired Driving","Ross Industrial",23,2011
"Indecent Acts","Ross Industrial",0,2011
"Manslaughter","Ross Industrial",0,2011
"Mischief","Ross Industrial",38,2011
"Motor Vehicle Accidents","Ross Industrial",224,2011
"Municipal Bylaws","Ross Industrial",0,2011
"Murder 1st Degree","Ross Industrial",0,2011
"Murder 2nd Degree","Ross Industrial",0,2011
"Offensive Weapons","Ross Industrial",2,2011
"Other Criminal Acts","Ross Industrial",2,2011
"Other Criminal Code Driving Violations","Ross Industrial",11,2011
"Other Sexual Crime","Ross Industrial",0,2011
"Property Damage","Ross Industrial",0,2011
"Prostitution","Ross Industrial",0,2011
"Provincial Statute Driving Violations","Ross Industrial",136,2011
"Provincial Statutes","Ross Industrial",23,2011
"Robbery","Ross Industrial",0,2011
"Robbery-Commercial","Ross Industrial",0,2011
"Robbery-Person","Ross Industrial",1,2011
"Robbery-Taxi","Ross Industrial",0,2011
"Seized Vehicles","Ross Industrial",95,2011
"Sexual Assault","Ross Industrial",0,2011
"Theft From Auto Over $5K","Ross Industrial",0,2011
"Theft From Auto Under $5K","Ross Industrial",49,2011
"Theft of Auto","Ross Industrial",20,2011
"Theft Over $5K","Ross Industrial",13,2011
"Theft Under $5K","Ross Industrial",45,2011
"Threatening","Ross Industrial",0,2011
"Traffic Tickets","Ross Industrial",13,2011
"Trafficking and possession stolen goods","Ross Industrial",4,2011
"Violence/Threats","Ross Industrial",6,2011
"Total","Ross Industrial",823,2011
"Arson","Rural",0,2011
"Assault","Rural",0,2011
"Attempted Murder","Rural",0,2011
"B&E (Business)","Rural",0,2011
"B&E (Garage)","Rural",0,2011
"B&E (Other)","Rural",2,2011
"B&E (Residence)","Rural",0,2011
"Counterfeit","Rural",0,2011
"Criminal Negligence Causing Death","Rural",0,2011
"Dangerous Operation of a Motor Vehicle","Rural",0,2011
"Deprivation of Freedom","Rural",0,2011
"Driving Suspensions","Rural",0,2011
"Drugs&Controlled Substances","Rural",0,2011
"Drugs/Substances","Rural",0,2011
"Escape Lawful Custody","Rural",0,2011
"Federal Statutes","Rural",0,2011
"Firearms offense","Rural",0,2011
"Fraud","Rural",0,2011
"Impaired Driving","Rural",0,2011
"Indecent Acts","Rural",0,2011
"Manslaughter","Rural",0,2011
"Mischief","Rural",1,2011
"Motor Vehicle Accidents","Rural",12,2011
