"crime","neighbourhood","incidents","year"
"Theft From Auto Over $5K","Hillsdale",1,2008
"Theft From Auto Under $5K","Hillsdale",111,2008
"Theft of Auto","Hillsdale",43,2008
"Theft Over $5K","Hillsdale",1,2008
"Theft Under $5K","Hillsdale",66,2008
"Threatening","Hillsdale",4,2008
"Trafficking and possession stolen goods","Hillsdale",8,2008
"Violence/Threats","Hillsdale",7,2008
"Total","Hillsdale",713,2008
"Arson","Lakeview",0,2008
"Assault","Lakeview",40,2008
"Attempted Murder","Lakeview",0,2008
"B&E (Business)","Lakeview",7,2008
"B&E (Garage)","Lakeview",37,2008
"B&E (Other)","Lakeview",6,2008
"B&E (Residence)","Lakeview",36,2008
"Counterfeit","Lakeview",1,2008
"Dangerous Operation of a Motor Vehicle","Lakeview",2,2008
"Deprivation of Freedom","Lakeview",1,2008
"Driving Suspensions","Lakeview",38,2008
"Drugs&Controlled Substances","Lakeview",3,2008
"Drugs/Substances","Lakeview",2,2008
"Escape Lawful Custody","Lakeview",0,2008
"Federal Statutes","Lakeview",4,2008
"Firearms offense","Lakeview",4,2008
"Fraud","Lakeview",3,2008
"Impaired Driving","Lakeview",18,2008
"Indecent Acts","Lakeview",0,2008
"Manslaughter","Lakeview",0,2008
"Mischief","Lakeview",174,2008
"Motor Vehicle Accidents","Lakeview",32,2008
"Municipal Bylaws","Lakeview",7,2008
"Murder 2nd Degree","Lakeview",0,2008
"Offensive Weapons","Lakeview",7,2008
"Other Criminal Acts","Lakeview",3,2008
"Other Criminal Code Driving Violations","Lakeview",4,2008
"Other Sexual Crime","Lakeview",0,2008
"Property Damage","Lakeview",0,2008
"Prostitution","Lakeview",0,2008
"Provincial Statute Driving Violations","Lakeview",27,2008
"Provincial Statutes","Lakeview",29,2008
"Robbery","Lakeview",3,2008
"Robbery-Commercial","Lakeview",3,2008
"Robbery-Person","Lakeview",7,2008
"Robbery-Taxi","Lakeview",0,2008
"Seized Vehicles","Lakeview",115,2008
"Sexual Assault","Lakeview",4,2008
"Theft From Auto Over $5K","Lakeview",0,2008
"Theft From Auto Under $5K","Lakeview",158,2008
"Theft of Auto","Lakeview",52,2008
"Theft Over $5K","Lakeview",0,2008
"Theft Under $5K","Lakeview",43,2008
"Threatening","Lakeview",2,2008
"Trafficking and possession stolen goods","Lakeview",7,2008
"Violence/Threats","Lakeview",11,2008
"Total","Lakeview",890,2008
"Arson","Market Square",1,2008
"Assault","Market Square",88,2008
"Attempted Murder","Market Square",1,2008
"B&E (Business)","Market Square",14,2008
"B&E (Garage)","Market Square",0,2008
"B&E (Other)","Market Square",22,2008
"B&E (Residence)","Market Square",7,2008
"Counterfeit","Market Square",19,2008
"Dangerous Operation of a Motor Vehicle","Market Square",4,2008
"Deprivation of Freedom","Market Square",0,2008
"Driving Suspensions","Market Square",58,2008
"Drugs&Controlled Substances","Market Square",29,2008
"Drugs/Substances","Market Square",2,2008
"Escape Lawful Custody","Market Square",2,2008
"Federal Statutes","Market Square",36,2008
"Firearms offense","Market Square",0,2008
"Fraud","Market Square",52,2008
"Impaired Driving","Market Square",22,2008
"Indecent Acts","Market Square",1,2008
"Manslaughter","Market Square",0,2008
"Mischief","Market Square",101,2008
"Motor Vehicle Accidents","Market Square",92,2008
"Municipal Bylaws","Market Square",7,2008
"Murder 2nd Degree","Market Square",0,2008
"Offensive Weapons","Market Square",17,2008
"Other Criminal Acts","Market Square",106,2008
"Other Criminal Code Driving Violations","Market Square",5,2008
"Other Sexual Crime","Market Square",0,2008
"Property Damage","Market Square",0,2008
"Prostitution","Market Square",0,2008
"Provincial Statute Driving Violations","Market Square",60,2008
"Provincial Statutes","Market Square",252,2008
"Robbery","Market Square",8,2008
"Robbery-Commercial","Market Square",1,2008
"Robbery-Person","Market Square",37,2008
"Robbery-Taxi","Market Square",1,2008
"Seized Vehicles","Market Square",160,2008
"Sexual Assault","Market Square",1,2008
"Theft From Auto Over $5K","Market Square",2,2008
"Theft From Auto Under $5K","Market Square",92,2008
"Theft of Auto","Market Square",14,2008
"Theft Over $5K","Market Square",3,2008
"Theft Under $5K","Market Square",204,2008
"Threatening","Market Square",5,2008
"Trafficking and possession stolen goods","Market Square",10,2008
"Violence/Threats","Market Square",12,2008
"Total","Market Square",1548,2008
"Arson","McNab",0,2008
"Assault","McNab",7,2008
"Attempted Murder","McNab",0,2008
"B&E (Business)","McNab",1,2008
"B&E (Garage)","McNab",11,2008
"B&E (Other)","McNab",1,2008
"B&E (Residence)","McNab",8,2008
"Counterfeit","McNab",0,2008
"Dangerous Operation of a Motor Vehicle","McNab",2,2008
"Deprivation of Freedom","McNab",1,2008
"Driving Suspensions","McNab",9,2008
"Drugs&Controlled Substances","McNab",3,2008
"Drugs/Substances","McNab",0,2008
"Escape Lawful Custody","McNab",0,2008
"Federal Statutes","McNab",0,2008
"Firearms offense","McNab",1,2008
"Fraud","McNab",0,2008
"Impaired Driving","McNab",7,2008
"Indecent Acts","McNab",0,2008
"Manslaughter","McNab",0,2008
"Mischief","McNab",27,2008
"Motor Vehicle Accidents","McNab",16,2008
"Municipal Bylaws","McNab",2,2008
"Murder 2nd Degree","McNab",0,2008
"Offensive Weapons","McNab",1,2008
"Other Criminal Acts","McNab",4,2008
"Other Criminal Code Driving Violations","McNab",2,2008
"Other Sexual Crime","McNab",0,2008
"Property Damage","McNab",0,2008
"Prostitution","McNab",0,2008
"Provincial Statute Driving Violations","McNab",17,2008
"Provincial Statutes","McNab",6,2008
"Robbery","McNab",1,2008
"Robbery-Commercial","McNab",0,2008
"Robbery-Person","McNab",3,2008
"Robbery-Taxi","McNab",0,2008
"Seized Vehicles","McNab",33,2008
"Sexual Assault","McNab",0,2008
"Theft From Auto Over $5K","McNab",0,2008
"Theft From Auto Under $5K","McNab",20,2008
"Theft of Auto","McNab",12,2008
"Theft Over $5K","McNab",0,2008
"Theft Under $5K","McNab",15,2008
"Threatening","McNab",0,2008
"Trafficking and possession stolen goods","McNab",3,2008
"Violence/Threats","McNab",4,2008
"Total","McNab",217,2008
"Arson","Mount Royal",2,2008
"Assault","Mount Royal",12,2008
"Attempted Murder","Mount Royal",0,2008
"B&E (Business)","Mount Royal",0,2008
"B&E (Garage)","Mount Royal",11,2008
"B&E (Other)","Mount Royal",0,2008
"B&E (Residence)","Mount Royal",10,2008
"Counterfeit","Mount Royal",1,2008
"Dangerous Operation of a Motor Vehicle","Mount Royal",0,2008
"Deprivation of Freedom","Mount Royal",0,2008
"Driving Suspensions","Mount Royal",6,2008
"Drugs&Controlled Substances","Mount Royal",2,2008
"Drugs/Substances","Mount Royal",0,2008
"Escape Lawful Custody","Mount Royal",1,2008
"Federal Statutes","Mount Royal",4,2008
"Firearms offense","Mount Royal",0,2008
"Fraud","Mount Royal",0,2008
"Impaired Driving","Mount Royal",8,2008
"Indecent Acts","Mount Royal",0,2008
"Manslaughter","Mount Royal",0,2008
"Mischief","Mount Royal",53,2008
"Motor Vehicle Accidents","Mount Royal",7,2008
"Municipal Bylaws","Mount Royal",1,2008
"Murder 2nd Degree","Mount Royal",0,2008
"Offensive Weapons","Mount Royal",3,2008
"Other Criminal Acts","Mount Royal",3,2008
"Other Criminal Code Driving Violations","Mount Royal",0,2008
"Other Sexual Crime","Mount Royal",1,2008
"Property Damage","Mount Royal",0,2008
"Prostitution","Mount Royal",0,2008
"Provincial Statute Driving Violations","Mount Royal",13,2008
"Provincial Statutes","Mount Royal",5,2008
"Robbery","Mount Royal",0,2008
"Robbery-Commercial","Mount Royal",0,2008
"Robbery-Person","Mount Royal",2,2008
"Robbery-Taxi","Mount Royal",0,2008
"Seized Vehicles","Mount Royal",34,2008
"Sexual Assault","Mount Royal",3,2008
"Theft From Auto Over $5K","Mount Royal",0,2008
"Theft From Auto Under $5K","Mount Royal",35,2008
"Theft of Auto","Mount Royal",25,2008
"Theft Over $5K","Mount Royal",1,2008
"Theft Under $5K","Mount Royal",8,2008
"Threatening","Mount Royal",0,2008
"Trafficking and possession stolen goods","Mount Royal",4,2008
"Violence/Threats","Mount Royal",4,2008
"Total","Mount Royal",259,2008
"Arson","Normanview",1,2008
"Assault","Normanview",31,2008
"Attempted Murder","Normanview",0,2008
"B&E (Business)","Normanview",0,2008
"B&E (Garage)","Normanview",6,2008
"B&E (Other)","Normanview",2,2008
"B&E (Residence)","Normanview",22,2008
"Counterfeit","Normanview",0,2008
"Dangerous Operation of a Motor Vehicle","Normanview",1,2008
"Deprivation of Freedom","Normanview",0,2008
"Driving Suspensions","Normanview",13,2008
"Drugs&Controlled Substances","Normanview",1,2008
"Drugs/Substances","Normanview",1,2008
"Escape Lawful Custody","Normanview",0,2008
"Federal Statutes","Normanview",8,2008
"Firearms offense","Normanview",0,2008
"Fraud","Normanview",5,2008
"Impaired Driving","Normanview",2,2008
"Indecent Acts","Normanview",0,2008
"Manslaughter","Normanview",1,2008
"Mischief","Normanview",48,2008
"Motor Vehicle Accidents","Normanview",18,2008
"Municipal Bylaws","Normanview",1,2008
"Murder 2nd Degree","Normanview",0,2008
"Offensive Weapons","Normanview",1,2008
"Other Criminal Acts","Normanview",2,2008
"Other Criminal Code Driving Violations","Normanview",2,2008
"Other Sexual Crime","Normanview",2,2008
"Property Damage","Normanview",0,2008
"Prostitution","Normanview",0,2008
"Provincial Statute Driving Violations","Normanview",14,2008
"Provincial Statutes","Normanview",10,2008
"Robbery","Normanview",1,2008
"Robbery-Commercial","Normanview",0,2008
"Robbery-Person","Normanview",1,2008
"Robbery-Taxi","Normanview",0,2008
"Seized Vehicles","Normanview",50,2008
"Sexual Assault","Normanview",2,2008
"Theft From Auto Over $5K","Normanview",1,2008
"Theft From Auto Under $5K","Normanview",36,2008
"Theft of Auto","Normanview",48,2008
"Theft Over $5K","Normanview",0,2008
"Theft Under $5K","Normanview",38,2008
"Threatening","Normanview",0,2008
"Trafficking and possession stolen goods","Normanview",4,2008
"Violence/Threats","Normanview",5,2008
"Total","Normanview",378,2008
"Arson","Normanview West",2,2008
"Assault","Normanview West",22,2008
"Attempted Murder","Normanview West",0,2008
"B&E (Business)","Normanview West",2,2008
"B&E (Garage)","Normanview West",8,2008
"B&E (Other)","Normanview West",2,2008
"B&E (Residence)","Normanview West",6,2008
"Counterfeit","Normanview West",0,2008
"Dangerous Operation of a Motor Vehicle","Normanview West",3,2008
"Deprivation of Freedom","Normanview West",0,2008
"Driving Suspensions","Normanview West",23,2008
"Drugs&Controlled Substances","Normanview West",10,2008
"Drugs/Substances","Normanview West",1,2008
"Escape Lawful Custody","Normanview West",1,2008
"Federal Statutes","Normanview West",3,2008
"Firearms offense","Normanview West",0,2008
"Fraud","Normanview West",10,2008
"Impaired Driving","Normanview West",15,2008
"Indecent Acts","Normanview West",0,2008
"Manslaughter","Normanview West",0,2008
"Mischief","Normanview West",58,2008
"Motor Vehicle Accidents","Normanview West",53,2008
"Municipal Bylaws","Normanview West",1,2008
"Murder 2nd Degree","Normanview West",0,2008
"Offensive Weapons","Normanview West",4,2008
"Other Criminal Acts","Normanview West",5,2008
"Other Criminal Code Driving Violations","Normanview West",4,2008
"Other Sexual Crime","Normanview West",0,2008
"Property Damage","Normanview West",0,2008
"Prostitution","Normanview West",0,2008
"Provincial Statute Driving Violations","Normanview West",22,2008
"Provincial Statutes","Normanview West",12,2008
"Robbery","Normanview West",0,2008
"Robbery-Commercial","Normanview West",0,2008
"Robbery-Person","Normanview West",2,2008
"Robbery-Taxi","Normanview West",0,2008
"Seized Vehicles","Normanview West",48,2008
"Sexual Assault","Normanview West",1,2008
"Theft From Auto Over $5K","Normanview West",0,2008
"Theft From Auto Under $5K","Normanview West",39,2008
"Theft of Auto","Normanview West",24,2008
"Theft Over $5K","Normanview West",0,2008
"Theft Under $5K","Normanview West",44,2008
"Threatening","Normanview West",0,2008
"Trafficking and possession stolen goods","Normanview West",3,2008
"Violence/Threats","Normanview West",1,2008
"Total","Normanview West",429,2008
"Arson","North Central",31,2008
"Assault","North Central",590,2008
"Attempted Murder","North Central",7,2008
"B&E (Business)","North Central",15,2008
"B&E (Garage)","North Central",49,2008
"B&E (Other)","North Central",14,2008
"B&E (Residence)","North Central",252,2008
"Counterfeit","North Central",2,2008
"Dangerous Operation of a Motor Vehicle","North Central",43,2008
"Deprivation of Freedom","North Central",8,2008
"Driving Suspensions","North Central",228,2008
"Drugs&Controlled Substances","North Central",87,2008
"Drugs/Substances","North Central",12,2008
"Escape Lawful Custody","North Central",7,2008
"Federal Statutes","North Central",103,2008
"Firearms offense","North Central",4,2008
"Fraud","North Central",54,2008
"Impaired Driving","North Central",121,2008
"Indecent Acts","North Central",2,2008
"Manslaughter","North Central",0,2008
"Mischief","North Central",642,2008
"Motor Vehicle Accidents","North Central",155,2008
"Municipal Bylaws","North Central",36,2008
"Murder 2nd Degree","North Central",2,2008
"Offensive Weapons","North Central",76,2008
"Other Criminal Acts","North Central",98,2008
"Other Criminal Code Driving Violations","North Central",26,2008
"Other Sexual Crime","North Central",10,2008
"Property Damage","North Central",1,2008
"Prostitution","North Central",74,2008
"Provincial Statute Driving Violations","North Central",440,2008
"Provincial Statutes","North Central",616,2008
"Robbery","North Central",26,2008
"Robbery-Commercial","North Central",2,2008
"Robbery-Person","North Central",93,2008
"Robbery-Taxi","North Central",4,2008
"Seized Vehicles","North Central",1020,2008
"Sexual Assault","North Central",24,2008
"Theft From Auto Over $5K","North Central",2,2008
"Theft From Auto Under $5K","North Central",206,2008
"Theft of Auto","North Central",242,2008
"Theft Over $5K","North Central",0,2008
"Theft Under $5K","North Central",276,2008
"Threatening","North Central",7,2008
"Trafficking and possession stolen goods","North Central",85,2008
"Violence/Threats","North Central",84,2008
"Total","North Central",5876,2008
"Arson","North East",5,2008
"Assault","North East",108,2008
"Attempted Murder","North East",0,2008
"B&E (Business)","North East",18,2008
"B&E (Garage)","North East",42,2008
"B&E (Other)","North East",16,2008
"B&E (Residence)","North East",68,2008
"Counterfeit","North East",4,2008
"Dangerous Operation of a Motor Vehicle","North East",3,2008
"Deprivation of Freedom","North East",1,2008
"Driving Suspensions","North East",33,2008
"Drugs&Controlled Substances","North East",23,2008
"Drugs/Substances","North East",4,2008
"Escape Lawful Custody","North East",0,2008
"Federal Statutes","North East",16,2008
"Firearms offense","North East",1,2008
"Fraud","North East",32,2008
"Impaired Driving","North East",17,2008
"Indecent Acts","North East",1,2008
"Manslaughter","North East",1,2008
"Mischief","North East",147,2008
"Motor Vehicle Accidents","North East",89,2008
"Municipal Bylaws","North East",15,2008
"Murder 2nd Degree","North East",1,2008
"Offensive Weapons","North East",12,2008
"Other Criminal Acts","North East",22,2008
"Other Criminal Code Driving Violations","North East",4,2008
"Other Sexual Crime","North East",6,2008
"Property Damage","North East",0,2008
"Prostitution","North East",2,2008
"Provincial Statute Driving Violations","North East",73,2008
"Provincial Statutes","North East",78,2008
"Robbery","North East",2,2008
"Robbery-Commercial","North East",2,2008
"Robbery-Person","North East",7,2008
"Robbery-Taxi","North East",1,2008
"Seized Vehicles","North East",164,2008
"Sexual Assault","North East",7,2008
"Theft From Auto Over $5K","North East",0,2008
"Theft From Auto Under $5K","North East",124,2008
"Theft of Auto","North East",124,2008
"Theft Over $5K","North East",3,2008
"Theft Under $5K","North East",341,2008
"Threatening","North East",7,2008
"Trafficking and possession stolen goods","North East",41,2008
"Violence/Threats","North East",23,2008
"Total","North East",1688,2008
"Arson","Prairie View",2,2008
"Assault","Prairie View",13,2008
"Attempted Murder","Prairie View",0,2008
"B&E (Business)","Prairie View",1,2008
"B&E (Garage)","Prairie View",5,2008
"B&E (Other)","Prairie View",5,2008
"B&E (Residence)","Prairie View",14,2008
"Counterfeit","Prairie View",0,2008
"Dangerous Operation of a Motor Vehicle","Prairie View",0,2008
"Deprivation of Freedom","Prairie View",0,2008
"Driving Suspensions","Prairie View",10,2008
"Drugs&Controlled Substances","Prairie View",4,2008
"Drugs/Substances","Prairie View",0,2008
"Escape Lawful Custody","Prairie View",0,2008
"Federal Statutes","Prairie View",1,2008
"Firearms offense","Prairie View",0,2008
"Fraud","Prairie View",7,2008
"Impaired Driving","Prairie View",3,2008
"Indecent Acts","Prairie View",0,2008
"Manslaughter","Prairie View",0,2008
"Mischief","Prairie View",56,2008
"Motor Vehicle Accidents","Prairie View",9,2008
"Municipal Bylaws","Prairie View",6,2008
"Murder 2nd Degree","Prairie View",0,2008
"Offensive Weapons","Prairie View",0,2008
"Other Criminal Acts","Prairie View",3,2008
"Other Criminal Code Driving Violations","Prairie View",1,2008
"Other Sexual Crime","Prairie View",1,2008
"Property Damage","Prairie View",0,2008
"Prostitution","Prairie View",0,2008
"Provincial Statute Driving Violations","Prairie View",8,2008
"Provincial Statutes","Prairie View",7,2008
"Robbery","Prairie View",0,2008
"Robbery-Commercial","Prairie View",0,2008
"Robbery-Person","Prairie View",0,2008
"Robbery-Taxi","Prairie View",0,2008
"Seized Vehicles","Prairie View",27,2008
"Sexual Assault","Prairie View",2,2008
"Theft From Auto Over $5K","Prairie View",0,2008
"Theft From Auto Under $5K","Prairie View",38,2008
"Theft of Auto","Prairie View",24,2008
"Theft Over $5K","Prairie View",0,2008
"Theft Under $5K","Prairie View",13,2008
"Threatening","Prairie View",1,2008
"Trafficking and possession stolen goods","Prairie View",1,2008
"Violence/Threats","Prairie View",8,2008
"Total","Prairie View",270,2008
"Arson","Regent Park",2,2008
"Assault","Regent Park",17,2008
"Attempted Murder","Regent Park",1,2008
"B&E (Business)","Regent Park",0,2008
"B&E (Garage)","Regent Park",9,2008
"B&E (Other)","Regent Park",2,2008
"B&E (Residence)","Regent Park",14,2008
"Counterfeit","Regent Park",0,2008
"Dangerous Operation of a Motor Vehicle","Regent Park",2,2008
"Deprivation of Freedom","Regent Park",0,2008
"Driving Suspensions","Regent Park",16,2008
"Drugs&Controlled Substances","Regent Park",5,2008
"Drugs/Substances","Regent Park",0,2008
"Escape Lawful Custody","Regent Park",0,2008
"Federal Statutes","Regent Park",4,2008
"Firearms offense","Regent Park",0,2008
"Fraud","Regent Park",2,2008
"Impaired Driving","Regent Park",10,2008
"Indecent Acts","Regent Park",0,2008
"Manslaughter","Regent Park",0,2008
"Mischief","Regent Park",35,2008
"Motor Vehicle Accidents","Regent Park",12,2008
"Municipal Bylaws","Regent Park",4,2008
"Murder 2nd Degree","Regent Park",0,2008
"Offensive Weapons","Regent Park",5,2008
"Other Criminal Acts","Regent Park",7,2008
"Other Criminal Code Driving Violations","Regent Park",1,2008
"Other Sexual Crime","Regent Park",0,2008
"Property Damage","Regent Park",1,2008
"Prostitution","Regent Park",0,2008
"Provincial Statute Driving Violations","Regent Park",31,2008
"Provincial Statutes","Regent Park",13,2008
"Robbery","Regent Park",1,2008
"Robbery-Commercial","Regent Park",0,2008
"Robbery-Person","Regent Park",2,2008
"Robbery-Taxi","Regent Park",0,2008
"Seized Vehicles","Regent Park",71,2008
"Sexual Assault","Regent Park",1,2008
"Theft From Auto Over $5K","Regent Park",0,2008
"Theft From Auto Under $5K","Regent Park",22,2008
"Theft of Auto","Regent Park",34,2008
"Theft Over $5K","Regent Park",0,2008
"Theft Under $5K","Regent Park",24,2008
"Threatening","Regent Park",0,2008
"Trafficking and possession stolen goods","Regent Park",5,2008
"Violence/Threats","Regent Park",6,2008
"Total","Regent Park",359,2008
"Arson","Rosemont",4,2008
"Assault","Rosemont",54,2008
"Attempted Murder","Rosemont",0,2008
"B&E (Business)","Rosemont",3,2008
"B&E (Garage)","Rosemont",22,2008
"B&E (Other)","Rosemont",2,2008
"B&E (Residence)","Rosemont",25,2008
"Counterfeit","Rosemont",0,2008
"Dangerous Operation of a Motor Vehicle","Rosemont",4,2008
"Deprivation of Freedom","Rosemont",0,2008
"Driving Suspensions","Rosemont",21,2008
"Drugs&Controlled Substances","Rosemont",19,2008
"Drugs/Substances","Rosemont",0,2008
"Escape Lawful Custody","Rosemont",0,2008
"Federal Statutes","Rosemont",7,2008
"Firearms offense","Rosemont",1,2008
"Fraud","Rosemont",9,2008
"Impaired Driving","Rosemont",16,2008
"Indecent Acts","Rosemont",1,2008
"Manslaughter","Rosemont",0,2008
"Mischief","Rosemont",115,2008
"Motor Vehicle Accidents","Rosemont",22,2008
"Municipal Bylaws","Rosemont",9,2008
"Murder 2nd Degree","Rosemont",0,2008
"Offensive Weapons","Rosemont",9,2008
"Other Criminal Acts","Rosemont",6,2008
"Other Criminal Code Driving Violations","Rosemont",1,2008
"Other Sexual Crime","Rosemont",1,2008
"Property Damage","Rosemont",1,2008
"Prostitution","Rosemont",0,2008
"Provincial Statute Driving Violations","Rosemont",30,2008
"Provincial Statutes","Rosemont",38,2008
"Robbery","Rosemont",1,2008
"Robbery-Commercial","Rosemont",2,2008
"Robbery-Person","Rosemont",4,2008
"Robbery-Taxi","Rosemont",0,2008
"Seized Vehicles","Rosemont",76,2008
"Sexual Assault","Rosemont",5,2008
"Theft From Auto Over $5K","Rosemont",0,2008
"Theft From Auto Under $5K","Rosemont",82,2008
"Theft of Auto","Rosemont",62,2008
"Theft Over $5K","Rosemont",1,2008
"Theft Under $5K","Rosemont",62,2008
"Threatening","Rosemont",3,2008
"Trafficking and possession stolen goods","Rosemont",7,2008
"Violence/Threats","Rosemont",20,2008
"Total","Rosemont",745,2008
"Arson","Ross Industrial",0,2008
"Assault","Ross Industrial",9,2008
"Attempted Murder","Ross Industrial",0,2008
"B&E (Business)","Ross Industrial",13,2008
"B&E (Garage)","Ross Industrial",0,2008
"B&E (Other)","Ross Industrial",32,2008
"B&E (Residence)","Ross Industrial",2,2008
"Counterfeit","Ross Industrial",1,2008
"Dangerous Operation of a Motor Vehicle","Ross Industrial",3,2008
"Deprivation of Freedom","Ross Industrial",0,2008
"Driving Suspensions","Ross Industrial",52,2008
"Drugs&Controlled Substances","Ross Industrial",6,2008
"Drugs/Substances","Ross Industrial",2,2008
"Escape Lawful Custody","Ross Industrial",0,2008
"Federal Statutes","Ross Industrial",1,2008
"Firearms offense","Ross Industrial",0,2008
"Fraud","Ross Industrial",17,2008
"Impaired Driving","Ross Industrial",22,2008
"Indecent Acts","Ross Industrial",0,2008
"Manslaughter","Ross Industrial",0,2008
"Mischief","Ross Industrial",50,2008
"Motor Vehicle Accidents","Ross Industrial",34,2008
"Municipal Bylaws","Ross Industrial",0,2008
"Murder 2nd Degree","Ross Industrial",0,2008
"Offensive Weapons","Ross Industrial",1,2008
"Other Criminal Acts","Ross Industrial",7,2008
"Other Criminal Code Driving Violations","Ross Industrial",4,2008
"Other Sexual Crime","Ross Industrial",0,2008
"Property Damage","Ross Industrial",0,2008
"Prostitution","Ross Industrial",2,2008
"Provincial Statute Driving Violations","Ross Industrial",53,2008
"Provincial Statutes","Ross Industrial",13,2008
"Robbery","Ross Industrial",1,2008
"Robbery-Commercial","Ross Industrial",0,2008
"Robbery-Person","Ross Industrial",0,2008
"Robbery-Taxi","Ross Industrial",0,2008
"Seized Vehicles","Ross Industrial",135,2008
"Sexual Assault","Ross Industrial",2,2008
"Theft From Auto Over $5K","Ross Industrial",0,2008
"Theft From Auto Under $5K","Ross Industrial",39,2008
"Theft of Auto","Ross Industrial",16,2008
"Theft Over $5K","Ross Industrial",4,2008
"Theft Under $5K","Ross Industrial",36,2008
"Threatening","Ross Industrial",0,2008
"Trafficking and possession stolen goods","Ross Industrial",10,2008
"Violence/Threats","Ross Industrial",3,2008
"Total","Ross Industrial",570,2008
"Arson","Rural",0,2008
"Assault","Rural",0,2008
"Attempted Murder","Rural",0,2008
"B&E (Business)","Rural",1,2008
"B&E (Garage)","Rural",0,2008
"B&E (Other)","Rural",1,2008
"B&E (Residence)","Rural",0,2008
"Counterfeit","Rural",0,2008
"Dangerous Operation of a Motor Vehicle","Rural",0,2008
"Deprivation of Freedom","Rural",0,2008
"Driving Suspensions","Rural",6,2008
"Drugs&Controlled Substances","Rural",0,2008
"Drugs/Substances","Rural",0,2008
"Escape Lawful Custody","Rural",0,2008
"Federal Statutes","Rural",0,2008
"Firearms offense","Rural",0,2008
"Fraud","Rural",0,2008
"Impaired Driving","Rural",1,2008
"Indecent Acts","Rural",0,2008
"Manslaughter","Rural",0,2008
"Mischief","Rural",2,2008
"Motor Vehicle Accidents","Rural",1,2008
"Municipal Bylaws","Rural",0,2008
"Murder 2nd Degree","Rural",0,2008
"Offensive Weapons","Rural",0,2008
"Other Criminal Acts","Rural",0,2008
"Other Criminal Code Driving Violations","Rural",0,2008
"Other Sexual Crime","Rural",0,2008
"Property Damage","Rural",0,2008
"Prostitution","Rural",0,2008
"Provincial Statute Driving Violations","Rural",3,2008
"Provincial Statutes","Rural",1,2008
"Robbery","Rural",0,2008
"Robbery-Commercial","Rural",0,2008
"Robbery-Person","Rural",0,2008
"Robbery-Taxi","Rural",0,2008
"Seized Vehicles","Rural",9,2008
"Sexual Assault","Rural",0,2008
"Theft From Auto Over $5K","Rural",0,2008
"Theft From Auto Under $5K","Rural",2,2008
"Theft of Auto","Rural",1,2008
"Theft Over $5K","Rural",0,2008
"Theft Under $5K","Rural",1,2008
"Threatening","Rural",0,2008
"Trafficking and possession stolen goods","Rural",0,2008
"Violence/Threats","Rural",0,2008
"Total","Rural",29,2008
"Arson","Sherwood Estates",5,2008
"Assault","Sherwood Estates",35,2008
"Attempted Murder","Sherwood Estates",0,2008
"B&E (Business)","Sherwood Estates",0,2008
"B&E (Garage)","Sherwood Estates",5,2008
"B&E (Other)","Sherwood Estates",0,2008
"B&E (Residence)","Sherwood Estates",16,2008
"Counterfeit","Sherwood Estates",0,2008
"Dangerous Operation of a Motor Vehicle","Sherwood Estates",0,2008
"Deprivation of Freedom","Sherwood Estates",0,2008
"Driving Suspensions","Sherwood Estates",9,2008
"Drugs&Controlled Substances","Sherwood Estates",4,2008
"Drugs/Substances","Sherwood Estates",0,2008
"Escape Lawful Custody","Sherwood Estates",0,2008
"Federal Statutes","Sherwood Estates",3,2008
"Firearms offense","Sherwood Estates",0,2008
"Fraud","Sherwood Estates",2,2008
"Impaired Driving","Sherwood Estates",4,2008
"Indecent Acts","Sherwood Estates",0,2008
"Manslaughter","Sherwood Estates",0,2008
"Mischief","Sherwood Estates",52,2008
"Motor Vehicle Accidents","Sherwood Estates",20,2008
"Municipal Bylaws","Sherwood Estates",5,2008
"Murder 2nd Degree","Sherwood Estates",0,2008
"Offensive Weapons","Sherwood Estates",2,2008
"Other Criminal Acts","Sherwood Estates",2,2008
"Other Criminal Code Driving Violations","Sherwood Estates",0,2008
"Other Sexual Crime","Sherwood Estates",0,2008
"Property Damage","Sherwood Estates",0,2008
"Prostitution","Sherwood Estates",0,2008
"Provincial Statute Driving Violations","Sherwood Estates",9,2008
"Provincial Statutes","Sherwood Estates",16,2008
"Robbery","Sherwood Estates",0,2008
"Robbery-Commercial","Sherwood Estates",0,2008
"Robbery-Person","Sherwood Estates",2,2008
"Robbery-Taxi","Sherwood Estates",0,2008
"Seized Vehicles","Sherwood Estates",30,2008
"Sexual Assault","Sherwood Estates",0,2008
"Theft From Auto Over $5K","Sherwood Estates",0,2008
"Theft From Auto Under $5K","Sherwood Estates",38,2008
"Theft of Auto","Sherwood Estates",19,2008
"Theft Over $5K","Sherwood Estates",0,2008
"Theft Under $5K","Sherwood Estates",13,2008
"Threatening","Sherwood Estates",4,2008
"Trafficking and possession stolen goods","Sherwood Estates",1,2008
"Violence/Threats","Sherwood Estates",8,2008
"Total","Sherwood Estates",304,2008
"Arson","Twin Lakes",0,2008
"Assault","Twin Lakes",18,2008
"Attempted Murder","Twin Lakes",0,2008
"B&E (Business)","Twin Lakes",0,2008
"B&E (Garage)","Twin Lakes",3,2008
"B&E (Other)","Twin Lakes",3,2008
"B&E (Residence)","Twin Lakes",13,2008
"Counterfeit","Twin Lakes",1,2008
"Dangerous Operation of a Motor Vehicle","Twin Lakes",1,2008
