"crime","neighbourhood","incidents","year"
"Robbery-Person","Hillsdale",1,2007
"Robbery-Taxi","Hillsdale",0,2007
"Seized Vehicles","Hillsdale",44,2007
"Sexual Assault","Hillsdale",2,2007
"Theft From Auto Over $5K","Hillsdale",1,2007
"Theft From Auto Under $5K","Hillsdale",74,2007
"Theft of Auto","Hillsdale",34,2007
"Theft Over $5K","Hillsdale",3,2007
"Theft Under $5K","Hillsdale",98,2007
"Threatening","Hillsdale",3,2007
"Trafficking and possession stolen goods","Hillsdale",6,2007
"Violence/Threats","Hillsdale",14,2007
"Total","Hillsdale",680,2007
"Arson","Lakeview",2,2007
"Assault","Lakeview",19,2007
"Attempted Murder","Lakeview",0,2007
"B&E (Business)","Lakeview",7,2007
"B&E (Garage)","Lakeview",42,2007
"B&E (Other)","Lakeview",10,2007
"B&E (Residence)","Lakeview",76,2007
"Counterfeit","Lakeview",0,2007
"Dangerous Operation of a Motor Vehicle","Lakeview",7,2007
"Deprivation of Freedom","Lakeview",0,2007
"Driving Suspensions","Lakeview",32,2007
"Drugs&Controlled Substances","Lakeview",6,2007
"Drugs/Substances","Lakeview",2,2007
"Escape Lawful Custody","Lakeview",0,2007
"Federal Statutes","Lakeview",2,2007
"Fraud","Lakeview",7,2007
"Gaming&Betting offenses","Lakeview",0,2007
"Impaired Driving","Lakeview",8,2007
"Indecent Acts","Lakeview",3,2007
"Mischief","Lakeview",81,2007
"Motor Vehicle Accidents","Lakeview",5,2007
"Municipal Bylaws","Lakeview",6,2007
"Murder 1st Degree","Lakeview",0,2007
"Murder 2nd Degree","Lakeview",0,2007
"Offensive Weapons","Lakeview",2,2007
"Other Criminal Acts","Lakeview",7,2007
"Other Criminal Code Driving Violations","Lakeview",1,2007
"Other Sexual Crime","Lakeview",0,2007
"Property Damage","Lakeview",2,2007
"Prostitution","Lakeview",0,2007
"Provincial Statute Driving Violations","Lakeview",22,2007
"Provincial Statutes","Lakeview",21,2007
"Robbery","Lakeview",4,2007
"Robbery-Commercial","Lakeview",1,2007
"Robbery-Person","Lakeview",2,2007
"Robbery-Taxi","Lakeview",0,2007
"Seized Vehicles","Lakeview",80,2007
"Sexual Assault","Lakeview",5,2007
"Theft From Auto Over $5K","Lakeview",0,2007
"Theft From Auto Under $5K","Lakeview",87,2007
"Theft of Auto","Lakeview",31,2007
"Theft Over $5K","Lakeview",2,2007
"Theft Under $5K","Lakeview",55,2007
"Threatening","Lakeview",3,2007
"Trafficking and possession stolen goods","Lakeview",4,2007
"Violence/Threats","Lakeview",9,2007
"Total","Lakeview",653,2007
"Arson","Market Square",3,2007
"Assault","Market Square",71,2007
"Attempted Murder","Market Square",0,2007
"B&E (Business)","Market Square",9,2007
"B&E (Garage)","Market Square",0,2007
"B&E (Other)","Market Square",28,2007
"B&E (Residence)","Market Square",7,2007
"Counterfeit","Market Square",18,2007
"Dangerous Operation of a Motor Vehicle","Market Square",2,2007
"Deprivation of Freedom","Market Square",2,2007
"Driving Suspensions","Market Square",40,2007
"Drugs&Controlled Substances","Market Square",30,2007
"Drugs/Substances","Market Square",2,2007
"Escape Lawful Custody","Market Square",2,2007
"Federal Statutes","Market Square",33,2007
"Fraud","Market Square",44,2007
"Gaming&Betting offenses","Market Square",1,2007
"Impaired Driving","Market Square",20,2007
"Indecent Acts","Market Square",1,2007
"Mischief","Market Square",97,2007
"Motor Vehicle Accidents","Market Square",12,2007
"Municipal Bylaws","Market Square",1,2007
"Murder 1st Degree","Market Square",0,2007
"Murder 2nd Degree","Market Square",0,2007
"Offensive Weapons","Market Square",7,2007
"Other Criminal Acts","Market Square",146,2007
"Other Criminal Code Driving Violations","Market Square",3,2007
"Other Sexual Crime","Market Square",0,2007
"Property Damage","Market Square",0,2007
"Prostitution","Market Square",2,2007
"Provincial Statute Driving Violations","Market Square",42,2007
"Provincial Statutes","Market Square",164,2007
"Robbery","Market Square",23,2007
"Robbery-Commercial","Market Square",2,2007
"Robbery-Person","Market Square",26,2007
"Robbery-Taxi","Market Square",0,2007
"Seized Vehicles","Market Square",98,2007
"Sexual Assault","Market Square",2,2007
"Theft From Auto Over $5K","Market Square",0,2007
"Theft From Auto Under $5K","Market Square",87,2007
"Theft of Auto","Market Square",35,2007
"Theft Over $5K","Market Square",5,2007
"Theft Under $5K","Market Square",216,2007
"Threatening","Market Square",1,2007
"Trafficking and possession stolen goods","Market Square",17,2007
"Violence/Threats","Market Square",17,2007
"Total","Market Square",1316,2007
"Arson","McNab",0,2007
"Assault","McNab",14,2007
"Attempted Murder","McNab",0,2007
"B&E (Business)","McNab",0,2007
"B&E (Garage)","McNab",26,2007
"B&E (Other)","McNab",6,2007
"B&E (Residence)","McNab",17,2007
"Counterfeit","McNab",0,2007
"Dangerous Operation of a Motor Vehicle","McNab",1,2007
"Deprivation of Freedom","McNab",1,2007
"Driving Suspensions","McNab",9,2007
"Drugs&Controlled Substances","McNab",4,2007
"Drugs/Substances","McNab",1,2007
"Escape Lawful Custody","McNab",0,2007
"Federal Statutes","McNab",1,2007
"Fraud","McNab",1,2007
"Gaming&Betting offenses","McNab",0,2007
"Impaired Driving","McNab",8,2007
"Indecent Acts","McNab",0,2007
"Mischief","McNab",36,2007
"Motor Vehicle Accidents","McNab",3,2007
"Municipal Bylaws","McNab",0,2007
"Murder 1st Degree","McNab",0,2007
"Murder 2nd Degree","McNab",0,2007
"Offensive Weapons","McNab",2,2007
"Other Criminal Acts","McNab",1,2007
"Other Criminal Code Driving Violations","McNab",0,2007
"Other Sexual Crime","McNab",0,2007
"Property Damage","McNab",0,2007
"Prostitution","McNab",0,2007
"Provincial Statute Driving Violations","McNab",9,2007
"Provincial Statutes","McNab",17,2007
"Robbery","McNab",0,2007
"Robbery-Commercial","McNab",0,2007
"Robbery-Person","McNab",0,2007
"Robbery-Taxi","McNab",0,2007
"Seized Vehicles","McNab",21,2007
"Sexual Assault","McNab",1,2007
"Theft From Auto Over $5K","McNab",1,2007
"Theft From Auto Under $5K","McNab",18,2007
"Theft of Auto","McNab",11,2007
"Theft Over $5K","McNab",0,2007
"Theft Under $5K","McNab",16,2007
"Threatening","McNab",0,2007
"Trafficking and possession stolen goods","McNab",4,2007
"Violence/Threats","McNab",6,2007
"Total","McNab",235,2007
"Arson","Mount Royal",2,2007
"Assault","Mount Royal",15,2007
"Attempted Murder","Mount Royal",1,2007
"B&E (Business)","Mount Royal",0,2007
"B&E (Garage)","Mount Royal",40,2007
"B&E (Other)","Mount Royal",1,2007
"B&E (Residence)","Mount Royal",25,2007
"Counterfeit","Mount Royal",0,2007
"Dangerous Operation of a Motor Vehicle","Mount Royal",0,2007
"Deprivation of Freedom","Mount Royal",0,2007
"Driving Suspensions","Mount Royal",14,2007
"Drugs&Controlled Substances","Mount Royal",0,2007
"Drugs/Substances","Mount Royal",0,2007
"Escape Lawful Custody","Mount Royal",0,2007
"Federal Statutes","Mount Royal",0,2007
"Fraud","Mount Royal",5,2007
"Gaming&Betting offenses","Mount Royal",0,2007
"Impaired Driving","Mount Royal",5,2007
"Indecent Acts","Mount Royal",2,2007
"Mischief","Mount Royal",37,2007
"Motor Vehicle Accidents","Mount Royal",4,2007
"Municipal Bylaws","Mount Royal",5,2007
"Murder 1st Degree","Mount Royal",0,2007
"Murder 2nd Degree","Mount Royal",0,2007
"Offensive Weapons","Mount Royal",0,2007
"Other Criminal Acts","Mount Royal",2,2007
"Other Criminal Code Driving Violations","Mount Royal",1,2007
"Other Sexual Crime","Mount Royal",0,2007
"Property Damage","Mount Royal",0,2007
"Prostitution","Mount Royal",0,2007
"Provincial Statute Driving Violations","Mount Royal",16,2007
"Provincial Statutes","Mount Royal",7,2007
"Robbery","Mount Royal",3,2007
"Robbery-Commercial","Mount Royal",2,2007
"Robbery-Person","Mount Royal",1,2007
"Robbery-Taxi","Mount Royal",0,2007
"Seized Vehicles","Mount Royal",36,2007
"Sexual Assault","Mount Royal",3,2007
"Theft From Auto Over $5K","Mount Royal",0,2007
"Theft From Auto Under $5K","Mount Royal",17,2007
"Theft of Auto","Mount Royal",14,2007
"Theft Over $5K","Mount Royal",0,2007
"Theft Under $5K","Mount Royal",24,2007
"Threatening","Mount Royal",0,2007
"Trafficking and possession stolen goods","Mount Royal",0,2007
"Violence/Threats","Mount Royal",2,2007
"Total","Mount Royal",284,2007
"Arson","Normanview",1,2007
"Assault","Normanview",38,2007
"Attempted Murder","Normanview",0,2007
"B&E (Business)","Normanview",0,2007
"B&E (Garage)","Normanview",22,2007
"B&E (Other)","Normanview",0,2007
"B&E (Residence)","Normanview",19,2007
"Counterfeit","Normanview",0,2007
"Dangerous Operation of a Motor Vehicle","Normanview",1,2007
"Deprivation of Freedom","Normanview",1,2007
"Driving Suspensions","Normanview",8,2007
"Drugs&Controlled Substances","Normanview",12,2007
"Drugs/Substances","Normanview",0,2007
"Escape Lawful Custody","Normanview",0,2007
"Federal Statutes","Normanview",4,2007
"Fraud","Normanview",2,2007
"Gaming&Betting offenses","Normanview",0,2007
"Impaired Driving","Normanview",4,2007
"Indecent Acts","Normanview",0,2007
"Mischief","Normanview",60,2007
"Motor Vehicle Accidents","Normanview",1,2007
"Municipal Bylaws","Normanview",2,2007
"Murder 1st Degree","Normanview",0,2007
"Murder 2nd Degree","Normanview",0,2007
"Offensive Weapons","Normanview",0,2007
"Other Criminal Acts","Normanview",2,2007
"Other Criminal Code Driving Violations","Normanview",1,2007
"Other Sexual Crime","Normanview",0,2007
"Property Damage","Normanview",0,2007
"Prostitution","Normanview",0,2007
"Provincial Statute Driving Violations","Normanview",22,2007
"Provincial Statutes","Normanview",10,2007
"Robbery","Normanview",2,2007
"Robbery-Commercial","Normanview",0,2007
"Robbery-Person","Normanview",2,2007
"Robbery-Taxi","Normanview",0,2007
"Seized Vehicles","Normanview",36,2007
"Sexual Assault","Normanview",3,2007
"Theft From Auto Over $5K","Normanview",0,2007
"Theft From Auto Under $5K","Normanview",37,2007
"Theft of Auto","Normanview",29,2007
"Theft Over $5K","Normanview",0,2007
"Theft Under $5K","Normanview",22,2007
"Threatening","Normanview",1,2007
"Trafficking and possession stolen goods","Normanview",0,2007
"Violence/Threats","Normanview",10,2007
"Total","Normanview",352,2007
"Arson","Normanview West",1,2007
"Assault","Normanview West",15,2007
"Attempted Murder","Normanview West",0,2007
"B&E (Business)","Normanview West",1,2007
"B&E (Garage)","Normanview West",19,2007
"B&E (Other)","Normanview West",1,2007
"B&E (Residence)","Normanview West",11,2007
"Counterfeit","Normanview West",0,2007
"Dangerous Operation of a Motor Vehicle","Normanview West",0,2007
"Deprivation of Freedom","Normanview West",1,2007
"Driving Suspensions","Normanview West",9,2007
"Drugs&Controlled Substances","Normanview West",3,2007
"Drugs/Substances","Normanview West",2,2007
"Escape Lawful Custody","Normanview West",0,2007
"Federal Statutes","Normanview West",3,2007
"Fraud","Normanview West",5,2007
"Gaming&Betting offenses","Normanview West",0,2007
"Impaired Driving","Normanview West",9,2007
"Indecent Acts","Normanview West",0,2007
"Mischief","Normanview West",40,2007
"Motor Vehicle Accidents","Normanview West",7,2007
"Municipal Bylaws","Normanview West",7,2007
"Murder 1st Degree","Normanview West",0,2007
"Murder 2nd Degree","Normanview West",0,2007
"Offensive Weapons","Normanview West",5,2007
"Other Criminal Acts","Normanview West",5,2007
"Other Criminal Code Driving Violations","Normanview West",1,2007
"Other Sexual Crime","Normanview West",0,2007
"Property Damage","Normanview West",1,2007
"Prostitution","Normanview West",0,2007
"Provincial Statute Driving Violations","Normanview West",15,2007
"Provincial Statutes","Normanview West",20,2007
"Robbery","Normanview West",0,2007
"Robbery-Commercial","Normanview West",1,2007
"Robbery-Person","Normanview West",3,2007
"Robbery-Taxi","Normanview West",1,2007
"Seized Vehicles","Normanview West",39,2007
"Sexual Assault","Normanview West",0,2007
"Theft From Auto Over $5K","Normanview West",0,2007
"Theft From Auto Under $5K","Normanview West",17,2007
"Theft of Auto","Normanview West",19,2007
"Theft Over $5K","Normanview West",1,2007
"Theft Under $5K","Normanview West",53,2007
"Threatening","Normanview West",0,2007
"Trafficking and possession stolen goods","Normanview West",4,2007
"Violence/Threats","Normanview West",7,2007
"Total","Normanview West",326,2007
"Arson","North Central",38,2007
"Assault","North Central",573,2007
"Attempted Murder","North Central",8,2007
"B&E (Business)","North Central",18,2007
"B&E (Garage)","North Central",120,2007
"B&E (Other)","North Central",51,2007
"B&E (Residence)","North Central",413,2007
"Counterfeit","North Central",1,2007
"Dangerous Operation of a Motor Vehicle","North Central",22,2007
"Deprivation of Freedom","North Central",11,2007
"Driving Suspensions","North Central",173,2007
"Drugs&Controlled Substances","North Central",87,2007
"Drugs/Substances","North Central",14,2007
"Escape Lawful Custody","North Central",2,2007
"Federal Statutes","North Central",56,2007
"Fraud","North Central",51,2007
"Gaming&Betting offenses","North Central",0,2007
"Impaired Driving","North Central",98,2007
"Indecent Acts","North Central",4,2007
"Mischief","North Central",517,2007
"Motor Vehicle Accidents","North Central",20,2007
"Municipal Bylaws","North Central",28,2007
"Murder 1st Degree","North Central",1,2007
"Murder 2nd Degree","North Central",1,2007
"Offensive Weapons","North Central",84,2007
"Other Criminal Acts","North Central",89,2007
"Other Criminal Code Driving Violations","North Central",17,2007
"Other Sexual Crime","North Central",0,2007
"Property Damage","North Central",0,2007
"Prostitution","North Central",40,2007
"Provincial Statute Driving Violations","North Central",256,2007
"Provincial Statutes","North Central",480,2007
"Robbery","North Central",63,2007
"Robbery-Commercial","North Central",8,2007
"Robbery-Person","North Central",63,2007
"Robbery-Taxi","North Central",3,2007
"Seized Vehicles","North Central",576,2007
"Sexual Assault","North Central",24,2007
"Theft From Auto Over $5K","North Central",2,2007
"Theft From Auto Under $5K","North Central",229,2007
"Theft of Auto","North Central",199,2007
"Theft Over $5K","North Central",4,2007
"Theft Under $5K","North Central",329,2007
"Threatening","North Central",6,2007
"Trafficking and possession stolen goods","North Central",102,2007
"Violence/Threats","North Central",81,2007
"Total","North Central",4962,2007
"Arson","North East",2,2007
"Assault","North East",120,2007
"Attempted Murder","North East",1,2007
"B&E (Business)","North East",13,2007
"B&E (Garage)","North East",41,2007
"B&E (Other)","North East",29,2007
"B&E (Residence)","North East",67,2007
"Counterfeit","North East",3,2007
"Dangerous Operation of a Motor Vehicle","North East",3,2007
"Deprivation of Freedom","North East",0,2007
"Driving Suspensions","North East",40,2007
"Drugs&Controlled Substances","North East",27,2007
"Drugs/Substances","North East",7,2007
"Escape Lawful Custody","North East",1,2007
"Federal Statutes","North East",15,2007
"Fraud","North East",35,2007
"Gaming&Betting offenses","North East",0,2007
"Impaired Driving","North East",27,2007
"Indecent Acts","North East",0,2007
"Mischief","North East",191,2007
"Motor Vehicle Accidents","North East",10,2007
"Municipal Bylaws","North East",20,2007
"Murder 1st Degree","North East",0,2007
"Murder 2nd Degree","North East",0,2007
"Offensive Weapons","North East",17,2007
"Other Criminal Acts","North East",20,2007
"Other Criminal Code Driving Violations","North East",2,2007
"Other Sexual Crime","North East",0,2007
"Property Damage","North East",0,2007
"Prostitution","North East",0,2007
"Provincial Statute Driving Violations","North East",60,2007
"Provincial Statutes","North East",64,2007
"Robbery","North East",12,2007
"Robbery-Commercial","North East",3,2007
"Robbery-Person","North East",8,2007
"Robbery-Taxi","North East",1,2007
"Seized Vehicles","North East",143,2007
"Sexual Assault","North East",8,2007
"Theft From Auto Over $5K","North East",0,2007
"Theft From Auto Under $5K","North East",138,2007
"Theft of Auto","North East",110,2007
"Theft Over $5K","North East",3,2007
"Theft Under $5K","North East",333,2007
"Threatening","North East",2,2007
"Trafficking and possession stolen goods","North East",35,2007
"Violence/Threats","North East",27,2007
"Total","North East",1638,2007
"Arson","Prairie View",1,2007
"Assault","Prairie View",10,2007
"Attempted Murder","Prairie View",0,2007
"B&E (Business)","Prairie View",1,2007
"B&E (Garage)","Prairie View",26,2007
"B&E (Other)","Prairie View",1,2007
"B&E (Residence)","Prairie View",24,2007
"Counterfeit","Prairie View",0,2007
"Dangerous Operation of a Motor Vehicle","Prairie View",0,2007
"Deprivation of Freedom","Prairie View",1,2007
"Driving Suspensions","Prairie View",7,2007
"Drugs&Controlled Substances","Prairie View",5,2007
"Drugs/Substances","Prairie View",2,2007
"Escape Lawful Custody","Prairie View",0,2007
"Federal Statutes","Prairie View",3,2007
"Fraud","Prairie View",5,2007
"Gaming&Betting offenses","Prairie View",0,2007
"Impaired Driving","Prairie View",1,2007
"Indecent Acts","Prairie View",2,2007
"Mischief","Prairie View",63,2007
"Motor Vehicle Accidents","Prairie View",2,2007
"Municipal Bylaws","Prairie View",5,2007
"Murder 1st Degree","Prairie View",0,2007
"Murder 2nd Degree","Prairie View",0,2007
"Offensive Weapons","Prairie View",0,2007
"Other Criminal Acts","Prairie View",2,2007
"Other Criminal Code Driving Violations","Prairie View",1,2007
"Other Sexual Crime","Prairie View",0,2007
"Property Damage","Prairie View",0,2007
"Prostitution","Prairie View",0,2007
"Provincial Statute Driving Violations","Prairie View",3,2007
"Provincial Statutes","Prairie View",9,2007
"Robbery","Prairie View",1,2007
"Robbery-Commercial","Prairie View",0,2007
"Robbery-Person","Prairie View",4,2007
"Robbery-Taxi","Prairie View",0,2007
"Seized Vehicles","Prairie View",13,2007
"Sexual Assault","Prairie View",0,2007
"Theft From Auto Over $5K","Prairie View",1,2007
"Theft From Auto Under $5K","Prairie View",41,2007
"Theft of Auto","Prairie View",17,2007
"Theft Over $5K","Prairie View",1,2007
"Theft Under $5K","Prairie View",15,2007
"Threatening","Prairie View",0,2007
"Trafficking and possession stolen goods","Prairie View",5,2007
"Violence/Threats","Prairie View",5,2007
"Total","Prairie View",277,2007
"Arson","Regent Park",1,2007
"Assault","Regent Park",38,2007
"Attempted Murder","Regent Park",1,2007
"B&E (Business)","Regent Park",0,2007
"B&E (Garage)","Regent Park",15,2007
"B&E (Other)","Regent Park",4,2007
"B&E (Residence)","Regent Park",24,2007
"Counterfeit","Regent Park",0,2007
"Dangerous Operation of a Motor Vehicle","Regent Park",0,2007
"Deprivation of Freedom","Regent Park",0,2007
"Driving Suspensions","Regent Park",14,2007
"Drugs&Controlled Substances","Regent Park",5,2007
"Drugs/Substances","Regent Park",1,2007
"Escape Lawful Custody","Regent Park",0,2007
"Federal Statutes","Regent Park",6,2007
"Fraud","Regent Park",3,2007
"Gaming&Betting offenses","Regent Park",0,2007
"Impaired Driving","Regent Park",9,2007
"Indecent Acts","Regent Park",0,2007
"Mischief","Regent Park",44,2007
"Motor Vehicle Accidents","Regent Park",3,2007
"Municipal Bylaws","Regent Park",3,2007
"Murder 1st Degree","Regent Park",0,2007
"Murder 2nd Degree","Regent Park",0,2007
"Offensive Weapons","Regent Park",2,2007
"Other Criminal Acts","Regent Park",1,2007
"Other Criminal Code Driving Violations","Regent Park",0,2007
"Other Sexual Crime","Regent Park",0,2007
"Property Damage","Regent Park",0,2007
"Prostitution","Regent Park",0,2007
"Provincial Statute Driving Violations","Regent Park",30,2007
"Provincial Statutes","Regent Park",17,2007
"Robbery","Regent Park",4,2007
"Robbery-Commercial","Regent Park",0,2007
"Robbery-Person","Regent Park",1,2007
"Robbery-Taxi","Regent Park",0,2007
"Seized Vehicles","Regent Park",55,2007
"Sexual Assault","Regent Park",1,2007
"Theft From Auto Over $5K","Regent Park",1,2007
"Theft From Auto Under $5K","Regent Park",13,2007
"Theft of Auto","Regent Park",28,2007
"Theft Over $5K","Regent Park",0,2007
"Theft Under $5K","Regent Park",34,2007
"Threatening","Regent Park",0,2007
"Trafficking and possession stolen goods","Regent Park",7,2007
"Violence/Threats","Regent Park",4,2007
"Total","Regent Park",369,2007
"Arson","Rosemont",7,2007
"Assault","Rosemont",72,2007
"Attempted Murder","Rosemont",0,2007
"B&E (Business)","Rosemont",1,2007
"B&E (Garage)","Rosemont",76,2007
"B&E (Other)","Rosemont",7,2007
"B&E (Residence)","Rosemont",83,2007
"Counterfeit","Rosemont",0,2007
"Dangerous Operation of a Motor Vehicle","Rosemont",2,2007
"Deprivation of Freedom","Rosemont",2,2007
"Driving Suspensions","Rosemont",17,2007
"Drugs&Controlled Substances","Rosemont",11,2007
"Drugs/Substances","Rosemont",0,2007
"Escape Lawful Custody","Rosemont",0,2007
"Federal Statutes","Rosemont",2,2007
"Fraud","Rosemont",8,2007
"Gaming&Betting offenses","Rosemont",0,2007
"Impaired Driving","Rosemont",12,2007
"Indecent Acts","Rosemont",1,2007
"Mischief","Rosemont",134,2007
"Motor Vehicle Accidents","Rosemont",3,2007
"Municipal Bylaws","Rosemont",13,2007
"Murder 1st Degree","Rosemont",0,2007
"Murder 2nd Degree","Rosemont",0,2007
"Offensive Weapons","Rosemont",1,2007
"Other Criminal Acts","Rosemont",6,2007
"Other Criminal Code Driving Violations","Rosemont",4,2007
"Other Sexual Crime","Rosemont",0,2007
"Property Damage","Rosemont",0,2007
"Prostitution","Rosemont",0,2007
"Provincial Statute Driving Violations","Rosemont",25,2007
"Provincial Statutes","Rosemont",23,2007
"Robbery","Rosemont",6,2007
"Robbery-Commercial","Rosemont",0,2007
"Robbery-Person","Rosemont",3,2007
"Robbery-Taxi","Rosemont",0,2007
"Seized Vehicles","Rosemont",54,2007
"Sexual Assault","Rosemont",5,2007
"Theft From Auto Over $5K","Rosemont",1,2007
"Theft From Auto Under $5K","Rosemont",67,2007
"Theft of Auto","Rosemont",75,2007
"Theft Over $5K","Rosemont",0,2007
"Theft Under $5K","Rosemont",75,2007
"Threatening","Rosemont",1,2007
"Trafficking and possession stolen goods","Rosemont",9,2007
"Violence/Threats","Rosemont",21,2007
"Total","Rosemont",827,2007
"Arson","Ross Industrial",0,2007
"Assault","Ross Industrial",11,2007
"Attempted Murder","Ross Industrial",0,2007
"B&E (Business)","Ross Industrial",18,2007
"B&E (Garage)","Ross Industrial",1,2007
"B&E (Other)","Ross Industrial",72,2007
"B&E (Residence)","Ross Industrial",3,2007
"Counterfeit","Ross Industrial",4,2007
"Dangerous Operation of a Motor Vehicle","Ross Industrial",6,2007
"Deprivation of Freedom","Ross Industrial",0,2007
"Driving Suspensions","Ross Industrial",41,2007
"Drugs&Controlled Substances","Ross Industrial",3,2007
"Drugs/Substances","Ross Industrial",0,2007
"Escape Lawful Custody","Ross Industrial",0,2007
"Federal Statutes","Ross Industrial",3,2007
"Fraud","Ross Industrial",9,2007
"Gaming&Betting offenses","Ross Industrial",0,2007
"Impaired Driving","Ross Industrial",16,2007
"Indecent Acts","Ross Industrial",0,2007
"Mischief","Ross Industrial",34,2007
"Motor Vehicle Accidents","Ross Industrial",6,2007
"Municipal Bylaws","Ross Industrial",1,2007
"Murder 1st Degree","Ross Industrial",0,2007
"Murder 2nd Degree","Ross Industrial",0,2007
"Offensive Weapons","Ross Industrial",1,2007
"Other Criminal Acts","Ross Industrial",4,2007
"Other Criminal Code Driving Violations","Ross Industrial",3,2007
"Other Sexual Crime","Ross Industrial",0,2007
"Property Damage","Ross Industrial",0,2007
"Prostitution","Ross Industrial",0,2007
"Provincial Statute Driving Violations","Ross Industrial",44,2007
"Provincial Statutes","Ross Industrial",10,2007
"Robbery","Ross Industrial",1,2007
"Robbery-Commercial","Ross Industrial",1,2007
"Robbery-Person","Ross Industrial",1,2007
"Robbery-Taxi","Ross Industrial",0,2007
"Seized Vehicles","Ross Industrial",109,2007
"Sexual Assault","Ross Industrial",1,2007
"Theft From Auto Over $5K","Ross Industrial",0,2007
"Theft From Auto Under $5K","Ross Industrial",55,2007
"Theft of Auto","Ross Industrial",25,2007
"Theft Over $5K","Ross Industrial",3,2007
"Theft Under $5K","Ross Industrial",46,2007
"Threatening","Ross Industrial",3,2007
"Trafficking and possession stolen goods","Ross Industrial",7,2007
"Violence/Threats","Ross Industrial",2,2007
"Total","Ross Industrial",544,2007
"Arson","Rural",0,2007
"Assault","Rural",0,2007
"Attempted Murder","Rural",0,2007
"B&E (Business)","Rural",0,2007
"B&E (Garage)","Rural",0,2007
"B&E (Other)","Rural",0,2007
"B&E (Residence)","Rural",0,2007
"Counterfeit","Rural",0,2007
"Dangerous Operation of a Motor Vehicle","Rural",1,2007
"Deprivation of Freedom","Rural",0,2007
"Driving Suspensions","Rural",7,2007
"Drugs&Controlled Substances","Rural",0,2007
"Drugs/Substances","Rural",0,2007
"Escape Lawful Custody","Rural",0,2007
"Federal Statutes","Rural",0,2007
"Fraud","Rural",0,2007
"Gaming&Betting offenses","Rural",0,2007
"Impaired Driving","Rural",0,2007
"Indecent Acts","Rural",0,2007
"Mischief","Rural",0,2007
"Motor Vehicle Accidents","Rural",0,2007
"Municipal Bylaws","Rural",0,2007
"Murder 1st Degree","Rural",0,2007
"Murder 2nd Degree","Rural",0,2007
"Offensive Weapons","Rural",0,2007
"Other Criminal Acts","Rural",0,2007
"Other Criminal Code Driving Violations","Rural",0,2007
"Other Sexual Crime","Rural",0,2007
"Property Damage","Rural",0,2007
"Prostitution","Rural",0,2007
"Provincial Statute Driving Violations","Rural",0,2007
"Provincial Statutes","Rural",0,2007
"Robbery","Rural",0,2007
"Robbery-Commercial","Rural",0,2007
"Robbery-Person","Rural",0,2007
"Robbery-Taxi","Rural",0,2007
"Seized Vehicles","Rural",9,2007
"Sexual Assault","Rural",1,2007
"Theft From Auto Over $5K","Rural",0,2007
"Theft From Auto Under $5K","Rural",3,2007
"Theft of Auto","Rural",0,2007
"Theft Over $5K","Rural",0,2007
"Theft Under $5K","Rural",0,2007
"Threatening","Rural",0,2007
"Trafficking and possession stolen goods","Rural",0,2007
"Violence/Threats","Rural",0,2007
"Total","Rural",21,2007
"Arson","Sherwood Estates",0,2007
"Assault","Sherwood Estates",26,2007
"Attempted Murder","Sherwood Estates",0,2007
"B&E (Business)","Sherwood Estates",0,2007
"B&E (Garage)","Sherwood Estates",7,2007
"B&E (Other)","Sherwood Estates",0,2007
"B&E (Residence)","Sherwood Estates",24,2007
"Counterfeit","Sherwood Estates",0,2007
"Dangerous Operation of a Motor Vehicle","Sherwood Estates",0,2007
"Deprivation of Freedom","Sherwood Estates",0,2007
"Driving Suspensions","Sherwood Estates",13,2007
"Drugs&Controlled Substances","Sherwood Estates",1,2007
"Drugs/Substances","Sherwood Estates",0,2007
"Escape Lawful Custody","Sherwood Estates",0,2007
"Federal Statutes","Sherwood Estates",4,2007
"Fraud","Sherwood Estates",3,2007
"Gaming&Betting offenses","Sherwood Estates",0,2007
"Impaired Driving","Sherwood Estates",3,2007
"Indecent Acts","Sherwood Estates",0,2007
"Mischief","Sherwood Estates",69,2007
"Motor Vehicle Accidents","Sherwood Estates",3,2007
"Municipal Bylaws","Sherwood Estates",3,2007
"Murder 1st Degree","Sherwood Estates",0,2007
"Murder 2nd Degree","Sherwood Estates",0,2007
"Offensive Weapons","Sherwood Estates",1,2007
"Other Criminal Acts","Sherwood Estates",0,2007
"Other Criminal Code Driving Violations","Sherwood Estates",0,2007
"Other Sexual Crime","Sherwood Estates",0,2007
"Property Damage","Sherwood Estates",0,2007
"Prostitution","Sherwood Estates",0,2007
"Provincial Statute Driving Violations","Sherwood Estates",9,2007
"Provincial Statutes","Sherwood Estates",7,2007
"Robbery","Sherwood Estates",1,2007
"Robbery-Commercial","Sherwood Estates",0,2007
"Robbery-Person","Sherwood Estates",2,2007
"Robbery-Taxi","Sherwood Estates",0,2007
"Seized Vehicles","Sherwood Estates",28,2007
"Sexual Assault","Sherwood Estates",2,2007
"Theft From Auto Over $5K","Sherwood Estates",0,2007
"Theft From Auto Under $5K","Sherwood Estates",31,2007
"Theft of Auto","Sherwood Estates",17,2007
"Theft Over $5K","Sherwood Estates",0,2007
"Theft Under $5K","Sherwood Estates",12,2007
"Threatening","Sherwood Estates",1,2007
"Trafficking and possession stolen goods","Sherwood Estates",1,2007
"Violence/Threats","Sherwood Estates",9,2007
"Total","Sherwood Estates",277,2007
