"crime","neighbourhood","incidents","year"
"B&E (Residence)","Argyle Park",14,2010
"Counterfeit","Argyle Park",1,2010
"Criminal Negligence Causing Death","Argyle Park",0,2010
"Dangerous Operation of a Motor Vehicle","Argyle Park",4,2010
"Deprivation of Freedom","Argyle Park",0,2010
"Driving Suspensions","Argyle Park",23,2010
"Drugs&Controlled Substances","Argyle Park",5,2010
"Drugs/Substances","Argyle Park",0,2010
"Escape Lawful Custody","Argyle Park",0,2010
"Federal Statutes","Argyle Park",6,2010
"Firearms offense","Argyle Park",1,2010
"Fraud","Argyle Park",14,2010
"Impaired Driving","Argyle Park",12,2010
"Indecent Acts","Argyle Park",0,2010
"Mischief","Argyle Park",51,2010
"Motor Vehicle Accidents","Argyle Park",31,2010
"Municipal Bylaws","Argyle Park",4,2010
"Murder 1st Degree","Argyle Park",0,2010
"Murder 2nd Degree","Argyle Park",0,2010
"Offensive Weapons","Argyle Park",6,2010
"Other Criminal Acts","Argyle Park",6,2010
"Other Criminal Code Driving Violations","Argyle Park",1,2010
"Other Sexual Crime","Argyle Park",0,2010
"Property Damage","Argyle Park",0,2010
"Prostitution","Argyle Park",0,2010
"Provincial Statute Driving Violations","Argyle Park",98,2010
"Provincial Statutes","Argyle Park",18,2010
"Robbery","Argyle Park",0,2010
"Robbery-Commercial","Argyle Park",0,2010
"Robbery-Person","Argyle Park",2,2010
"Robbery-Taxi","Argyle Park",0,2010
"Seized Vehicles","Argyle Park",41,2010
"Sexual Assault","Argyle Park",1,2010
"Theft From Auto Over $5K","Argyle Park",2,2010
"Theft From Auto Under $5K","Argyle Park",30,2010
"Theft of Auto","Argyle Park",17,2010
"Theft Over $5K","Argyle Park",0,2010
"Theft Under $5K","Argyle Park",113,2010
"Threatening","Argyle Park",0,2010
"Traffic Tickets","Argyle Park",0,2010
"Trafficking and possession stolen goods","Argyle Park",9,2010
"Violence/Threats","Argyle Park",8,2010
"Total","Argyle Park",555,2010
"Arson","Boothill",0,2010
"Assault","Boothill",4,2010
"Attempted Murder","Boothill",0,2010
"B&E (Business)","Boothill",0,2010
"B&E (Garage)","Boothill",6,2010
"B&E (Other)","Boothill",0,2010
"B&E (Residence)","Boothill",5,2010
"Counterfeit","Boothill",0,2010
"Criminal Negligence Causing Death","Boothill",0,2010
"Dangerous Operation of a Motor Vehicle","Boothill",3,2010
"Deprivation of Freedom","Boothill",0,2010
"Driving Suspensions","Boothill",15,2010
"Drugs&Controlled Substances","Boothill",3,2010
"Drugs/Substances","Boothill",0,2010
"Escape Lawful Custody","Boothill",0,2010
"Federal Statutes","Boothill",1,2010
"Firearms offense","Boothill",0,2010
"Fraud","Boothill",3,2010
"Impaired Driving","Boothill",7,2010
"Indecent Acts","Boothill",0,2010
"Mischief","Boothill",14,2010
"Motor Vehicle Accidents","Boothill",9,2010
"Municipal Bylaws","Boothill",2,2010
"Murder 1st Degree","Boothill",0,2010
"Murder 2nd Degree","Boothill",0,2010
"Offensive Weapons","Boothill",2,2010
"Other Criminal Acts","Boothill",0,2010
"Other Criminal Code Driving Violations","Boothill",0,2010
"Other Sexual Crime","Boothill",0,2010
"Property Damage","Boothill",0,2010
"Prostitution","Boothill",0,2010
"Provincial Statute Driving Violations","Boothill",18,2010
"Provincial Statutes","Boothill",10,2010
"Robbery","Boothill",0,2010
"Robbery-Commercial","Boothill",0,2010
"Robbery-Person","Boothill",1,2010
"Robbery-Taxi","Boothill",0,2010
"Seized Vehicles","Boothill",29,2010
"Sexual Assault","Boothill",0,2010
"Theft From Auto Over $5K","Boothill",1,2010
"Theft From Auto Under $5K","Boothill",32,2010
"Theft of Auto","Boothill",11,2010
"Theft Over $5K","Boothill",0,2010
"Theft Under $5K","Boothill",10,2010
"Threatening","Boothill",0,2010
"Traffic Tickets","Boothill",0,2010
"Trafficking and possession stolen goods","Boothill",3,2010
"Violence/Threats","Boothill",1,2010
"Total","Boothill",190,2010
"Arson","Cathedral",0,2010
"Assault","Cathedral",58,2010
"Attempted Murder","Cathedral",0,2010
"B&E (Business)","Cathedral",5,2010
"B&E (Garage)","Cathedral",57,2010
"B&E (Other)","Cathedral",3,2010
"B&E (Residence)","Cathedral",52,2010
"Counterfeit","Cathedral",6,2010
"Criminal Negligence Causing Death","Cathedral",0,2010
"Dangerous Operation of a Motor Vehicle","Cathedral",7,2010
"Deprivation of Freedom","Cathedral",4,2010
"Driving Suspensions","Cathedral",77,2010
"Drugs&Controlled Substances","Cathedral",15,2010
"Drugs/Substances","Cathedral",7,2010
"Escape Lawful Custody","Cathedral",0,2010
"Federal Statutes","Cathedral",13,2010
"Firearms offense","Cathedral",0,2010
"Fraud","Cathedral",11,2010
"Impaired Driving","Cathedral",53,2010
"Indecent Acts","Cathedral",1,2010
"Mischief","Cathedral",169,2010
"Motor Vehicle Accidents","Cathedral",62,2010
"Municipal Bylaws","Cathedral",22,2010
"Murder 1st Degree","Cathedral",0,2010
"Murder 2nd Degree","Cathedral",0,2010
"Offensive Weapons","Cathedral",6,2010
"Other Criminal Acts","Cathedral",16,2010
"Other Criminal Code Driving Violations","Cathedral",3,2010
"Other Sexual Crime","Cathedral",0,2010
"Property Damage","Cathedral",3,2010
"Prostitution","Cathedral",0,2010
"Provincial Statute Driving Violations","Cathedral",148,2010
"Provincial Statutes","Cathedral",90,2010
"Robbery","Cathedral",5,2010
"Robbery-Commercial","Cathedral",4,2010
"Robbery-Person","Cathedral",10,2010
"Robbery-Taxi","Cathedral",0,2010
"Seized Vehicles","Cathedral",199,2010
"Sexual Assault","Cathedral",1,2010
"Theft From Auto Over $5K","Cathedral",3,2010
"Theft From Auto Under $5K","Cathedral",161,2010
"Theft of Auto","Cathedral",69,2010
"Theft Over $5K","Cathedral",0,2010
"Theft Under $5K","Cathedral",134,2010
"Threatening","Cathedral",2,2010
"Traffic Tickets","Cathedral",4,2010
"Trafficking and possession stolen goods","Cathedral",22,2010
"Violence/Threats","Cathedral",22,2010
"Total","Cathedral",1524,2010
"Arson","Centre Square",0,2010
"Assault","Centre Square",26,2010
"Attempted Murder","Centre Square",0,2010
"B&E (Business)","Centre Square",5,2010
"B&E (Garage)","Centre Square",0,2010
"B&E (Other)","Centre Square",4,2010
"B&E (Residence)","Centre Square",12,2010
"Counterfeit","Centre Square",0,2010
"Criminal Negligence Causing Death","Centre Square",0,2010
"Dangerous Operation of a Motor Vehicle","Centre Square",1,2010
"Deprivation of Freedom","Centre Square",0,2010
"Driving Suspensions","Centre Square",22,2010
"Drugs&Controlled Substances","Centre Square",4,2010
"Drugs/Substances","Centre Square",2,2010
"Escape Lawful Custody","Centre Square",0,2010
"Federal Statutes","Centre Square",1,2010
"Firearms offense","Centre Square",0,2010
"Fraud","Centre Square",24,2010
"Impaired Driving","Centre Square",10,2010
"Indecent Acts","Centre Square",3,2010
"Mischief","Centre Square",72,2010
"Motor Vehicle Accidents","Centre Square",18,2010
"Municipal Bylaws","Centre Square",4,2010
"Murder 1st Degree","Centre Square",0,2010
"Murder 2nd Degree","Centre Square",0,2010
"Offensive Weapons","Centre Square",8,2010
"Other Criminal Acts","Centre Square",6,2010
"Other Criminal Code Driving Violations","Centre Square",0,2010
"Other Sexual Crime","Centre Square",0,2010
"Property Damage","Centre Square",0,2010
"Prostitution","Centre Square",0,2010
"Provincial Statute Driving Violations","Centre Square",69,2010
"Provincial Statutes","Centre Square",73,2010
"Robbery","Centre Square",1,2010
"Robbery-Commercial","Centre Square",0,2010
"Robbery-Person","Centre Square",6,2010
"Robbery-Taxi","Centre Square",0,2010
"Seized Vehicles","Centre Square",60,2010
"Sexual Assault","Centre Square",1,2010
"Theft From Auto Over $5K","Centre Square",1,2010
"Theft From Auto Under $5K","Centre Square",49,2010
"Theft of Auto","Centre Square",37,2010
"Theft Over $5K","Centre Square",1,2010
"Theft Under $5K","Centre Square",40,2010
"Threatening","Centre Square",2,2010
"Traffic Tickets","Centre Square",0,2010
"Trafficking and possession stolen goods","Centre Square",6,2010
"Violence/Threats","Centre Square",4,2010
"Total","Centre Square",572,2010
"Arson","Core Group",0,2010
"Assault","Core Group",190,2010
"Attempted Murder","Core Group",0,2010
"B&E (Business)","Core Group",9,2010
"B&E (Garage)","Core Group",22,2010
"B&E (Other)","Core Group",8,2010
"B&E (Residence)","Core Group",44,2010
"Counterfeit","Core Group",2,2010
"Criminal Negligence Causing Death","Core Group",0,2010
"Dangerous Operation of a Motor Vehicle","Core Group",8,2010
"Deprivation of Freedom","Core Group",4,2010
"Driving Suspensions","Core Group",78,2010
"Drugs&Controlled Substances","Core Group",35,2010
"Drugs/Substances","Core Group",2,2010
"Escape Lawful Custody","Core Group",2,2010
"Federal Statutes","Core Group",252,2010
"Firearms offense","Core Group",3,2010
"Fraud","Core Group",35,2010
"Impaired Driving","Core Group",48,2010
"Indecent Acts","Core Group",5,2010
"Mischief","Core Group",152,2010
"Motor Vehicle Accidents","Core Group",65,2010
"Municipal Bylaws","Core Group",22,2010
"Murder 1st Degree","Core Group",0,2010
"Murder 2nd Degree","Core Group",1,2010
"Offensive Weapons","Core Group",27,2010
"Other Criminal Acts","Core Group",38,2010
"Other Criminal Code Driving Violations","Core Group",11,2010
"Other Sexual Crime","Core Group",1,2010
"Property Damage","Core Group",0,2010
"Prostitution","Core Group",14,2010
"Provincial Statute Driving Violations","Core Group",213,2010
"Provincial Statutes","Core Group",667,2010
"Robbery","Core Group",9,2010
"Robbery-Commercial","Core Group",6,2010
"Robbery-Person","Core Group",24,2010
"Robbery-Taxi","Core Group",4,2010
"Seized Vehicles","Core Group",276,2010
"Sexual Assault","Core Group",11,2010
"Theft From Auto Over $5K","Core Group",0,2010
"Theft From Auto Under $5K","Core Group",133,2010
"Theft of Auto","Core Group",74,2010
"Theft Over $5K","Core Group",2,2010
"Theft Under $5K","Core Group",137,2010
"Threatening","Core Group",2,2010
"Traffic Tickets","Core Group",5,2010
"Trafficking and possession stolen goods","Core Group",49,2010
"Violence/Threats","Core Group",37,2010
"Total","Core Group",2727,2010
"Arson","Coronation Park",5,2010
"Assault","Coronation Park",77,2010
"Attempted Murder","Coronation Park",2,2010
"B&E (Business)","Coronation Park",2,2010
"B&E (Garage)","Coronation Park",23,2010
"B&E (Other)","Coronation Park",5,2010
"B&E (Residence)","Coronation Park",31,2010
"Counterfeit","Coronation Park",3,2010
"Criminal Negligence Causing Death","Coronation Park",0,2010
"Dangerous Operation of a Motor Vehicle","Coronation Park",7,2010
"Deprivation of Freedom","Coronation Park",1,2010
"Driving Suspensions","Coronation Park",87,2010
"Drugs&Controlled Substances","Coronation Park",31,2010
"Drugs/Substances","Coronation Park",0,2010
"Escape Lawful Custody","Coronation Park",0,2010
"Federal Statutes","Coronation Park",13,2010
"Firearms offense","Coronation Park",2,2010
"Fraud","Coronation Park",15,2010
"Impaired Driving","Coronation Park",47,2010
"Indecent Acts","Coronation Park",1,2010
"Mischief","Coronation Park",91,2010
"Motor Vehicle Accidents","Coronation Park",41,2010
"Municipal Bylaws","Coronation Park",5,2010
"Murder 1st Degree","Coronation Park",0,2010
"Murder 2nd Degree","Coronation Park",0,2010
"Offensive Weapons","Coronation Park",11,2010
"Other Criminal Acts","Coronation Park",15,2010
"Other Criminal Code Driving Violations","Coronation Park",4,2010
"Other Sexual Crime","Coronation Park",3,2010
"Property Damage","Coronation Park",0,2010
"Prostitution","Coronation Park",1,2010
"Provincial Statute Driving Violations","Coronation Park",133,2010
"Provincial Statutes","Coronation Park",67,2010
"Robbery","Coronation Park",3,2010
"Robbery-Commercial","Coronation Park",2,2010
"Robbery-Person","Coronation Park",4,2010
"Robbery-Taxi","Coronation Park",0,2010
"Seized Vehicles","Coronation Park",183,2010
"Sexual Assault","Coronation Park",7,2010
"Theft From Auto Over $5K","Coronation Park",0,2010
"Theft From Auto Under $5K","Coronation Park",86,2010
"Theft of Auto","Coronation Park",60,2010
"Theft Over $5K","Coronation Park",2,2010
"Theft Under $5K","Coronation Park",184,2010
"Threatening","Coronation Park",2,2010
"Traffic Tickets","Coronation Park",4,2010
"Trafficking and possession stolen goods","Coronation Park",13,2010
"Violence/Threats","Coronation Park",22,2010
"Total","Coronation Park",1295,2010
"Arson","Dewdney East",5,2010
"Assault","Dewdney East",114,2010
"Attempted Murder","Dewdney East",0,2010
"B&E (Business)","Dewdney East",11,2010
"B&E (Garage)","Dewdney East",21,2010
"B&E (Other)","Dewdney East",7,2010
"B&E (Residence)","Dewdney East",40,2010
"Counterfeit","Dewdney East",12,2010
"Criminal Negligence Causing Death","Dewdney East",0,2010
"Dangerous Operation of a Motor Vehicle","Dewdney East",13,2010
"Deprivation of Freedom","Dewdney East",1,2010
"Driving Suspensions","Dewdney East",93,2010
"Drugs&Controlled Substances","Dewdney East",38,2010
"Drugs/Substances","Dewdney East",5,2010
"Escape Lawful Custody","Dewdney East",2,2010
"Federal Statutes","Dewdney East",12,2010
"Firearms offense","Dewdney East",1,2010
"Fraud","Dewdney East",30,2010
"Impaired Driving","Dewdney East",59,2010
"Indecent Acts","Dewdney East",3,2010
"Mischief","Dewdney East",219,2010
"Motor Vehicle Accidents","Dewdney East",90,2010
"Municipal Bylaws","Dewdney East",18,2010
"Murder 1st Degree","Dewdney East",0,2010
"Murder 2nd Degree","Dewdney East",0,2010
"Offensive Weapons","Dewdney East",11,2010
"Other Criminal Acts","Dewdney East",23,2010
"Other Criminal Code Driving Violations","Dewdney East",7,2010
"Other Sexual Crime","Dewdney East",1,2010
"Property Damage","Dewdney East",0,2010
"Prostitution","Dewdney East",1,2010
"Provincial Statute Driving Violations","Dewdney East",210,2010
"Provincial Statutes","Dewdney East",98,2010
"Robbery","Dewdney East",3,2010
"Robbery-Commercial","Dewdney East",8,2010
"Robbery-Person","Dewdney East",11,2010
"Robbery-Taxi","Dewdney East",0,2010
"Seized Vehicles","Dewdney East",204,2010
"Sexual Assault","Dewdney East",8,2010
"Theft From Auto Over $5K","Dewdney East",3,2010
"Theft From Auto Under $5K","Dewdney East",161,2010
"Theft of Auto","Dewdney East",65,2010
"Theft Over $5K","Dewdney East",5,2010
"Theft Under $5K","Dewdney East",185,2010
"Threatening","Dewdney East",2,2010
"Traffic Tickets","Dewdney East",5,2010
"Trafficking and possession stolen goods","Dewdney East",32,2010
"Violence/Threats","Dewdney East",36,2010
"Total","Dewdney East",1873,2010
"Arson","Dieppe",0,2010
"Assault","Dieppe",10,2010
"Attempted Murder","Dieppe",0,2010
"B&E (Business)","Dieppe",0,2010
"B&E (Garage)","Dieppe",4,2010
"B&E (Other)","Dieppe",0,2010
"B&E (Residence)","Dieppe",3,2010
"Counterfeit","Dieppe",0,2010
"Criminal Negligence Causing Death","Dieppe",0,2010
"Dangerous Operation of a Motor Vehicle","Dieppe",1,2010
"Deprivation of Freedom","Dieppe",0,2010
"Driving Suspensions","Dieppe",9,2010
"Drugs&Controlled Substances","Dieppe",4,2010
"Drugs/Substances","Dieppe",0,2010
"Escape Lawful Custody","Dieppe",0,2010
"Federal Statutes","Dieppe",0,2010
"Firearms offense","Dieppe",0,2010
"Fraud","Dieppe",2,2010
"Impaired Driving","Dieppe",5,2010
"Indecent Acts","Dieppe",0,2010
"Mischief","Dieppe",26,2010
"Motor Vehicle Accidents","Dieppe",6,2010
"Municipal Bylaws","Dieppe",3,2010
"Murder 1st Degree","Dieppe",0,2010
"Murder 2nd Degree","Dieppe",0,2010
"Offensive Weapons","Dieppe",1,2010
"Other Criminal Acts","Dieppe",1,2010
"Other Criminal Code Driving Violations","Dieppe",2,2010
"Other Sexual Crime","Dieppe",0,2010
"Property Damage","Dieppe",0,2010
"Prostitution","Dieppe",0,2010
"Provincial Statute Driving Violations","Dieppe",7,2010
"Provincial Statutes","Dieppe",7,2010
"Robbery","Dieppe",1,2010
"Robbery-Commercial","Dieppe",0,2010
"Robbery-Person","Dieppe",1,2010
"Robbery-Taxi","Dieppe",0,2010
"Seized Vehicles","Dieppe",24,2010
"Sexual Assault","Dieppe",0,2010
"Theft From Auto Over $5K","Dieppe",0,2010
"Theft From Auto Under $5K","Dieppe",11,2010
"Theft of Auto","Dieppe",8,2010
"Theft Over $5K","Dieppe",1,2010
"Theft Under $5K","Dieppe",12,2010
"Threatening","Dieppe",0,2010
"Traffic Tickets","Dieppe",0,2010
"Trafficking and possession stolen goods","Dieppe",2,2010
"Violence/Threats","Dieppe",2,2010
"Total","Dieppe",153,2010
"Arson","Eastview",2,2010
"Assault","Eastview",56,2010
"Attempted Murder","Eastview",0,2010
"B&E (Business)","Eastview",26,2010
"B&E (Garage)","Eastview",7,2010
"B&E (Other)","Eastview",10,2010
"B&E (Residence)","Eastview",20,2010
"Counterfeit","Eastview",4,2010
"Criminal Negligence Causing Death","Eastview",0,2010
"Dangerous Operation of a Motor Vehicle","Eastview",2,2010
"Deprivation of Freedom","Eastview",0,2010
"Driving Suspensions","Eastview",85,2010
"Drugs&Controlled Substances","Eastview",9,2010
"Drugs/Substances","Eastview",1,2010
"Escape Lawful Custody","Eastview",0,2010
"Federal Statutes","Eastview",5,2010
"Firearms offense","Eastview",3,2010
"Fraud","Eastview",11,2010
"Impaired Driving","Eastview",31,2010
"Indecent Acts","Eastview",0,2010
"Mischief","Eastview",43,2010
"Motor Vehicle Accidents","Eastview",42,2010
"Municipal Bylaws","Eastview",5,2010
"Murder 1st Degree","Eastview",0,2010
"Murder 2nd Degree","Eastview",0,2010
"Offensive Weapons","Eastview",2,2010
"Other Criminal Acts","Eastview",10,2010
"Other Criminal Code Driving Violations","Eastview",4,2010
"Other Sexual Crime","Eastview",3,2010
"Property Damage","Eastview",0,2010
"Prostitution","Eastview",1,2010
"Provincial Statute Driving Violations","Eastview",103,2010
"Provincial Statutes","Eastview",42,2010
"Robbery","Eastview",1,2010
"Robbery-Commercial","Eastview",0,2010
"Robbery-Person","Eastview",1,2010
"Robbery-Taxi","Eastview",0,2010
"Seized Vehicles","Eastview",185,2010
"Sexual Assault","Eastview",4,2010
"Theft From Auto Over $5K","Eastview",2,2010
"Theft From Auto Under $5K","Eastview",45,2010
"Theft of Auto","Eastview",52,2010
"Theft Over $5K","Eastview",11,2010
"Theft Under $5K","Eastview",37,2010
"Threatening","Eastview",1,2010
"Traffic Tickets","Eastview",1,2010
"Trafficking and possession stolen goods","Eastview",10,2010
"Violence/Threats","Eastview",7,2010
"Total","Eastview",884,2010
"Arson","Gardiner Park",0,2010
"Assault","Gardiner Park",31,2010
"Attempted Murder","Gardiner Park",0,2010
"B&E (Business)","Gardiner Park",14,2010
"B&E (Garage)","Gardiner Park",1,2010
"B&E (Other)","Gardiner Park",7,2010
"B&E (Residence)","Gardiner Park",15,2010
"Counterfeit","Gardiner Park",7,2010
"Criminal Negligence Causing Death","Gardiner Park",0,2010
"Dangerous Operation of a Motor Vehicle","Gardiner Park",2,2010
"Deprivation of Freedom","Gardiner Park",1,2010
"Driving Suspensions","Gardiner Park",35,2010
"Drugs&Controlled Substances","Gardiner Park",7,2010
"Drugs/Substances","Gardiner Park",3,2010
"Escape Lawful Custody","Gardiner Park",0,2010
"Federal Statutes","Gardiner Park",5,2010
"Firearms offense","Gardiner Park",0,2010
"Fraud","Gardiner Park",45,2010
"Impaired Driving","Gardiner Park",15,2010
"Indecent Acts","Gardiner Park",1,2010
"Mischief","Gardiner Park",121,2010
"Motor Vehicle Accidents","Gardiner Park",56,2010
"Municipal Bylaws","Gardiner Park",3,2010
"Murder 1st Degree","Gardiner Park",0,2010
"Murder 2nd Degree","Gardiner Park",0,2010
"Offensive Weapons","Gardiner Park",2,2010
"Other Criminal Acts","Gardiner Park",9,2010
"Other Criminal Code Driving Violations","Gardiner Park",2,2010
"Other Sexual Crime","Gardiner Park",0,2010
"Property Damage","Gardiner Park",0,2010
"Prostitution","Gardiner Park",0,2010
"Provincial Statute Driving Violations","Gardiner Park",198,2010
"Provincial Statutes","Gardiner Park",23,2010
"Robbery","Gardiner Park",2,2010
"Robbery-Commercial","Gardiner Park",3,2010
"Robbery-Person","Gardiner Park",0,2010
"Robbery-Taxi","Gardiner Park",0,2010
"Seized Vehicles","Gardiner Park",57,2010
"Sexual Assault","Gardiner Park",0,2010
"Theft From Auto Over $5K","Gardiner Park",1,2010
"Theft From Auto Under $5K","Gardiner Park",84,2010
"Theft of Auto","Gardiner Park",21,2010
"Theft Over $5K","Gardiner Park",4,2010
"Theft Under $5K","Gardiner Park",326,2010
"Threatening","Gardiner Park",3,2010
"Traffic Tickets","Gardiner Park",1,2010
"Trafficking and possession stolen goods","Gardiner Park",10,2010
"Violence/Threats","Gardiner Park",10,2010
"Total","Gardiner Park",1125,2010
"Arson","Gladmer Park",0,2010
"Assault","Gladmer Park",25,2010
"Attempted Murder","Gladmer Park",0,2010
"B&E (Business)","Gladmer Park",4,2010
"B&E (Garage)","Gladmer Park",2,2010
"B&E (Other)","Gladmer Park",1,2010
"B&E (Residence)","Gladmer Park",3,2010
"Counterfeit","Gladmer Park",0,2010
"Criminal Negligence Causing Death","Gladmer Park",0,2010
"Dangerous Operation of a Motor Vehicle","Gladmer Park",0,2010
"Deprivation of Freedom","Gladmer Park",0,2010
"Driving Suspensions","Gladmer Park",8,2010
"Drugs&Controlled Substances","Gladmer Park",13,2010
"Drugs/Substances","Gladmer Park",1,2010
"Escape Lawful Custody","Gladmer Park",0,2010
"Federal Statutes","Gladmer Park",2,2010
"Firearms offense","Gladmer Park",0,2010
"Fraud","Gladmer Park",2,2010
"Impaired Driving","Gladmer Park",3,2010
"Indecent Acts","Gladmer Park",1,2010
"Mischief","Gladmer Park",16,2010
"Motor Vehicle Accidents","Gladmer Park",6,2010
"Municipal Bylaws","Gladmer Park",2,2010
"Murder 1st Degree","Gladmer Park",0,2010
"Murder 2nd Degree","Gladmer Park",0,2010
"Offensive Weapons","Gladmer Park",4,2010
"Other Criminal Acts","Gladmer Park",1,2010
"Other Criminal Code Driving Violations","Gladmer Park",0,2010
"Other Sexual Crime","Gladmer Park",0,2010
"Property Damage","Gladmer Park",0,2010
"Prostitution","Gladmer Park",0,2010
"Provincial Statute Driving Violations","Gladmer Park",21,2010
"Provincial Statutes","Gladmer Park",56,2010
"Robbery","Gladmer Park",0,2010
"Robbery-Commercial","Gladmer Park",0,2010
"Robbery-Person","Gladmer Park",0,2010
"Robbery-Taxi","Gladmer Park",1,2010
"Seized Vehicles","Gladmer Park",15,2010
"Sexual Assault","Gladmer Park",0,2010
"Theft From Auto Over $5K","Gladmer Park",0,2010
"Theft From Auto Under $5K","Gladmer Park",6,2010
"Theft of Auto","Gladmer Park",11,2010
"Theft Over $5K","Gladmer Park",0,2010
"Theft Under $5K","Gladmer Park",57,2010
"Threatening","Gladmer Park",0,2010
"Traffic Tickets","Gladmer Park",0,2010
"Trafficking and possession stolen goods","Gladmer Park",2,2010
"Violence/Threats","Gladmer Park",14,2010
"Total","Gladmer Park",277,2010
"Arson","Hillsdale",1,2010
"Assault","Hillsdale",34,2010
"Attempted Murder","Hillsdale",0,2010
"B&E (Business)","Hillsdale",5,2010
"B&E (Garage)","Hillsdale",11,2010
"B&E (Other)","Hillsdale",4,2010
"B&E (Residence)","Hillsdale",20,2010
"Counterfeit","Hillsdale",1,2010
"Criminal Negligence Causing Death","Hillsdale",0,2010
